folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,disp_agua,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos_inca,focos_ahor,combustible,estufa_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,tipo_finan,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medidor_luz,bomba_agua,tanque_gas,aire_acond,calefacc,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor
0400354906,1,8,10,3,7, ,1,1,1,1,1,1,1,2,1,2,1,0,0,2,1,0,3,3, ,1,4, ,2000, , ,3, ,5,01,1, , ,3,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,040020000,000-0,1,2,041,0008850,118
0400356601,1,8,10,3,3, ,1,2,1,3,1,2,1,2,1,2,1,0,0,2,1,0,7,5, ,1,3, ,1500,3000,1,1,1,1,02,1, , ,1,2,1,1,1,2,1,2,2,1,2,2,1,2,4,1,3,1,040020000,000-0,1,2,041,0008860,114
0400356602,1,8,03,2,9, ,2, ,1,1,2,1,1,1,2,2,0,1,0,2,1,1,0,3, ,1,4, ,500, , ,2, ,3,01,1, , ,1,2,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,040020000,000-0,1,2,041,0008860,114
0400356604,1,8,10,2,16, ,1,2,1,3,1,2,1,2,1,2,0,1,0,2,1,0,7,3, ,1,4, ,1000, , ,2, ,3,01,1, , ,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,0,2,1,040020000,000-0,1,2,041,0008860,114
0400356605,1,8,04,2,30, ,1,2,1,2,2,2,1,2,2,2,0,1,0,2,1,0,5,3, ,1,2, ,600, , , , , , , , , , ,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,1,040020000,000-0,1,2,041,0008860,114
0400356606,1,8,03,2,6, ,1,1,1,1,2,2,1,1,2,2,1,0,0,2,1,1,0,3, ,1,4, ,1000, , ,2, ,5,01,1, , ,1,1,2,1,1,2,2,2,2,1,1,2,2,2,4,1,3,1,040020000,000-0,1,2,041,0008860,114
0400371501,1,8,10,3,30, ,1,2,3,7,1,1,1,2,1,2,3,1,0,2,1,0,25,3, ,1,4, ,4000, , ,1,2,1,02,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,1,2,4,1,3,1,040020000,000-0,1,3,042,0008870,207
0400371505,1,8,10,3,28, ,1,2,3,7,1,1,1,2,1,2,2,0,0,2,1,0,20,3, ,1,4, ,4000, , ,1,2,1,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,1,1,2,4,1,3,1,040020000,000-0,1,3,042,0008870,207
0400373001,1,8,10,3,30, ,1,2,3,6,1,1,1,2,1,2,1,1,0,2,1,2,7,3, ,1,4, ,5000, , ,1,2,2,02,1, , ,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,0,2,1,040020000,000-0,1,3,042,0008880,147
0400373004,1,3,03,1,15, ,2, ,1,1,2,1,1,2,2,2,0,1,0,2,2,0,1,1,2,4,4, ,250, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,040020000,000-0,1,3,042,0008880,147
0400373005,1,8,10,3,2, ,1,2,1,5,1,1,1,2,1,1,2,1,0,2,1,0,40,3, ,1,4, ,7000, , ,2, ,2,01,1, , ,2,1,1,1,1,1,2,1,2,1,2,1,1,2,3,1,2,1,040020000,000-0,1,3,042,0008880,147
0400373006,1,8,10,3,15, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,1,1,3000, , ,1, , , , , , , , ,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,0,1,040020000,000-0,1,3,042,0008880,147
0400388401,1,6,10,2,1, ,1,1,1,2,2,1,1,2,2,2,0,1,0,2,1,0,4,3, ,1,4, ,1500, , ,1,1,5,01,1, , ,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,040020000,000-0,1,2,041,0008890,135
0400388402,1,8,10,3,10, ,1,2,4,5,1,1,1,2,1,2,1,0,0,2,1,0,14,3, ,1,4, ,3000, , ,2, ,3,01,1, , ,1,1,1,1,1,2,1,2,2,1,2,2,2,2,5,3,2,1,040020000,000-0,1,2,041,0008890,135
0400388403,1,8,10,3,20, ,1,1,3,5,1,1,1,2,1,2,1,1,0,2,1,0,5,3, ,1,4, ,2000, , ,2, ,3,01,1,02,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,5,1,4,1,040020000,000-0,1,2,041,0008890,135
0400388404,1,8,10,3,15, ,1,2,5,7,2,1,1,2,2,2,0,1,0,2,1,0,28,3, ,1,4, ,1000, , ,2, ,5,01,1, , ,1,1,1,2,2,2,2,2,2,1,2,2,2,2,10,8,2,3,040020000,000-0,1,2,041,0008890,135
0400388405,1,8,10,3,22, ,1,2,2,7,1,1,1,2,1,2,1,0,0,2,1,0,9,3, ,1,4, ,1400, , ,2, ,5,02,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,1,2,5,3,2,1,040020000,000-0,1,2,041,0008890,135
0400388406,1,8,10,3,20, ,1,2,4,8,1,2,1,2,1,2,1,0,0,2,1,0,10,3, ,1,4, ,2500, , ,2, ,5,02,1,01,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,9,6,3,1,040020000,000-0,1,2,041,0008890,135
0400395701,1,8,10,3,15, ,1,2,2,3,1,2,1,2,1,2,1,0,0,2,1,0,7,3, ,1,4, ,1600, , ,1,1,2,01,1,02,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,5,3,2,1,040020000,000-0,1,2,041,0008900,140
0400395702,1,8,03,2,5, ,2, ,1,1,1,2,1,2,2,2,0,1,0,2,1,0,2,3, ,1,4, ,500, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,2,2,2,2,2,4,2,2,1,040020000,000-0,1,2,041,0008900,140
0400395703,1,8,10,2,11, ,2, ,1,1,1,4,1,2,2,2,0,1,0,2,1,0,2,2,1,1,4, ,500, , ,3, ,5,01,1, , ,1,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,1,040020000,000-0,1,2,041,0008900,140
0400395704,1,8,03,2,20, ,1,2,1,2,1,2,1,2,2,2,0,1,0,2,1,0,3,3, ,1,2, ,1000, , , , , , , , , , ,2,2,2,2,1,2,2,2,1,2,2,2,2,4,1,3,1,040020000,000-0,1,2,041,0008900,140
0400395705,1,8,10,3,10, ,1,2,1,2,1,3,1,2,1,2,1,0,0,2,1,0,5,3, ,1,4, ,2000, , ,2, ,5,01,1, , ,1,1,2,1,1,2,1,2,1,1,1,1,1,2,4,2,2,1,040020000,000-0,1,2,041,0008900,140
0400395706,1,8,10,3,10, ,1,2,4,5,1,2,1,2,1,2,1,0,0,2,1,0,5,3, ,1,4, ,2000, , ,3, ,5,04,1,02,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,5,3,2,1,040020000,000-0,1,2,041,0008900,140
0400397801,1,8,10,3,20, ,1,2,1,4,1,1,1,2,1,2,1,0,0,2,1,0,6,3, ,1,4, ,2000, , ,2, ,5,02,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,040020000,000-0,1,3,042,0008910,182
0400397802,1,3,10,2,27, ,1,2,2,3,1,1,1,2,2,2,1,0,0,2,1,0,7,3, ,1,4, ,2000, , ,3, ,5,01,1, , ,1,2,1,1,1,1,2,2,2,1,2,2,1,2,5,2,3,1,040020000,000-0,1,3,042,0008910,182
0400397806,1,8,10,3,1, ,1,2,2,4,1,1,1,2,1,2,1,0,0,2,1,0,6,3, ,1,1,1700, , ,1, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,1,1,040020000,000-0,1,3,042,0008910,182
0400400301,1,8,10,3,23, ,1,2,2,4,1,1,1,1,1,2,1,0,0,2,1,0,7,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,2,1,2,2,2,2,4,2,2,1,040020000,000-0,1,2,041,0008920,141
0400400302,1,8,10,2, ,1,1,1,3,3,1,2,1,2,2,2,1,0,0,2,1,0,5,3, ,1,2, ,1000, , , , , , , , , , ,1,2,1,2,2,1,2,2,1,2,2,2,2,4,2,2,1,040020000,000-0,1,2,041,0008920,141
0400400304,1,8,10,3,21, ,1,2,2,3,1,1,1,1,1,2,1,0,0,2,1,2,5,3, ,1,2, ,3000, , , , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,040020000,000-0,1,2,041,0008920,141
0400400305,1,8,10,3,28, ,2, ,4,6,1,1,1,1,2,2,1,0,0,2,1,0,12,3, ,1,4, ,2500, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,9,5,4,1,040020000,000-0,1,2,041,0008920,141
0400400306,1,8,10,3, ,1,1,2,2,3,1,1,1,1,1,2,1,0,0,2,1,0,8,3, ,1,4, ,1000, , ,2, ,5,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,5,1,4,1,040020000,000-0,1,2,041,0008920,141
0400402201,1,8,10,3,35, ,1,2,3,4,1,2,1,2,1,2,1,0,0,2,1,0,9,3, ,1,4, ,1500, , ,2, ,5,03,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,1,2,3,1,2,1,040020000,000-0,1,2,041,0008930,220
0400402202,1,8,10,2,40, ,1,2,2,3,1,1,1,2,1,2,1,0,0,2,1,0,8,3, ,1,4, ,2000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,1,2,2,1,2,2,2,2,7,4,3,1,040020000,000-0,1,2,041,0008930,220
0400402204,1,8,03,2,20, ,1,1,2,2,1,1,1,2,2,2,0,1,1,2,1,0,4,3, ,1,4, ,1500, , ,1,1,5,01,1, , ,2,1,2,1,1,2,2,2,2,1,2,2,2,2,3,1,2,1,040020000,000-0,1,2,041,0008930,220
0400402205,1,8,10,3,4, ,1,2,1,4,1,2,1,2,1,2,2,0,0,2,1,0,16,3, ,1,3, ,5500,2000,1,1,2,3,01,1, , ,3,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,040020000,000-0,1,2,041,0008930,220
0400418902,1,8,10,3,15, ,1,1,1,1,1,2,1,2,1,2,1,0,0,2,1,0,4,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,3,1,2,1,1,2,2,2,2,1,2,2,2,2,3,2,1,1,040020000,000-0,1,2,041,0008940,132
0400418903,1,8,10,3,20, ,1,2,3,6,1,2,1,2,1,2,1,0,0,2,1,3,5,3, ,1,4, ,1500, , ,3, ,2,01,1, , ,1,1,1,1,1,2,1,2,2,1,2,2,2,2,3,1,2,1,040020000,000-0,1,2,041,0008940,132
0400418904,1,8,04,2,15, ,1,2,2,3,1,2,1,2,2,2,0,1,0,2,1,0,4,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,2,1,1,1,2,2,1,2,2,2,2,3,2,1,1,040020000,000-0,1,2,041,0008940,132
0400418905,1,8,10,2,28, ,2, ,1,1,2,2,1,1,2,2,0,1,0,2,1,1,0,1,2,1,1,200, , ,1, , , , , , , , ,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,040020000,000-0,1,2,041,0008940,132
0400418906,1,8,04,3,30, ,1,2,1,2,2,2,1,2,2,2,0,1,0,2,1,0,4,3, ,1,4, ,1500, , ,2, ,5,02,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,6,3,3,1,040020000,000-0,1,2,041,0008940,132
0400421601,1,8,03,2,10, ,1,2,1,2,1,3,1,2,2,2,0,1,0,2,1,1,2,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,0,2,1,040020000,000-0,1,2,041,0008950,133
0400421602,1,8,10,3,11, ,1,2,2,3,1,2,1,2,1,2,1,0,0,2,1,0,9,3, ,1,4, ,3500, , ,1,2,1,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,0,1,1,040020000,000-0,1,2,041,0008950,133
0400421603,1,8,10,3,3, ,1,2,1,2,1,3,1,2,2,2,1,0,0,2,1,2,5,3, ,1,4, ,2000, , ,2, ,2,01,1, , ,1,1,1,1,1,1,1,2,2,1,2,2,2,2,5,3,2,1,040020000,000-0,1,2,041,0008950,133
0400421604,1,8,10,3,2, ,1,2,2,3,1,1,1,2,1,2,1,0,0,2,1,0,4,3, ,1,4, ,2500, , ,1,2,1,01,1, , ,1,2,1,1,1,2,2,2,2,1,2,2,1,2,4,0,4,1,040020000,000-0,1,2,041,0008950,133
0400421605,1,8,10,3,25, ,1,2,4,5,1,1,1,2,1,2,1,0,0,2,1,3,2,3, ,1,4, ,2000, , ,2, ,5,02,1,03,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,5,1,4,1,040020000,000-0,1,2,041,0008950,133
0400421606,1,8,10,3,20, ,1,2,2,3,2,2,1,2,2,2,0,1,0,2,1,4,2,3, ,1,4, ,3000, , ,2, ,3,01,1,02,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,5,2,3,1,040020000,000-0,1,2,041,0008950,133
0400423502,1,8,10,2,25, ,1,2,2,4,1,1,1,2,1,2,1,0,0,2,1,0,9,3, ,1,3, ,1300,2800,1,1,1,1,01,1, , ,1,2,1,1,1,2,1,2,2,1,2,2,1,2,6,2,4,1,040020000,000-0,1,2,041,0008960,108
0400423503,1,8,04,3,15, ,1,1,2,2,2,2,1,2,2,2,0,1,0,2,1,0,4,3, ,4,2, ,800, , , , , , , , , , ,2,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,040020000,000-0,1,2,041,0008960,108
0400434001,1,8,04,2, ,1,2, ,1,1,1,1,1,2,2,2,0,1,0,2,1,0,3,3, ,1,1,1300, , ,1, , , , , , , , ,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,040020000,000-0,1,3,042,0008970,144
0400434003,1,6,02,3,50, ,2, ,1,1,1,1,1,2,2,2,0,1,0,2,1,0,3,3, ,1,4, ,1500, , ,1,1,5,01,1, , ,1,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,1,040020000,000-0,1,3,042,0008970,144
0400434004,1,8,10,3,17, ,1,2,1,5,1,1,1,2,1,2,2,0,0,2,1,0,10,3, ,1,4, ,2500, , ,2, ,3,02,1, , ,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,040020000,000-0,1,3,042,0008970,144
0400434005,1,8,10,3,32, ,1,2,3,8,1,1,1,2,1,2,3,0,0,2,1,0,30,3, ,1,4, ,8000, , ,2, ,1,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,1,040020000,000-0,1,3,042,0008970,144
0400434006,1,8,10,3,38, ,1,2,3,4,1,1,1,2,1,2,2,0,0,2,1,0,10,3, ,1,4, ,3000, , ,2, ,3,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,040020000,000-0,1,3,042,0008970,144
0400437402,1,8,10,3,30, ,1,2,2,5,1,1,1,2,1,2,1,0,0,2,1,0,11,3, ,1,4, ,5000, , ,4, , ,02,1, , ,3,1,1,1,1,2,2,2,2,1,1,2,1,2,4,3,1,1,040020000,000-0,1,3,042,0008980,134
0400437404,1,8,10,3,55, ,1,2,3,4,1,1,1,2,1,1,2,0,0,2,1,0,12,3, ,1,4, ,3000, , ,4, , ,02,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,1,2,5,3,2,1,040020000,000-0,1,3,042,0008980,134
0400437405,1,8,10,3, ,1,1,1,2,2,1,1,1,2,1,2,1,0,0,2,1,0,4,3, ,1,4, ,1500, , ,3, ,5,02,1, , ,2,1,1,1,2,2,2,2,2,1,2,2,2,2,3,2,1,1,040020000,000-0,1,3,042,0008980,134
0400437406,1,8,10,3,35, ,1,2,3,5,1,1,1,2,1,2,1,0,0,2,1,0,11,3, ,1,3, ,1500,7000,1,1,1,1,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,4,1,3,1,040020000,000-0,1,3,042,0008980,134
0400440701,1,8,10,3,15, ,1,2,2,4,1,1,1,2,1,2,2,0,0,2,1,0,30,3, ,1,4, ,2500, , ,1,1,1,01,1, , ,1,1,1,1,1,2,2,2,1,1,1,2,1,2,6,4,2,1,040020000,000-0,1,2,041,0008990,128
0400440702,1,8,04,2,3, ,1,2,1,4,1,1,1,2,1,2,1,0,0,2,1,0,4,3, ,1,1,1000, , ,1, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,040020000,000-0,1,2,041,0008990,128
0400440703,1,8,10,3,10, ,1,2,2,4,1,1,1,2,1,2,3,0,0,2,1,0,14,3, ,1,4, ,2000, , ,2, ,3,02,1, , ,3,1,1,1,1,2,1,2,1,1,1,2,1,2,4,1,3,1,040020000,000-0,1,2,041,0008990,128
0400440704,1,8,10,3,17, ,1,2,1,6,1,1,1,2,1,2,2,0,0,2,1,10,9,3, ,1,4, ,3000, , ,2, ,4,01,1,02,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,040020000,000-0,1,2,041,0008990,128
0400440705,1,8,03,2, ,1,2, ,2,2,1,1,1,2,1,2,0,1,0,2,1,0,6,3, ,1,2, ,1000, , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,2,6,2,4,1,040020000,000-0,1,2,041,0008990,128
0400440706,1,8,10,3,15, ,1,2,3,6,1,1,1,2,1,2,1,1,0,2,1,0,15,3, ,1,4, ,8000, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,1,2,6,4,2,1,040020000,000-0,1,2,041,0008990,128
0400451802,1,8,10,3,16, ,1,2,2,3,1,1,1,2,1,2,1,0,0,2,1,0,5,3, ,1,3, ,1500,3200,1,1,2,1,01,1, , ,3,2,2,1,1,2,2,2,2,1,2,2,2,2,3,2,1,1,040020000,000-0,1,3,042,0009000,139
0400451803,1,8,10,3,16, ,1,2,3,4,1,1,1,2,1,2,1,0,0,2,1,0,10,3, ,1,3, ,1500,1268,1,1,1,1,02,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,2,2,1,040020000,000-0,1,3,042,0009000,139
0400451804,1,8,10,3,16, ,1,2,3,6,1,1,1,2,1,2,1,0,0,2,1,0,15,3, ,1,3, ,2500,1300,1,1,2,1,02,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,1,2,3,1,2,1,040020000,000-0,1,3,042,0009000,139
0400451805,1,8,10,3,16, ,1,2,4,7,1,1,1,2,1,1,3,0,0,2,1,0,15,3, ,1,3, ,2000,616,1,1,2,1,01,1, , ,3,1,1,1,1,2,2,2,2,1,1,2,1,2,4,2,2,1,040020000,000-0,1,3,042,0009000,139
0400451806,1,8,10,3, ,1,1,2,1,5,1,1,1,2,1,2,1,0,0,2,1,0,11,3, ,1,1,2000, , ,1, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,1,040020000,000-0,1,3,042,0009000,139
0400456301,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,2,0,0,2,1,0,7,3, ,1,4, ,1200, , ,1,2,3,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,1,2,3,1,2,1,040020000,000-0,1,2,041,0009010,117
0400456302,1,8,03,2,17, ,2, ,1,2,1,1,1,2,1,2,1,0,0,2,1,0,5,2,2,1,4, ,1800, , ,1,2,5,01,1,02,1,3,2,2,1,1,2,2,2,2,1,2,2,2,2,5,3,2,1,040020000,000-0,1,2,041,0009010,117
0400456304,1,8,10,3,13, ,1,2,1,4,1,1,1,2,1,2,1,0,0,2,1,0,7,3, ,1,1,1300, , ,1, , , , , , , , ,1,1,1,1,2,1,2,2,1,2,2,1,2,3,1,2,1,040020000,000-0,1,2,041,0009010,117
0400456306,1,8,10,3,13, ,1,2,1,2,1,1,1,2,1,2,1,0,0,2,1,0,4,3, ,1,3, ,1800,1200,2,1,2,1,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,1,1,040020000,000-0,1,2,041,0009010,117
0400474201,1,8,03,2,6, ,1,2,2,3,2,3,1,2,2,2,0,1,0,2,1,0,1,3, ,4,4, ,2000, , ,3, ,5,01,1,02,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,1,040020000,000-0,1,2,041,0009020,130
0400474202,1,8,10,2,15, ,1,2,2,3,1,3,1,2,1,2,1,0,0,2,1,0,10,3, ,1,4, ,1500, , ,2, ,5,01,1,02,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,4,2,2,1,040020000,000-0,1,2,041,0009020,130
0400474203,1,8,10,2,3, ,1,2,2,4,2,2,1,2,2,2,0,1,0,2,1,3,2,3, ,1,4, ,1500, , ,2, ,5,02,1, , ,3,2,2,2,1,2,2,2,2,2,2,2,2,2,6,2,4,1,040020000,000-0,1,2,041,0009020,130
0400474204,1,8,03,2,8, ,1,1,2,2,2,2,1,2,2,2,0,1,0,2,1,3,0,3, ,4,4, ,1000, , ,3, ,5,01,1, , ,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,1,040020000,000-0,1,2,041,0009020,130
0400474205,1,8,03,2,2, ,1,2,1,3,2,2,1,2,2,2,0,1,0,2,1,3,2,1,2,1,4, ,1000, , ,2, ,5,01,1,02,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,1,040020000,000-0,1,2,041,0009020,130
0400474206,1,8,03,2,17, ,1,2,2,5,1,1,1,2,1,2,1,0,0,2,1,1,5,3, ,1,4, ,500, , ,2, ,5,01,1, , ,1,2,1,1,1,2,2,2,2,1,2,2,2,2,4,1,3,1,040020000,000-0,1,2,041,0009020,130
0400480901,1,8,10,3,12, ,1,2,2,3,1,1,1,2,1,2,1,0,0,2,1,2,8,3, ,1,2, ,2000, , , , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,2,2,4,2,2,1,040020000,000-0,1,4,043,0009030,101
0400480902,1,8,10,3,5, ,1,2,1,4,1,1,1,2,1,1,1,0,0,2,1,0,6,3, ,1,1,2000, , ,1, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,1,2,4,2,2,1,040020000,000-0,1,4,043,0009030,101
0400480904,1,8,10,3,13, ,1,2,2,4,1,1,1,2,1,2,1,0,0,2,1,0,11,3, ,1,4, ,1500, , ,1,2,2,02,1, , ,1,1,1,1,2,1,2,1,1,1,2,1,1,2,4,1,3,1,040020000,000-0,1,4,043,0009030,101
0400480905,1,8,10,3,12, ,1,2,1,2,1,1,1,2,1,2,1,0,0,2,1,0,6,3, ,1,2, ,1300, , , , , , , , , , ,1,1,1,1,2,2,2,2,1,1,2,1,2,3,2,1,1,040020000,000-0,1,4,043,0009030,101
0400480906,1,8,10,3,15, ,1,2,1,3,1,1,1,2,1,2,1,0,0,2,1,0,7,3, ,1,3, ,1500,1950,1,1,2,&,02,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,1,2,3,2,1,1,040020000,000-0,1,4,043,0009030,101
0400482601,1,8,10,3,16, ,1,2,2,4,1,1,1,2,1,1,1,0,0,1,1,0,16,3, ,1,3, ,2000,880,1,1,2,1,01,1, , ,3,1,1,1,1,1,2,2,1,1,1,2,2,2,4,0,4,1,040020000,000-0,1,3,042,0009040,136
0400482603,1,8,10,3,17, ,1,2,2,4,1,1,1,2,1,1,1,0,0,2,1,0,8,3, ,1,3, ,300,900,1,1,2,1,01,1,02,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,4,3,1,1,040020000,000-0,1,3,042,0009040,136
0400482605,1,8,10,3,15, ,1,2,2,6,1,1,1,2,1,1,1,0,0,2,1,0,11,3, ,1,3, ,1500,1200,1,1,2,1,01,1,02,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,4,1,3,1,040020000,000-0,1,3,042,0009040,136
0400482606,1,8,10,3, ,1,1,2,1,2,1,1,1,2,2,2,1,0,0,2,1,0,5,3, ,1,1,1500, , ,1, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,2,2,5,4,1,1,040020000,000-0,1,3,042,0009040,136
0400487501,1,8,10,3,20, ,1,2,2,5,1,1,1,2,1,2,1,0,0,2,1,0,17,3, ,1,1,1500, , ,1, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,1,2,5,2,3,1,040020000,000-0,1,4,043,0009050,145
0400487502,1,8,10,3,20, ,1,2,1,4,1,1,1,2,1,2,1,0,0,2,1,0,8,3, ,1,4, ,1200, , ,1,2,1,02,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,040020000,000-0,1,4,043,0009050,145
0400487503,1,8,10,3, ,1,2, ,2,4,1,1,1,2,1,2,1,0,0,2,1,0,12,3, ,1,2, ,2500, , , , , , , , , , ,2,1,1,1,2,2,2,2,1,2,2,1,2,3,2,1,1,040020000,000-0,1,4,043,0009050,145
0400487504,1,8,10,3,20, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,1,3, ,1500,1600,1,1,2,1,01,1, , ,1,1,1,1,1,1,2,2,2,1,2,2,2,2,4,2,2,1,040020000,000-0,1,4,043,0009050,145
0400487505,1,8,10,3,20, ,1,2,1,4,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,1,1,1500, , ,1, , , , , , , , ,2,1,1,1,2,2,2,2,1,2,2,1,2,4,2,2,1,040020000,000-0,1,4,043,0009050,145
0400487506,1,8,10,3,17, ,1,2,4,6,1,1,1,1,1,2,2,0,0,2,1,0,10,3, ,1,4, ,3000, , ,1,2,1,02,1, , ,1,1,1,1,1,2,2,2,1,1,1,2,1,2,5,2,3,1,040020000,000-0,1,4,043,0009050,145
0400490002,1,8,10,3,10, ,1,2,2,3,1,1,1,2,1,2,1,0,0,2,1,4,3,3, ,1,2, ,1400, , , , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,1,2,4,2,2,1,040020000,000-0,1,4,043,0009060,118
0400490003,1,8,10,3,5, ,1,2,2,3,1,1,1,2,1,2,1,0,0,2,1,1,5,3, ,1,3, ,1000,1400,1,1,1,1,02,1, , ,3,1,1,1,1,2,2,2,2,1,2,2,1,2,4,2,2,1,040020000,000-0,1,4,043,0009060,118
0400490004,1,8,10,3,5, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,2,4,3, ,1,1,1500, , ,1, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,1,2,4,3,1,1,040020000,000-0,1,4,043,0009060,118
0400490005,1,8,10,3,5, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,1,1500, , ,1, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,1,2,2,4,1,3,1,040020000,000-0,1,4,043,0009060,118
0400490006,1,8,10,3,16, ,1,2,2,3,1,1,1,2,1,1,1,0,0,2,1,0,6,3, ,1,4, ,2000, , ,1,2,1,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,1,2,3,1,2,1,040020000,000-0,1,4,043,0009060,118
0400491401,1,8,03,2,14, ,1,1,1,1,2,1,1,2,2,2,0,1,0,2,1,0,3,3, ,1,4, ,600, , ,1,1,5,01,1,02,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,040020000,000-0,1,2,041,0009070,134
0400491402,1,8,10,2,8, ,1,2,2,4,1,1,1,2,1,2,1,0,0,2,1,0,7,3, ,1,4, ,3000, , ,2, ,5,02,1, , ,3,1,1,1,1,2,2,2,2,1,2,2,1,2,5,4,1,1,040020000,000-0,1,2,041,0009070,134
