folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,disp_agua,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos_inca,focos_ahor,combustible,estufa_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,tipo_finan,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medidor_luz,bomba_agua,tanque_gas,aire_acond,calefacc,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor
0100003801,1,8,10,3, ,1,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,3,8,3, ,3,1,2700, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,010010000,000-0,1,4,003,0000010,248
0100003802,2,8,10,3, ,1,1,2,1,5,1,1,1,2,1,2,1,0,0,1,1,0,7,3, ,3,1,3000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,010010000,000-0,1,4,003,0000010,248
0100003803,1,8,10,3,20, ,1,2,4,8,1,1,1,2,1,2,2,1,0,1,1,0,17,3, ,3,4, ,4000, , ,1,2,1,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,1,2,2,6,2,4,1,010010000,000-0,1,4,003,0000010,248
0100003804,1,8,10,3, ,1,1,2,3,5,1,1,1,2,1,2,2,1,0,1,1,3,10,3, ,3,1,4000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,1,2,2,3,0,3,1,010010000,000-0,1,4,003,0000010,248
0100003805,1,8,10,3,7, ,1,2,3,6,1,1,1,2,1,2,2,1,0,1,1,0,12,3, ,3,4, ,5000, , ,1,1,1,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,0,1,010010000,000-0,1,4,003,0000010,248
0100010401,1,8,10,3,16, ,1,2,4,8,1,1,1,2,1,2,4,0,0,1,1,10,10,4, ,3,4, ,5000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,1,1,1,1,2,2,2,5,2,3,1,010010000,000-0,1,4,003,0000020,201
0100010402,1,8,10,3,36, ,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,0,8,3, ,3,4, ,4000, , ,1,2,1,02,1, , ,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,010010000,000-0,1,4,003,0000020,201
0100010404,1,8,10,3,35, ,1,2,3,5,1,1,1,2,1,2,1,1,0,1,1,0,8,3, ,3,4, ,1300, , ,1,1,5,01,1, , ,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,010010000,000-0,1,4,003,0000020,201
0100010405,1,8,10,3,15, ,1,2,1,5,1,1,1,2,1,2,2,1,0,1,1,0,10,3, ,3,4, ,3000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,0,1,1,010010000,000-0,1,4,003,0000020,201
0100010406,1,8,10,3,33, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,3,4, ,3500, , ,1,1,2,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,2,2,1,010010000,000-0,1,4,003,0000020,201
0100027701,1,8,10,3,16, ,1,2,3,9,1,1,1,2,1,2,5,1,0,1,1,26,26,3, ,3,4, ,30000, , ,3, ,5,01,1, , ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,010010000,000-0,1,3,002,0000030,207
0100027702,1,8,10,3,27, ,1,2,3,7,1,1,1,2,1,2,2,1,0,1,1,0,30,3, ,3,4, ,15000, , ,4, , ,02,1, , ,1,1,1,1,1,1,2,1,1,1,1,1,2,2,5,1,4,1,010010000,000-0,1,3,002,0000030,207
0100027703,1,8,10,3,40, ,1,2,3,7,1,1,1,2,1,2,2,0,0,1,1,0,7,3, ,3,4, ,3000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,0,2,1,010010000,000-0,1,3,002,0000030,207
0100027706,1,8,10,3,27, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,0,10,3, ,3,2, ,3000, , , , , , , , , , ,2,1,1,1,1,2,2,1,1,1,2,2,2,4,2,2,1,010010000,000-0,1,3,002,0000030,207
0100031901,1,8,10,1, ,1,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,3,2,3, ,3,1,1500, , ,1, , , , , , , , ,1,1,1,1,1,1,2,2,1,2,2,2,2,9,4,5,1,010010000,000-0,1,3,002,0000040,183
0100031902,1,8,10,2,30, ,1,1,1,3,1,1,1,2,1,2,0,1,0,1,1,2,0,5, ,3,2, ,1000, , , , , , , , , , ,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000040,183
0100031903,1,8,10,2,40, ,1,2,3,5,1,1,1,2,2,2,1,0,0,1,1,6,0,3, ,3,4, ,2500, , ,4, , ,01,1, , ,1,1,2,1,2,2,1,2,1,1,2,2,2,2,4,3,1,1,010010000,000-0,1,3,002,0000040,183
0100031904,1,8,10,3, ,1,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,2,3,4, ,3,2, ,2000, , , , , , , , , , ,1,1,1,1,1,2,2,2,1,1,1,2,2,4,2,2,1,010010000,000-0,1,3,002,0000040,183
0100031905,1,8,10,3,25, ,1,2,3,5,1,1,1,2,1,2,1,1,0,1,1,0,9,3, ,3,1,2600, , ,1, , , , , , , , ,2,1,1,1,1,2,2,2,1,1,2,2,2,4,2,2,1,010010000,000-0,1,3,002,0000040,183
0100031906,1,8,10,3,38, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,3,2, ,1500, , , , , , , , , , ,1,1,1,1,1,1,2,1,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000040,183
0100041501,1,8,10,3,13, ,1,2,3,5,1,1,1,2,1,2,3,2,0,1,1,0,25,3, ,3,4, ,8000, , ,2, ,5,02,1, , ,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,010010000,000-0,1,3,002,0000050,202
0100041502,1,8,10,3,25, ,1,2,2,9,1,1,1,2,1,2,3,0,0,1,1,1,12,3, ,3,2, ,3000, , , , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000050,202
0100041505,1,8,10,3, ,1,1,2,3,7,1,1,1,2,1,2,1,1,0,1,1,15,15,3, ,3,4, ,5000, , ,1,1,5,01,1, , ,1,2,1,1,1,1,2,1,1,1,1,1,2,2,4,3,1,1,010010000,000-0,1,3,002,0000050,202
0100041506,1,8,10,3,35, ,1,2,4,7,1,1,1,2,1,2,1,1,0,1,1,0,8,3, ,3,4, ,1000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,1,2,2,5,1,4,1,010010000,000-0,1,3,002,0000050,202
0100062601,1,8,10,3,46, ,1,2,3,4,1,1,1,2,1,2,2,0,0,1,1,0,14,3, ,3,4, ,1000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000060,182
0100062603,1,8,10,3, ,1,1,2,2,3,1,1,1,2,2,2,1,0,0,1,1,0,3,3, ,3,1,1200, , ,1, , , , , , , , ,2,2,1,1,2,2,2,2,1,2,2,2,2,6,1,5,1,010010000,000-0,1,3,002,0000060,182
0100062604,1,8,10,2,50, ,1,2,3,8,1,1,1,2,1,2,1,0,0,1,1,6,5,3, ,3,4, ,2000, , ,3, ,5,01,1, , ,1,1,1,1,1,2,1,1,2,1,2,2,2,2,3,2,1,1,010010000,000-0,1,3,002,0000060,182
0100062605,1,8,10,3,40, ,1,2,3,5,1,1,1,2,1,2,2,1,0,1,1,0,9,3, ,3,4, ,2500, , ,2, ,2,01,1, , ,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,010010000,000-0,1,3,002,0000060,182
0100062606,1,8,10,2,64, ,1,2,1,4,1,1,1,2,2,2,0,1,1,1,1,0,6,3, ,3,5, ,500, , , , , , , , , , ,1,2,1,1,2,1,2,2,1,2,2,2,2,1,0,1,1,010010000,000-0,1,3,002,0000060,182
0100068001,1,8,10,2,51, ,1,2,2,4,1,1,1,2,1,2,0,1,0,1,1,0,6,3, ,3,4, ,1500, , ,3, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,010010000,000-0,1,2,001,0000070,161
0100068002,1,8,10,3, ,1,1,2,4,6,1,1,1,2,1,2,1,1,0,1,1,3,6,3, ,3,4, ,3000, , ,1,1,5,01,1,02,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,1,2,1,010010000,000-0,1,2,001,0000070,161
0100068003,1,8,10,2,35, ,1,2,4,9,1,1,1,2,1,2,3,0,0,1,1,8,4,3, ,3,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,1,1,1,2,2,2,8,4,4,2,010010000,000-0,1,2,001,0000070,161
0100068004,1,8,10,2,15, ,1,2,2,4,1,1,1,2,1,2,2,0,0,1,1,0,10,3, ,3,4, ,2000, , ,3, ,5,01,1,02,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,5,2,3,1,010010000,000-0,1,2,001,0000070,161
0100068005,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,2,0,0,1,1,6,0,3, ,3,4, ,1000, , ,3, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,010010000,000-0,1,2,001,0000070,161
0100068006,1,8,10,3, ,1,1,2,1,4,1,1,1,2,1,2,2,0,0,1,1,0,8,3, ,3,1,800, , ,1, , , , , , , , ,2,1,1,1,2,2,2,1,1,1,2,2,2,3,2,1,1,010010000,000-0,1,2,001,0000070,161
0100074201,1,8,10,2, ,1,1,2,3,4,1,1,1,2,2,2,0,1,0,1,1,0,4,4, ,3,1,1000, , ,1, , , , , , , , ,1,2,2,2,2,2,2,2,1,2,2,2,2,6,2,4,1,010010000,000-0,1,2,001,0000080,182
0100074202,1,8,10,3,64, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,1,5,4, ,3,4, ,1000, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,010010000,000-0,1,2,001,0000080,182
0100074203,1,8,10,3,30, ,1,2,5,8,1,1,1,2,1,2,1,0,0,1,1,0,9,3, ,3,4, ,3000, , ,4, , ,01,1, , ,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,010010000,000-0,1,2,001,0000080,182
0100074204,2,8,10,3, ,1,1,2,2,4,1,1,1,2,2,2,1,0,0,1,1,1,2,3, ,3,1,1100, , ,1, , , , , , , , ,1,1,1,1,2,2,2,1,1,2,2,2,2,5,4,1,1,010010000,000-0,1,2,001,0000080,182
0100074205,1,8,10,3, ,1,1,2,1,5,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,3,1,1700, , ,1, , , , , , , , ,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,1,1,010010000,000-0,1,2,001,0000080,182
0100074206,1,8,10,2,35, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,3,4, ,1000, , ,3, ,4,01,1, , ,1,1,1,1,2,1,2,2,2,1,2,2,2,2,5,4,1,1,010010000,000-0,1,2,001,0000080,182
0100076301,1,8,10,3,50, ,1,2,4,7,1,1,1,2,1,2,2,0,0,1,1,0,9,3, ,3,4, ,2000, , ,3, ,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,1,2,2,3,1,2,1,010010000,000-0,1,3,002,0000090,180
0100076302,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,1,0,1,1,1,6,3, ,3,2, ,2500, , , , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000090,180
0100076303,1,8,10,2,60, ,1,1,3,5,1,1,1,2,1,2,1,0,0,1,1,0,7,3, ,3,1,2500, , ,1, , , , , , , , ,2,1,1,1,1,2,2,1,1,1,2,2,2,6,4,2,1,010010000,000-0,1,3,002,0000090,180
0100076304,1,8,10,3,40, ,1,2,3,6,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,3,1,2000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,8,4,4,1,010010000,000-0,1,3,002,0000090,180
0100076305,1,8,10,2, ,1,1,2,3,4,1,1,1,2,1,2,1,1,0,1,1,2,5,3, ,3,5, ,2500, , , , , , , , , , ,1,1,1,1,2,2,1,2,1,2,2,2,2,3,0,3,1,010010000,000-0,1,3,002,0000090,180
0100076306,1,8,10,2, ,1,1,2,3,5,1,1,1,2,1,2,1,1,0,1,1,1,7,3, ,3,1,2000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,1,2,2,5,2,3,1,010010000,000-0,1,3,002,0000090,180
0100079801,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,3,1,1500, , ,1, , , , , , , , ,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,010010000,000-0,1,2,001,0000100,201
0100079802,1,8,10,2, ,1,1,2,2,3,1,1,1,1,2,2,1,1,0,1,1,0,7,3, ,3,4, ,2000, , ,1,1,5,02,1, , ,1,1,1,1,2,2,1,2,2,1,2,2,2,2,3,2,1,1,010010000,000-0,1,2,001,0000100,201
0100079803,1,7,10,2,60, ,1,2,2,3,1,1,1,2,2,2,1,0,0,1,1,2,2,3, ,3,2, ,2000, , , , , , , , , , ,1,2,1,2,2,2,2,1,1,2,2,2,2,4,1,3,1,010010000,000-0,1,2,001,0000100,201
0100079804,1,8,10,2, ,1,1,2,1,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,3,1,1300, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,0,1,010010000,000-0,1,2,001,0000100,201
0100079806,1,7,10,2,50, ,1,2,2,4,1,1,1,2,2,2,1,0,0,1,1,0,6,3, ,3,6, ,1000, , , , , , , , , , ,1,2,1,2,2,2,2,2,1,2,1,2,2,1,0,1,1,010010000,000-0,1,2,001,0000100,201
0100101401,1,8,10,2, ,1,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,3,4, ,3000, , ,1,1,5,01,1, , ,2,1,1,1,1,2,2,1,1,1,2,1,1,2,3,1,2,1,010010000,000-0,1,3,002,0000110,188
0100101402,1,8,10,3,50, ,1,2,1,3,4, ,1,2,1,2,1,0,0,1,1,0,13,3, ,3,4, ,2500, , ,4, , ,01,1, , ,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000110,188
0100101403,1,7,10,2, ,1,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,3,4, ,1500, , ,4, , ,01,1, , ,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000110,188
0100101404,1,8,10,3,65, ,1,2,3,5,1,1,1,2,1,2,2,0,0,1,1,5,4,3, ,3,4, ,3000, , ,3, ,5,01,1, , ,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,0,1,1,010010000,000-0,1,3,002,0000110,188
0100101405,1,8,10,3, ,1,1,2,2,6,1,1,1,2,1,2,1,0,0,1,1,1,9,4, ,3,2, ,1500, , , , , , , , , , ,1,1,1,1,2,2,2,1,1,2,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000110,188
0100103701,3,8,10,3, ,1,1,2,1,3,1,1,1,1,1,2,1,0,0,1,1,0,8,3, ,3,1,2000, , ,1, , , , , , , , ,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,2,1,010010000,000-0,1,2,001,0000120,131
0100103702,3,8,10,2,40, ,1,2,1,3,2,1,1,1,2,2,2,3,0,1,1,1,0,6, ,3,1,700, , ,1, , , , , , , , ,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,010010000,000-0,1,2,001,0000120,131
0100103703,3,8,10,2, ,1,1,2,1,2,2,1,1,1,2,2,0,3,2,1,5, , ,6, ,3,1,750, , ,1, , , , , , , , ,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,1,010010000,000-0,1,2,001,0000120,131
0100103704,1,8,10,3,45, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,0,9,3, ,3,4, ,2500, , ,2, ,3,01,1, , ,1,1,1,1,1,1,1,1,2,1,1,2,2,2,6,0,6,1,010010000,000-0,1,2,001,0000120,131
0100103705,2,8,10,3, ,1,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,3,1,3, ,3,3, ,1500,2000,1,1,1,1,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,2,2,1,010010000,000-0,1,2,001,0000120,131
0100105902,1,8,10,3, ,1,1,2,4,5,1,1,1,2,1,2,2,0,0,1,1,0,12,3, ,3,3, ,2500,3000,1,1,1,1,03,1, , ,3,1,1,1,1,1,1,1,2,1,1,2,2,2,6,2,4,1,010010000,000-0,1,3,002,0000130,169
0100105903,2,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,3,1,2500, , ,2, , , , , , , , ,2,1,1,1,1,2,2,1,1,1,2,2,2,3,2,1,1,010010000,000-0,1,3,002,0000130,169
0100105904,1,7,10,3, ,1,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,2,4,3, ,3,2, ,2500, , , , , , , , , , ,1,1,1,1,1,2,1,1,1,1,2,2,2,6,2,4,1,010010000,000-0,1,3,002,0000130,169
0100105905,2,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,3,2,3, ,3,1,1500, , ,1, , , , , , , , ,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,010010000,000-0,1,3,002,0000130,169
0100105906,2,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,3,1,3, ,3,1,1600, , ,1, , , , , , , , ,2,1,1,1,1,2,2,1,1,1,1,2,2,3,1,2,1,010010000,000-0,1,3,002,0000130,169
0100109501,1,8,10,3,7, ,1,2,2,3,1,1,1,2,1,2,1,1,0,1,1,0,5,3, ,3,4, ,2000, , ,1,1,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000140,184
0100109503,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,2,0,0,1,1,0,12,3, ,3,1,1000, , ,1, , , , , , , , ,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,010010000,000-0,1,3,002,0000140,184
0100109504,1,7,10,2,70, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,3,4, ,1800, , ,1,1,5,02,1, , ,1,1,1,1,1,2,1,2,2,1,2,2,2,2,3,2,1,1,010010000,000-0,1,3,002,0000140,184
0100109506,3,8,10,2, ,1,1,2,1,2,2,1,1,1,2,2,0,1,0,1,1,0,2,3, ,3,1,1500, , ,1, , , , , , , , ,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,010010000,000-0,1,3,002,0000140,184
0100110601,1,8,10,3,40, ,1,2,3,8,1,1,1,2,1,2,2,0,0,1,1,7,4,3, ,3,4, ,2000, , ,4, , ,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,1,3,1,010010000,000-0,1,3,002,0000150,148
0100110602,1,8,10,3,20, ,1,2,3,4,1,1,1,2,1,2,1,1,0,1,1,0,9,3, ,3,4, ,3000, , ,4, , ,01,1, , ,1,2,1,1,1,1,2,1,2,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000150,148
0100110603,1,8,10,3,27, ,1,2,3,7,1,1,1,2,1,2,2,2,0,1,1,0,25,3, ,3,4, ,4000, , ,3, ,5,02,1, , ,1,1,1,1,1,1,2,1,1,1,1,1,2,2,5,2,3,1,010010000,000-0,1,3,002,0000150,148
0100110604,1,8,10,3,30, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,0,9,3, ,3,4, ,1500, , ,4, , ,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,0,2,1,010010000,000-0,1,3,002,0000150,148
0100110605,1,8,10,3,22, ,1,2,1,3,1,2,1,2,1,2,1,0,0,1,1,0,4,3, ,3,4, ,2500, , ,2, ,5,01,1, , ,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000150,148
0100110606,1,8,10,3,20, ,1,2,3,6,1,1,1,2,1,2,1,1,0,1,1,0,35,4, ,3,4, ,6000, , ,4, , ,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000150,148
0100141001,1,7,10,2, ,1,1,2,3,5,1,1,1,2,1,2,2,0,0,1,1,2,6,3, ,3,4, ,1500, , ,4, , ,02,1, , ,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,0,2,1,010010000,000-0,1,3,002,0000160,168
0100141002,1,8,10,3, ,1,1,2,4,5,1,1,1,2,1,2,1,0,0,1,1,3,2,3, ,3,1,2800, , ,1, , , , , , , , ,1,2,1,1,1,2,2,1,1,1,2,2,2,6,2,4,1,010010000,000-0,1,3,002,0000160,168
0100141003,1,8,10,3,45, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,1,3,3, ,3,4, ,3000, , ,4, , ,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,0,1,1,010010000,000-0,1,3,002,0000160,168
0100141004,1,8,10,3,40, ,1,2,4,7,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,3,4, ,2000, , ,1,1,5,01,1, , ,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,010010000,000-0,1,3,002,0000160,168
0100141006,1,8,10,3,47, ,1,2,4,7,1,1,1,2,1,2,1,1,0,1,1,2,6,3, ,3,4, ,2500, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000160,168
0100146201,1,8,10,3,77, ,1,2,3,4,1,2,1,2,1,2,2,0,0,1,1,0,15,3, ,3,4, ,3000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,1,2,2,5,2,3,1,010010000,000-0,1,3,002,0000170,150
0100146202,1,8,10,3,40, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,0,10,3, ,3,4, ,5000, , ,1,1,5,01,1, , ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000170,150
0100146204,2,8,10,3, ,1,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,2,6,3, ,3,1,1000, , ,1, , , , , , , , ,1,1,1,1,2,1,2,1,1,1,2,2,2,4,3,1,4,010010000,000-0,1,3,002,0000170,150
0100146205,1,8,10,3, ,1,1,2,2,6,1,1,1,2,1,2,1,0,0,1,1,0,10,3, ,3,4, ,2000, , ,1,1,3,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,0,2,1,010010000,000-0,1,3,002,0000170,150
0100146206,1,8,10,3,50, ,1,2,2,5,1,2,1,2,1,2,2,0,0,1,1,0,20,3, ,3,1,1000, , ,1, , , , , , , , ,2,1,1,1,1,2,2,1,1,1,2,2,2,2,0,2,1,010010000,000-0,1,3,002,0000170,150
0100159301,1,8,10,3,50, ,1,2,5,7,1,1,1,2,1,2,2,0,0,1,1,3,10,3, ,3,4, ,4500, , ,1,2,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,5,4,1,1,010010000,000-0,1,3,002,0000180,209
0100159302,1,8,10,3, ,1,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,8,2,3, ,3,1,1500, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,2,0,2,1,010010000,000-0,1,3,002,0000180,209
0100159303,1,8,10,3,30, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,3,3, ,1000,2000,1,1,1,1,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,0,1,1,010010000,000-0,1,3,002,0000180,209
0100159304,1,8,10,3, ,1,1,2,4,6,1,1,1,2,2,2,1,0,0,1,1,0,6,3, ,3,4, ,2000, , ,4, , ,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,5,3,2,1,010010000,000-0,1,3,002,0000180,209
0100159305,1,8,10,3, ,1,1,2,4,7,1,1,1,2,1,2,3,0,0,1,1,0,9,3, ,3,4, ,4000, , ,1,1,1,03,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000180,209
0100177801,1,8,10,2,47, ,1,2,4,6,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,3,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,2,1,1,1,2,2,2,5,3,2,1,010010000,000-0,1,3,002,0000190,179
0100177802,1,8,10,2,40, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,2,4,3, ,3,2, ,2000, , , , , , , , , , ,1,1,1,1,2,2,2,1,1,2,2,2,2,4,3,1,1,010010000,000-0,1,3,002,0000190,179
0100177803,1,8,10,3,30, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,0,8,4, ,3,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000190,179
0100177804,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,3,4, ,1000, , ,4, , ,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,1,2,2,4,3,1,1,010010000,000-0,1,3,002,0000190,179
0100177805,1,8,10,2,35, ,1,2,3,4,1,1,1,2,1,2,1,1,0,1,1,0,8,4, ,3,3, ,1000,1500,1,1,1,1,03,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,7,3,4,1,010010000,000-0,1,3,002,0000190,179
0100177806,1,8,10,3,35, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,0,10,3, ,3,4, ,3000, , ,2, ,4,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,0,1,1,010010000,000-0,1,3,002,0000190,179
0100179401,1,8,10,3, ,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,1,0,4,4, ,3,1,700, , ,1, , , , , , , , ,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000200,193
0100179402,1,8,10,3,25, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,1,13,3, ,3,1,2100, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,4,2,2,1,010010000,000-0,1,3,002,0000200,193
0100179403,1,8,10,3,1, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,3,1,1200, , ,1, , , , , , , , ,1,2,1,1,1,2,2,1,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,002,0000200,193
0100179404,1,8,10,3,35, ,1,2,1,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,3,2, ,1000, , , , , , , , , , ,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,0,1,010010000,000-0,1,3,002,0000200,193
