Número de registro o fila,Nombre de campo,Dato publicado,Dato nuevo,Estatus del cambio,Fecha de modificación,Observaciones del cambio
17225,factor,572,558,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17226,factor,572,558,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17227,factor,572,558,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17228,factor,572,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17229,factor,572,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17230,factor,572,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17231,factor,572,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17232,factor,572,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17233,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17234,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17235,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17236,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17237,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17238,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17239,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17240,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17241,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17242,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17243,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17244,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17245,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17246,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17247,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17248,factor,699,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17249,factor,899,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17250,factor,899,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17251,factor,899,639,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17252,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17253,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17254,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17255,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17256,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17257,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17258,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17259,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17260,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17261,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17262,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17263,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17264,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17265,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17266,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17267,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17268,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17269,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17270,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17271,factor,899,654,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17273,factor,734,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17274,factor,734,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17275,factor,734,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17276,factor,734,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17277,factor,734,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17278,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17279,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17280,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17281,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17282,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17283,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17284,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17285,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17286,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17287,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17288,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17289,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17290,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17291,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17292,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17293,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17294,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17295,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17296,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17297,factor,686,595,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17298,factor,686,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17299,factor,686,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17300,factor,686,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17301,factor,686,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17302,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17303,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17304,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17305,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17306,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17307,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17308,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17309,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17310,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17311,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17312,factor,701,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17313,factor,698,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17314,factor,698,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17315,factor,698,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17316,factor,698,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17317,factor,698,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17318,factor,670,637,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17319,factor,670,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17320,factor,670,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17321,factor,761,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17322,factor,761,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17323,factor,761,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17324,factor,761,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17325,factor,761,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17326,factor,962,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17327,factor,962,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17328,factor,962,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17329,factor,1039,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17330,factor,1039,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17331,factor,1039,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17332,factor,1039,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17333,factor,766,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17334,factor,766,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17335,factor,766,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17336,factor,766,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17337,factor,766,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17338,factor,766,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17339,factor,705,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17340,factor,705,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17341,factor,705,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17342,factor,705,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17343,factor,705,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17344,factor,740,664,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17345,factor,740,739,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17346,factor,740,739,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17347,factor,740,739,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17348,factor,740,739,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17349,factor,740,739,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17350,factor,805,739,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
17351,factor,805,739,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
