folioviv,sexo_jefe,edad_jefe,educa_jefe,tot_integ,hombres,mujeres,p12_64,p65mas,ocupados,percep_ing,perc_ocupa,total_gasto,total_ingreso
100003801,1,33,10,2,1,1,2,0,2,2,2,64108.149999999994,100696.7
100003802,1,29,10,2,1,1,2,0,2,2,2,87788.4,147496.59
100003803,1,47,10,6,2,4,3,0,1,1,1,78571.19,94622.95
100003804,2,29,11,3,0,3,3,0,2,3,2,51304.82000000001,58278.65
100003805,1,55,10,2,2,0,2,0,1,1,1,47589.29,57295.07
100010401,1,66,10,5,2,3,2,2,4,4,4,35760.55,158114.47
100010402,2,74,11,2,1,1,0,2,0,1,0,16812.53,34232.32
100010404,1,83,10,2,1,1,0,2,0,1,0,8727.1,23758.64
100010405,2,62,8,1,0,1,1,0,0,1,0,36765.149999999994,74905.9
100010406,1,53,10,4,2,2,4,0,2,2,2,53212.6,72343.69
100027701,2,50,10,3,1,2,3,0,3,3,3,346030.31,637910.94
100027702,1,69,4,5,1,4,1,2,3,3,3,48942.1,89416.62
100027703,2,82,3,2,0,2,1,1,0,2,0,4268.1,26416.55
100027706,1,48,10,4,2,2,4,0,2,4,2,35722.46,58667.82
100031901,2,41,4,9,4,5,6,0,5,5,5,22477.75,22989.1
100031902,1,66,4,1,1,0,0,1,0,1,0,8303.28,10293.82
100031903,1,54,6,4,3,1,4,0,3,3,3,28134.85,63829.46
100031904,1,45,4,4,2,2,4,0,2,2,2,27501.71,33217.45
100031905,2,35,10,4,2,2,2,0,1,1,1,54845.83,40940.2
100031906,2,40,10,3,1,2,2,0,1,2,1,28181.72,18141.98
100041501,2,73,10,2,1,1,1,1,1,2,1,24733.06,58506.75
100041502,1,33,8,1,1,0,1,0,1,1,1,21107.24,28910.739999999998
100041505,1,54,8,4,3,1,4,0,4,1,1,155835.37,152744.36
100041506,1,81,4,5,1,4,3,2,1,3,1,26755.68,51217.05
100062601,2,87,3,3,1,2,2,1,2,3,2,34560.98,58658.56
100062603,2,36,6,6,1,5,2,0,2,2,2,17064.89,15593.08
100062604,1,92,3,3,2,1,2,1,2,3,2,25762.68,59395.01
100062605,1,74,4,2,1,1,0,2,0,2,0,20738.76,22918.24
100062606,2,64,4,1,0,1,1,0,1,1,1,1999.8,10805.66
100068001,1,73,1,2,1,1,0,2,0,2,0,8214.8,15352.509999999998
100068002,1,64,6,3,1,2,3,0,1,2,1,30560.36,65028.11
100068003,1,82,1,1,1,0,0,1,1,1,1,5266.35,15359.18
100068003,1,41,6,7,3,4,5,0,5,3,3,18158.21,27912.7
100068004,1,50,7,5,2,3,5,0,4,2,2,18261.11,29791.25
100068005,1,84,3,1,1,0,0,1,0,1,0,4885.05,17118.34
100068006,1,30,10,3,2,1,2,0,2,2,2,29030.83,78614.38
100074201,2,37,8,6,2,4,4,0,2,6,2,23667.15,17469.32
100074202,2,74,4,2,1,1,0,2,2,2,2,9703.37,19551.72
100074203,1,71,6,2,1,1,0,2,0,1,0,17800.54,39698.81
100074204,1,35,6,5,4,1,3,0,2,2,2,26921.6,31119.14
100074205,1,25,6,3,2,1,2,0,1,2,1,18795.43,34278.98
100074206,1,93,1,5,4,1,3,2,2,5,2,21620.22,66592.76
100076301,2,84,4,3,1,2,2,1,1,1,1,23347.3,54111.55
100076302,1,39,6,3,1,2,2,0,2,1,1,24824.76,33789.869999999995
100076303,2,38,7,6,4,2,4,0,4,4,4,35916.47,77838.02
100076304,1,32,8,8,4,4,2,1,2,3,2,57343.44,49421.7
100076305,2,58,4,3,0,3,3,0,1,2,1,38248.49,68154.77
100076306,1,41,3,5,2,3,5,0,4,5,4,43503.35,63676.86
100079801,2,64,4,2,1,1,2,0,2,2,2,9676.54,40675.560000000005
100079802,1,66,3,3,2,1,1,2,3,3,3,8854.38,40754.08
100079803,2,67,3,4,1,3,2,1,1,2,1,8767.37,24019.54
100079804,1,52,6,1,1,0,1,0,1,1,1,22452.26,13084.41
100079806,2,92,3,1,0,1,0,1,0,1,0,8445.68,14550.89
100101401,1,89,3,3,1,2,2,1,0,1,0,2636.02,16524.56
100101402,1,51,10,1,1,0,1,0,1,1,1,30930.79,106655.31999999999
100101403,1,86,3,1,1,0,0,1,0,1,0,4375.26,23085.74
100101404,2,85,3,1,0,1,0,1,0,1,0,0.0,31623.61
100101405,2,52,9,3,1,2,3,0,3,3,3,33191.21,50484.67
100103701,1,32,10,3,1,2,2,0,2,3,2,73659.41,71353.14
100103702,1,41,5,2,2,0,1,0,1,2,1,13400.63,16818.04
100103703,1,76,3,1,1,0,0,1,1,1,1,4077.76,3592.0699999999997
100103704,2,75,6,6,0,6,5,1,2,5,3,20439.06,44477.15
100103705,1,38,8,4,2,2,3,0,2,2,2,24326.62,38404.1
100105902,1,61,6,6,2,4,5,0,4,5,4,64567.82,84987.28
100105903,2,36,7,3,2,1,2,0,2,3,2,30699.11,38190.25
100105904,1,62,4,6,2,4,3,0,2,3,2,18580.17,38257.88
100105905,1,30,7,2,1,1,2,0,2,1,1,40217.18,41317.21
100105906,2,33,10,3,1,2,1,0,1,3,1,30114.09,62736.46
100109501,1,57,3,3,1,2,3,0,2,2,2,9609.49,15178.16
100109503,2,78,4,2,1,1,1,1,1,2,1,65460.100000000006,75228.24
100109504,1,46,6,3,2,1,3,0,1,2,1,30191.75,26845.329999999998
100109506,1,43,6,2,1,1,2,0,2,2,2,22147.82,25873.55
100110601,2,60,4,4,1,3,3,1,3,4,3,39089.6,59800.89
100110602,1,66,11,3,1,2,1,2,1,3,1,42957.92,85096.28
100110603,1,45,6,5,2,3,5,0,3,4,2,56697.41,40057.33
100110604,2,58,4,2,0,2,2,0,2,2,2,30722.379999999997,41979.43
100110605,1,51,10,1,1,0,1,0,1,1,1,4151.46,20531.06
100110606,1,51,10,1,1,0,1,0,1,1,1,61069.21000000001,66688.51
100141001,2,61,6,2,0,2,1,1,0,2,0,39039.25,32282.73
100141002,2,62,4,6,2,4,6,0,4,5,4,31367.329999999998,55144.51
100141003,2,55,8,1,0,1,1,0,1,1,1,13964.03,22922.39
100141004,1,81,3,2,1,1,0,2,2,2,2,20489.75,57983.21
100141006,1,88,4,3,1,2,1,2,1,3,1,30462.96,60845.72
100146201,1,52,11,5,2,3,5,0,5,2,2,34611.33,80610.21
100146202,2,43,8,3,1,2,2,0,1,1,1,13690.38,38383.52
100146204,1,23,10,1,1,0,1,0,1,1,1,24625.73,27236.52
100146204,1,23,10,1,1,0,1,0,1,1,1,26552.31,29611.19
100146204,2,23,10,1,0,1,1,0,1,1,1,34459.49,54643.479999999996
100146204,1,27,10,1,1,0,1,0,1,1,1,56686.35,97258.86
100146205,2,83,3,2,0,2,1,1,0,2,0,23675.04,62420.78
100146206,2,52,9,2,0,2,2,0,1,2,1,15962.46,37146.420000000006
100159301,1,73,4,5,4,1,4,1,4,2,2,77650.16,65272.69
100159302,2,36,6,2,0,2,2,0,1,1,1,22993.3,45796.47
100159303,2,30,10,1,0,1,1,0,1,1,1,16342.48,36531.94
100159304,1,67,10,5,3,2,4,1,4,4,4,41584.92,108855.17
100159305,1,33,9,3,1,2,3,0,1,2,1,96003.59,100042.84000000001
100177801,1,67,4,5,3,2,4,1,1,5,1,22111.789999999997,64365.04
100177802,1,67,4,4,3,1,3,1,3,3,3,46438.76,104171.27
100177803,1,68,3,1,1,0,0,1,1,1,1,18223.53,39748.509999999995
100177804,1,45,5,4,3,1,4,0,2,2,2,16106.86,34412.33
100177805,1,69,3,7,3,4,4,2,1,7,1,18242.4,53335.95
100177806,2,66,3,1,0,1,0,1,0,1,0,4947.14,16447.94
100179401,1,63,8,1,1,0,1,0,0,1,0,9395.67,8668.05
100179402,1,41,6,4,2,2,2,0,2,2,2,54338.43,81442.89
100179403,1,20,4,3,1,2,2,0,1,1,1,20973.14,23003.09
100179404,1,74,3,1,1,0,0,1,1,1,1,7642.66,19744.45
100179405,2,43,8,4,1,3,3,0,2,2,2,16625.88,26065.329999999998
100179406,1,42,5,6,4,2,4,0,2,3,2,23234.19,22451.059999999998
100189701,1,56,10,3,1,2,3,0,3,3,3,40612.79,51964.14
100189702,2,61,7,1,0,1,1,0,1,1,1,10377.2,28075.69
100189703,2,76,3,2,0,2,0,2,0,2,0,12459.1,23783.86
100189704,1,58,6,1,1,0,1,0,1,1,1,7098.3,17907.010000000002
100190901,2,39,10,4,3,1,1,0,1,4,1,47276.11,54606.520000000004
100190902,1,68,10,2,1,1,1,1,0,1,0,21042.29,34720.67
100190903,1,79,4,6,2,4,3,2,3,4,1,247289.76,285085.49
100190904,1,78,4,1,1,0,0,1,0,1,0,34653.759999999995,60460.02
100190905,2,36,8,2,1,1,2,0,1,2,1,13577.14,35260.75
100192501,2,53,10,2,0,2,1,1,1,2,1,100732.52,146388.63
100192502,2,80,3,1,0,1,0,1,0,1,0,6423.04,20579.16
100192503,1,43,6,2,1,1,2,0,1,1,1,11687.92,32668.13
100192504,2,67,3,4,1,3,2,1,2,4,2,23485.43,52234.950000000004
100192505,1,52,4,1,1,0,1,0,1,1,1,13919.06,21017.34
100192506,2,50,6,3,1,2,3,0,2,3,2,54222.729999999996,65801.91
100194601,1,45,10,1,1,0,1,0,1,1,1,24571.28,47593.9
100194602,2,65,6,2,1,1,0,2,1,1,1,38978.79,96393.43
100194603,2,29,10,1,0,1,1,0,1,1,1,43882.1,39384.61
100194604,2,82,3,3,2,1,0,3,0,2,0,12297.05,71489.22
100194605,1,60,8,6,4,2,6,0,5,5,5,38369.34,37288.64
100194606,2,70,4,1,0,1,0,1,1,1,1,14266.53,7704.89
100198001,1,66,6,4,2,2,3,1,1,2,1,71009.20000000001,82180.76
100198002,1,26,8,5,4,1,2,0,1,1,1,49861.41,52448.74
100198003,1,53,10,5,3,2,5,0,5,5,5,32111.55,89853.95999999999
100198004,1,72,4,2,1,1,0,2,0,2,0,15878.76,47729.89
100198005,1,68,4,2,1,1,1,1,1,1,1,9168.4,12020.86
100198006,1,54,7,2,1,1,2,0,2,2,2,18935.27,20543.47
100208201,2,51,6,3,2,1,3,0,3,3,3,29605.59,47236.1
100208202,1,41,11,4,2,2,2,0,2,2,2,56896.29,94373.7
100208203,1,33,11,1,1,0,1,0,1,1,1,119867.18000000001,194586.81
100208204,1,64,6,3,1,2,2,1,1,3,1,13854.95,25688.04
100208206,1,25,10,3,2,1,2,0,1,2,1,47596.990000000005,52018.02
100252301,1,73,6,2,1,1,0,2,1,2,1,106621.79,651035.72
100252301,1,28,10,2,1,1,2,0,2,2,2,76912.07,54091.49
100252303,2,73,4,3,0,3,2,1,2,2,1,10390.55,16317.41
100252304,2,48,10,5,4,1,5,0,4,4,4,171037.31,158183.09000000003
100252305,1,74,6,2,1,1,0,2,0,2,0,14179.82,29389.9
100252306,1,78,3,3,2,1,1,2,1,2,1,8483.52,23561.86
100260801,2,39,10,5,2,3,2,0,2,3,2,47512.76,93752.48
100260802,1,48,8,1,1,0,1,0,1,1,1,37704.1,20277.04
100260803,1,45,9,5,3,2,5,0,4,3,3,76957.76,114068.35
100260804,2,59,4,5,0,5,4,0,3,4,3,16347.26,37032.75
100260805,1,46,5,4,3,1,4,0,3,3,3,27871.210000000003,97743.18
100260806,2,39,4,4,1,3,3,0,1,3,2,19063.73,28278.659999999996
100277401,2,50,6,4,2,2,4,0,2,3,2,75185.55,97105.62
100277402,2,75,6,3,0,3,2,1,2,3,2,57329.24,86647.43
100277402,2,46,11,4,2,2,3,0,1,2,1,86340.35,67229.97
100277403,1,31,10,4,2,2,2,0,2,2,2,30234.53,76578.14
100277404,1,54,8,3,1,2,3,0,3,3,3,31297.98,43587.64
100277405,1,66,4,5,3,2,4,1,4,5,4,22006.44,66845.08
100277406,2,63,4,3,0,3,2,0,1,2,1,13395.48,31911.79
100282701,1,53,6,3,2,1,3,0,2,2,2,13592.09,29493.41
100282702,1,60,8,1,1,0,1,0,1,1,1,31693.899999999998,57163.14
100282703,1,73,6,3,2,1,1,2,1,3,1,35237.0,59649.11
100282704,2,72,6,1,0,1,0,1,0,1,0,16275.59,68515.57
100282705,2,85,4,1,0,1,0,1,0,1,0,31970.95,53246.75
100282706,1,60,10,3,2,1,3,0,1,3,1,33077.39,129014.72
100284902,1,47,10,2,2,0,2,0,2,2,2,76939.39,91368.54999999999
100284904,1,28,8,4,3,1,2,0,1,1,1,34843.1,40202.27
100284905,2,60,6,4,2,2,4,0,2,3,2,7506.54,11108.58
100284906,2,50,4,4,1,3,4,0,3,4,3,32322.6,83860.62
100298502,2,46,10,4,2,2,4,0,4,4,4,51308.81,99504.68
100298504,1,44,10,3,1,2,3,0,1,1,1,65956.12,100526.95
100298506,2,90,3,3,2,1,2,1,0,1,0,13146.69,20697.54
100318603,1,71,4,2,1,1,0,2,0,2,0,6783.34,45321.840000000004
100318603,2,40,8,4,2,2,4,0,3,3,3,17887.18,25364.05
100318605,1,49,10,4,2,2,3,0,1,1,1,79862.04999999999,92459.01
100321002,2,65,3,2,1,1,1,1,0,2,0,713.52,17559.1
100321003,1,58,6,5,3,2,4,0,4,3,3,26789.0,42683.7
100321004,2,49,4,4,1,3,4,0,1,3,2,17387.12,18735.24
100321006,1,37,10,4,2,2,3,0,2,2,2,62541.04,82289.98
100322201,1,28,8,3,2,1,2,0,1,2,1,32960.130000000005,35608.2
100322202,1,42,8,6,4,2,6,0,4,5,4,57848.72,152502.67
100322204,1,84,4,5,2,3,3,2,2,5,2,51680.54,99477.69
100322205,1,64,10,4,2,2,4,0,2,3,2,78613.37,311679.59
100322206,1,65,10,5,3,2,4,1,2,4,2,127726.62000000001,385042.1
100326301,2,65,4,1,0,1,0,1,1,1,1,5934.68,21650.420000000002
100326302,1,42,6,5,2,3,4,0,3,4,4,37340.33,73951.43
100326303,2,47,4,2,0,2,2,0,2,2,2,49042.0,94772.22
100326304,1,43,5,5,3,2,5,0,3,3,3,24891.15,38258.94
100326306,1,69,7,2,1,1,0,2,2,2,2,12052.8,38569.39
100328801,1,43,10,3,1,2,2,0,2,3,2,64381.51,86772.98999999999
100328802,1,44,8,1,1,0,1,0,1,1,1,23212.920000000002,21639.33
100328803,2,45,11,1,0,1,1,0,1,1,1,26432.35,33876.41
100328804,2,53,6,3,0,3,3,0,2,2,2,39653.939999999995,38711.61
100328805,1,79,6,1,1,0,0,1,1,1,1,14987.75,21157.36
100328806,1,34,9,1,1,0,1,0,1,1,1,49245.009999999995,24790.35
100344402,2,82,3,9,5,4,6,1,3,7,3,51620.66,107342.9
100344403,2,52,7,3,1,2,3,0,3,3,3,37152.52,67412.37
100344404,1,67,6,2,1,1,0,2,1,2,1,16766.05,31480.160000000003
100344405,2,39,11,4,1,3,3,0,1,3,1,66686.39,52237.2
100360701,1,63,3,1,1,0,1,0,1,1,1,8544.55,7314.85
100360703,1,68,3,2,1,1,0,2,0,1,0,9644.81,10401.63
100360704,1,53,3,4,2,2,3,0,1,2,1,11305.98,24344.25
100360705,1,35,8,4,2,2,3,0,2,1,1,26925.77,17803.27
100360706,1,28,8,3,2,1,2,0,1,1,1,20525.3,17768.84
100363901,1,48,8,9,5,4,7,0,5,5,5,27278.0,109508.78
100363902,1,85,3,5,1,4,1,2,0,3,0,13748.05,45114.77
100363903,2,77,3,1,0,1,0,1,0,1,0,9082.93,24726.51
100363905,1,56,4,5,1,4,5,0,2,3,2,23908.84,44280.39
100363906,2,52,4,3,0,3,2,0,1,1,1,11141.329999999998,17519.09
100377501,2,71,9,2,0,2,1,1,1,2,1,15739.93,49878.54
100377502,1,65,6,5,2,3,3,1,3,3,2,11471.76,37779.77
100377504,1,55,6,4,3,1,4,0,4,4,4,22363.66,80737.16
100377505,1,40,6,1,1,0,1,0,1,1,1,62402.47,37673.48
100377506,1,52,4,1,1,0,1,0,1,1,1,22755.16,25047.19
100391601,1,49,4,4,3,1,4,0,3,2,2,18787.92,25707.24
100391602,2,79,1,11,6,5,8,1,5,7,5,57386.28999999999,123084.37
100391603,1,60,10,2,1,1,2,0,1,2,1,138570.16999999998,72639.33
100396001,1,72,1,1,1,0,0,1,0,1,0,10106.64,12269.27
100396002,1,61,3,10,4,6,8,0,4,6,4,27504.3,55253.61
100396003,1,57,3,19,5,14,11,0,9,11,9,24126.84,105712.54
100396004,2,92,1,1,0,1,0,1,0,1,0,2263.52,7031.42
100396005,1,66,3,6,3,3,3,2,2,4,2,35868.4,96465.58
100396006,2,84,3,4,1,3,3,1,1,3,1,13097.31,23195.02
100396006,1,43,4,5,2,3,5,0,3,4,3,12384.65,36904.86
100427201,2,34,8,2,1,1,1,0,1,1,1,19080.16,28170.84
100427202,2,64,6,2,0,2,2,0,1,2,1,19589.63,50383.24
100427203,1,67,11,3,1,2,2,1,1,3,1,58308.58,85880.66
100427204,2,74,8,2,0,2,1,1,1,1,1,28688.11,60507.87
100427205,2,57,9,6,1,5,3,0,0,1,0,29169.22,54340.44
100427206,1,65,9,2,1,1,1,1,0,2,0,63785.06,97321.27
100433301,1,29,4,4,2,2,2,0,1,1,1,25709.36,27535.94
100433302,1,33,6,2,1,1,2,0,2,2,2,19870.39,67925.77
100433303,2,81,1,1,0,1,0,1,0,1,0,4807.15,12811.85
100433304,1,66,1,15,7,8,8,1,5,7,5,38585.14,90832.11
100433305,1,41,6,8,3,5,5,0,3,4,3,42754.19,60186.71
100433306,1,32,9,5,4,1,3,0,2,2,2,56685.27,60804.64
100445801,1,54,4,3,2,1,3,0,3,3,3,16588.76,24365.54
100445802,2,33,6,5,1,4,3,0,2,5,2,40092.81,60904.87
100445803,2,48,8,2,1,1,2,0,1,1,1,32118.19,32803.26
100445804,1,36,6,5,4,1,3,0,1,3,2,72315.51999999999,26101.66
100445805,2,66,1,3,2,1,2,1,2,2,2,9266.27,22905.66
100445806,2,53,6,2,1,1,2,0,2,2,2,50376.83,55509.47
100446401,1,29,1,4,3,1,2,0,1,1,1,7071.58,10858.69
100446402,1,57,1,9,5,4,7,0,3,3,3,21028.14,40339.05
100446403,1,96,1,2,1,1,0,2,0,2,0,6506.58,19191.25
100446405,1,41,4,10,5,5,7,0,6,6,6,31520.65,71926.58
100446406,2,50,6,9,5,4,7,0,5,6,5,24390.71,57116.99
100457701,1,28,4,4,3,1,2,0,1,1,1,11585.33,17113.5
100457702,1,67,1,13,5,8,9,2,4,9,4,23055.4,70420.31
100457705,1,65,4,11,3,8,8,1,5,8,5,43018.1,76994.97
100462901,1,48,7,1,1,0,1,0,1,1,1,8863.79,20943.78
100462903,2,35,10,3,1,2,2,0,1,1,1,44193.12,37566.450000000004
100462904,2,43,4,3,1,2,2,0,1,1,1,13083.24,21161.34
100462905,1,36,10,4,3,1,2,0,1,1,1,21282.41,35936.42999999999
100462906,1,70,6,1,1,0,0,1,0,1,0,9378.61,17169.07
100492501,2,58,6,5,1,4,4,0,2,3,2,57355.02,73258.68999999999
100492502,1,61,6,8,5,3,4,0,2,4,2,57936.090000000004,101858.92
100492504,1,35,9,1,1,0,1,0,1,1,1,69229.68,72700.36
100492505,1,37,10,4,1,3,4,0,2,2,2,48674.64,66430.64
100492506,1,38,9,4,1,3,3,0,2,2,2,53555.46,58939.55
100498601,1,66,6,3,2,1,1,2,1,3,1,40119.57,62208.91
100498602,2,43,10,3,0,3,3,0,1,3,1,42119.52,60583.97
100498604,1,49,8,4,1,3,3,0,3,3,3,80492.38,141214.25
100498605,2,55,4,5,3,2,4,0,0,1,0,67463.07,91096.01
100498606,2,42,10,3,1,2,3,0,3,3,3,72173.25,60144.29
100508002,1,48,9,6,2,4,4,0,3,3,2,87305.28,129757.35
100508004,1,52,11,5,2,3,5,0,4,4,4,53776.11,118976.98
100508005,1,33,10,4,3,1,2,0,1,1,1,32832.69,51218.89
100508006,2,32,6,2,0,2,2,0,1,2,1,31727.35,52086.86
100517201,2,46,4,4,1,3,4,0,4,4,4,25169.15,41550.98
100517202,1,47,6,3,2,1,3,0,1,1,1,18488.44,19365.17
100517203,1,39,6,4,3,1,2,0,2,2,2,21813.309999999998,25517.02
100517204,2,29,6,3,2,1,1,0,1,3,1,28376.39,38446.38
100517205,1,41,6,4,3,1,3,0,2,2,2,14492.259999999998,39698.23
100517206,2,77,1,1,0,1,0,1,0,1,0,3513.78,10536.800000000001
100521301,1,31,8,6,5,1,4,0,2,4,3,45810.76,70631.35
100521302,1,41,6,4,1,3,3,0,2,2,2,36121.54,44587.63
100521303,1,59,4,6,3,3,4,0,2,3,2,25586.57,39301.22
100521304,2,51,6,1,0,1,1,0,1,1,1,16422.12,52117.96
100521305,1,57,10,3,1,2,3,0,1,1,1,59304.06,46222.81
100521306,1,38,6,5,3,2,4,0,2,2,2,28613.68,43528.96
100536801,1,39,8,5,3,2,4,0,2,3,2,41461.340000000004,69954.45999999999
100536802,1,34,6,7,2,5,3,0,2,2,2,42667.689999999995,55346.13
100536803,1,52,4,6,4,2,5,0,3,5,3,52753.75,67139.66
100536804,2,36,7,5,4,1,2,0,2,3,2,21041.37,21308.23
100536805,1,46,6,4,1,3,4,0,1,1,1,34513.87,38848.81
100536806,1,40,10,4,2,2,2,0,1,1,1,56354.880000000005,72437.68
100540401,2,33,10,2,1,1,1,0,1,1,1,39090.299999999996,45886.37
100540403,1,41,6,5,1,4,5,0,2,3,2,42795.799999999996,66383.06
100540404,2,47,8,1,0,1,1,0,1,1,1,37814.51,34882.83
100540405,1,62,6,4,2,2,3,0,2,2,2,18365.57,40324.9
100540406,1,44,8,3,1,2,3,0,2,2,2,78600.42000000001,84515.15
100561701,1,27,9,4,3,1,2,0,2,2,2,17157.95,29592.77
100561702,1,31,10,5,2,3,2,0,1,1,1,39253.54,33795.99
100561703,1,59,3,3,2,1,3,0,2,3,2,11597.02,27463.99
100561704,1,53,4,2,1,1,2,0,1,1,1,8487.130000000001,10853.19
100561705,1,46,7,1,1,0,1,0,1,1,1,7377.07,8463.619999999999
100561706,1,45,1,3,1,2,3,0,3,3,3,3738.68,9884.5
100563901,1,38,6,5,3,2,3,0,2,3,2,24332.64,41197.33
100563902,1,65,3,6,3,3,3,1,2,4,2,29313.47,68904.98000000001
100563903,1,29,8,5,2,3,2,0,1,4,1,46025.36,70617.67
100563904,1,50,4,5,2,3,4,0,3,3,3,31448.96,52100.74
100563906,2,38,6,4,0,4,2,0,1,2,1,24829.79,35733.86
100564501,2,36,6,3,0,3,2,0,1,3,1,23270.43,30667.989999999998
100564502,2,48,6,5,2,3,5,0,5,5,5,35466.85,77409.0
100564503,1,31,8,3,2,1,2,0,2,3,2,52424.479999999996,68535.34
100564504,2,43,6,4,0,4,4,0,4,4,4,19513.45,51621.27
100564505,2,31,6,4,2,2,1,0,0,4,0,16025.49,11669.900000000001
100564506,1,34,6,5,2,3,3,0,2,3,2,31641.17,73973.69
100568601,1,49,8,4,2,2,3,0,2,2,2,60030.76,64499.97
100568602,2,46,8,2,0,2,2,0,2,1,1,33231.869999999995,18678.68
100568603,1,24,6,4,3,1,2,0,1,1,1,29915.510000000002,26768.01
100568604,2,45,11,1,0,1,1,0,1,1,1,62756.950000000004,33845.88
100568605,1,37,3,5,3,2,3,0,2,3,2,21734.52,25364.38
100587002,1,56,11,5,4,1,5,0,5,5,5,33295.45,159148.43000000002
100587003,1,66,3,2,1,1,1,1,0,1,0,3920.55,22723.34
100587004,1,53,6,1,1,0,1,0,1,1,1,32723.96,44229.8
100587005,1,68,4,4,2,2,3,1,1,3,1,18221.66,27505.66
100587006,1,51,9,2,1,1,2,0,1,1,1,21656.26,57426.079999999994
100605201,1,38,10,3,1,2,2,0,1,1,1,67348.36,47044.09
100605202,1,32,11,2,1,1,2,0,2,2,2,84846.59,145722.53
100605203,2,50,8,3,2,1,3,0,3,3,3,62367.66,76309.09
100605205,1,63,4,5,3,2,5,0,3,4,3,31396.829999999998,109700.06
100605206,1,62,4,3,1,2,3,0,1,1,1,11748.69,27322.67
100606301,1,53,8,6,3,3,4,0,3,3,3,70353.3,68042.02
100606302,1,72,10,4,2,2,2,2,1,4,1,80982.92,98537.35
100606305,1,52,8,2,1,1,2,0,2,2,2,56626.770000000004,53236.94
100606306,1,61,8,4,2,2,4,0,2,2,2,31361.42,132861.22
100609801,1,84,4,5,2,3,3,2,1,4,1,48727.32,214095.18
100609802,2,28,8,3,1,2,2,0,2,3,2,16060.03,35531.25
100609805,2,46,10,4,1,3,3,1,1,3,1,127654.93,74997.67
100631401,2,59,10,7,4,3,5,0,2,3,2,43118.97,80761.08
100631402,1,63,6,1,1,0,1,0,1,1,1,2282.99,11900.88
100631403,1,49,6,4,2,2,4,0,2,3,2,31318.82,50932.03
100631404,2,37,9,3,2,1,2,0,2,2,2,75314.87,57561.55
100631405,1,54,9,2,1,1,2,0,1,2,1,36299.13,61064.87
100631406,1,28,6,7,3,4,3,0,3,3,3,29791.04,17284.55
100634702,1,83,3,4,2,2,2,1,0,4,0,21214.91,34574.06
100634703,1,34,4,4,2,2,2,0,2,3,2,22484.260000000002,30085.69
100634704,1,43,10,2,1,1,2,0,2,2,2,37483.49,47989.700000000004
100634705,2,59,4,2,1,1,2,0,2,2,2,17969.56,33950.63
100634705,1,36,8,4,2,2,2,0,2,2,2,52293.229999999996,212325.71
100634706,1,59,4,7,1,6,6,0,5,5,5,27787.57,57844.23
100638901,1,71,4,3,2,1,2,1,2,2,2,13225.5,17551.77
100638903,1,32,4,4,2,2,3,0,2,4,2,19234.22,22189.79
100638903,1,30,6,4,3,1,2,0,1,3,1,14916.09,27549.11
100638903,2,22,5,3,1,2,1,0,1,3,1,23240.34,6216.12
100638903,1,24,3,1,1,0,1,0,1,1,1,3384.66,9977.65
100638903,1,21,8,1,1,0,1,0,1,1,1,7600.84,21182.02
100638904,2,64,3,3,2,1,3,0,2,3,2,8905.519999999999,22616.46
100638905,1,68,4,1,1,0,0,1,1,1,1,8991.96,16673.79
100638906,1,46,6,4,3,1,4,0,3,4,3,67904.3,73280.8
100654501,1,61,6,3,2,1,3,0,3,3,3,17204.44,45657.38
100654502,1,56,3,3,1,2,3,0,2,3,2,25066.69,34831.01
100654503,2,45,4,7,3,4,4,0,1,5,1,12369.17,89915.0
100654504,2,78,1,1,0,1,0,1,0,1,0,3588.37,10639.27
100654506,1,29,6,4,2,2,2,0,1,2,1,14181.66,17391.489999999998
100656601,1,78,3,6,5,1,4,2,3,5,3,27038.33,56552.869999999995
100656602,1,52,6,4,1,3,4,0,2,2,2,24664.94,58292.0
100656603,1,83,1,2,1,1,0,2,0,2,0,5693.62,12263.650000000001
100656604,2,55,6,8,5,3,6,0,3,6,3,40199.9,38658.92
100656605,2,33,4,1,0,1,1,0,1,1,1,16623.35,14111.6
100656606,1,65,4,3,2,1,1,1,1,2,1,12627.37,21385.329999999998
100658001,1,43,3,5,2,3,3,0,3,3,3,21740.92,34466.05
100658002,1,77,3,4,3,1,2,2,3,3,3,49686.81,65774.6
100658004,1,62,5,1,1,0,1,0,0,1,0,10476.54,21145.059999999998
100658005,1,36,8,7,3,4,4,0,2,5,2,27793.13,32084.43
100665202,1,75,11,3,2,1,2,1,1,2,1,115121.35,156622.35
100665203,1,66,5,5,3,2,4,1,4,4,4,35827.26,65948.64
100665204,1,63,10,3,1,2,3,0,2,3,2,64908.34,108593.45
100671301,1,60,11,2,1,1,2,0,1,1,1,24383.59,102230.15
100671302,1,55,10,3,1,2,3,0,2,2,2,42963.41,122662.68
100671303,2,58,11,1,0,1,1,0,1,1,1,76561.83,88443.25
100671304,2,66,9,1,0,1,0,1,0,1,0,23966.19,35734.01
100671305,1,51,10,3,1,2,3,0,3,3,3,140029.95,152462.36
100677801,2,66,10,3,0,3,2,1,1,3,1,19631.97,139150.34
100677802,1,43,11,4,2,2,2,0,2,3,2,158588.01,418653.45999999996
100677803,2,95,4,1,0,1,0,1,0,1,0,35371.26,138568.76
100677806,1,33,10,4,1,3,2,0,2,1,1,67676.42,30112.4
