folioviv,sexo_jefe,edad_jefe,educa_jefe,tot_integ,hombres,mujeres,p12_64,p65mas,ocupados,percep_ing,perc_ocupa,total_gasto,total_ingreso
503396005,1,47,7,7,4,3,6,0,3,3,3,13753.09,35529.69
503396006,1,59,4,2,1,1,1,1,2,1,1,36138.5,13654.3
503403701,1,45,9,6,3,3,4,0,2,3,2,59178.31999999999,50533.5
503403702,2,37,6,4,2,2,3,0,2,2,2,20886.35,45325.030000000006
503403703,1,30,9,4,2,2,2,0,1,1,1,37533.19,45260.89
503403704,1,23,7,4,2,2,2,0,2,2,2,26959.27,47202.53
503403705,1,42,7,8,1,7,4,0,2,2,2,22083.239999999998,30826.2
503403706,1,85,4,4,2,2,2,2,2,4,2,18526.989999999998,42784.04
503409903,1,33,6,5,2,3,3,0,2,2,2,23018.22,29987.84
503409904,1,66,4,3,1,2,1,2,1,3,1,25390.83,30318.96
503409905,2,62,3,1,0,1,1,0,1,1,1,14334.2,18402.6
503413601,1,62,4,3,1,2,2,1,1,2,1,38954.509999999995,65311.47
503413603,2,35,11,2,1,1,2,0,1,1,1,148356.78999999998,264266.92
503413605,1,55,4,6,4,2,6,0,4,4,4,48418.25,64672.1
503413606,1,80,1,7,3,4,6,1,2,4,2,18827.79,68139.28
503421801,1,44,8,3,2,1,2,0,1,1,1,30189.059999999998,60896.71
503421802,1,55,3,2,2,0,2,0,1,2,1,108302.01,93958.98999999999
503421803,2,49,10,3,1,2,2,0,2,3,2,165109.86000000002,228667.38
503421804,1,44,6,7,4,3,6,0,4,5,4,63408.68,98571.84
503421805,1,55,7,3,2,1,2,0,2,2,2,18464.7,25790.15
503421806,1,25,9,3,1,2,2,0,1,1,1,34439.82,37942.58
503467403,1,28,7,3,2,1,3,0,3,3,3,88918.84999999999,110112.93000000001
503467404,1,34,8,4,2,2,2,0,1,1,1,99377.75,77230.23
503467405,1,43,6,6,3,3,4,0,2,2,2,52449.55,60101.12
503467406,1,37,6,6,5,1,4,0,3,2,2,78786.55,141858.12
503470302,1,49,6,5,2,3,4,1,3,4,3,28425.37,85953.92
503470303,1,40,8,5,2,3,3,0,2,2,2,44707.97,38515.05
503470304,1,33,6,4,3,1,4,0,2,2,2,61074.49,77457.25
503470305,1,53,8,6,3,3,5,0,4,6,4,94456.45,150131.11
503470306,1,35,10,5,2,3,2,0,2,2,2,45258.950000000004,43518.36
503476201,2,32,6,2,0,2,1,0,1,1,1,17535.36,16177.25
503476202,1,46,6,5,4,1,5,0,3,3,3,35227.61,82557.25
503476204,1,31,7,1,1,0,1,0,1,1,1,16973.79,29803.81
503476205,2,31,6,5,2,3,2,0,1,2,1,15393.01,34752.06
503476206,1,47,4,4,2,2,4,0,3,3,3,47023.4,113475.84
503478501,2,41,6,4,1,3,3,0,2,2,2,16549.7,44659.15
503478503,1,48,4,6,3,3,4,0,2,2,2,17194.93,26973.15
503478504,1,23,6,4,2,2,2,0,1,1,1,16077.73,25239.89
503478505,1,52,4,3,2,1,3,0,2,2,2,40112.14,51082.55
503478506,1,47,6,5,3,2,3,0,1,1,1,9564.14,13810.82
503485001,2,63,8,1,0,1,1,0,0,1,0,31558.44,105972.58
503485002,1,70,10,4,2,2,1,2,1,2,1,92556.38999999998,129332.38
503485003,2,48,10,3,2,1,2,0,1,3,1,87716.06999999999,173657.04
503485004,1,46,10,4,2,2,4,0,2,2,2,82135.57,103859.41
503495701,1,60,11,1,1,0,1,0,1,1,1,85233.38,103259.0
503495702,1,61,10,4,3,1,4,0,2,3,2,151323.59999999998,189501.67
503495704,1,70,10,2,1,1,1,1,0,2,0,130626.87,139180.32
503510901,2,66,3,1,0,1,0,1,0,1,0,3928.75,13622.8
503510902,1,24,10,1,1,0,1,0,1,1,1,29733.93,39070.32
503510903,2,63,8,2,0,2,2,0,2,2,2,13262.69,35108.24
503510906,2,50,10,2,1,1,2,0,2,2,2,45132.78,87248.85
503515601,1,83,1,2,2,0,1,1,1,2,1,14418.11,35074.899999999994
503515602,2,74,1,2,1,1,0,2,0,2,0,7355.26,8346.68
503515604,1,75,3,3,2,1,0,3,0,3,0,3486.2,8950.79
503515605,1,45,7,3,2,1,3,0,2,2,2,27830.66,46470.47
503531801,1,29,6,1,1,0,1,0,1,1,1,12770.62,10288.85
503531802,2,52,4,3,2,1,3,0,1,2,1,12281.41,26364.58
503531804,1,40,3,9,6,3,7,0,4,6,5,6467.21,79718.64
503531805,2,36,6,6,2,4,5,0,3,4,3,15128.67,49486.24
503531806,1,56,1,2,2,0,2,0,2,2,2,12581.220000000001,18309.1
503563402,1,50,11,3,2,1,3,0,1,1,1,172465.32,197912.88
503563403,1,27,10,1,1,0,1,0,1,1,1,27647.86,31136.51
503563405,2,35,11,2,1,1,1,0,1,1,1,39319.549999999996,46267.479999999996
503563406,1,55,10,4,2,2,4,0,3,3,3,69646.63,302456.54
503580302,1,75,4,6,3,3,4,1,4,5,4,42756.75,86342.69
503580302,2,44,4,2,1,1,1,0,1,2,1,14069.46,15166.43
503580303,1,69,8,3,2,1,1,2,0,3,0,7648.65,23811.11
503580305,1,59,4,2,1,1,2,0,1,1,1,27846.14,22167.36
503582201,1,44,7,5,3,2,4,0,2,2,2,27214.69,33498.87
503582202,1,36,9,4,1,3,2,0,1,1,1,43390.14,50476.8
503582204,1,28,10,2,1,1,2,0,2,2,2,88561.75,98540.56
503582205,1,60,9,1,1,0,1,0,1,1,1,11280.089999999998,16208.33
503582206,1,28,8,2,1,1,2,0,2,2,2,18431.72,82916.1
503629502,1,46,10,6,1,5,5,0,1,1,1,1142767.82,775871.29
503637003,2,65,3,4,1,3,3,1,2,2,2,22529.32,103028.65
503637005,1,45,11,3,1,2,2,0,1,1,1,30418.93,49749.67
503642702,1,27,10,1,1,0,1,0,1,1,1,153766.41,175495.03
503642703,1,71,11,3,2,1,2,1,1,1,1,219052.14,245063.95
503642705,1,53,10,4,3,1,3,0,2,3,2,40154.7,105369.53
503642706,1,56,10,4,2,2,4,0,3,3,3,115652.04999999999,143844.66999999998
503668901,1,50,10,4,2,2,3,0,1,1,1,47697.380000000005,62791.53
503668902,1,41,6,5,2,3,4,0,3,3,3,44543.95,69511.64
503668903,1,60,4,7,3,4,7,0,1,2,1,30791.56,35985.77
503668905,1,48,10,4,2,2,3,0,1,1,1,78639.98,93610.52
503668906,1,38,10,4,3,1,4,0,2,2,2,86116.91,98758.73
503671601,1,61,6,2,1,1,2,0,0,2,0,46911.67,64043.31
503671602,1,45,9,4,2,2,4,0,2,4,2,54228.37,43014.219999999994
503671603,2,50,7,2,1,1,2,0,2,2,2,27417.019999999997,27532.82
503671605,1,43,6,4,2,2,3,0,1,1,1,30472.780000000002,29704.89
503673804,1,53,8,3,1,2,3,0,1,2,1,45411.31,73377.03
503673806,1,40,6,5,2,3,4,0,2,2,2,104368.12,77262.24
503675401,1,32,8,3,2,1,2,0,1,1,1,12577.79,22982.28
503675402,2,31,8,3,0,3,1,0,1,2,1,13441.98,30642.28
503675404,1,34,6,5,2,3,2,0,1,1,1,49573.92,29335.05
503675405,1,38,6,5,4,1,4,0,2,2,2,39686.24,85805.87
503675406,1,59,6,2,1,1,2,0,1,2,1,40923.14,65862.95
503680305,1,66,10,4,1,3,2,2,3,3,2,156756.77,158754.0
503683201,2,65,10,2,0,2,1,1,1,2,1,20396.6,43486.52
503683203,1,39,10,1,1,0,1,0,1,1,1,49303.47,75676.33
503683204,1,70,6,4,3,1,2,2,1,2,1,24043.14,48985.9
503683206,1,42,8,8,6,2,6,0,3,3,3,71420.94,65227.76
503691501,1,67,4,8,3,5,5,1,2,4,2,55732.48,50806.42
503691503,1,84,1,1,1,0,0,1,0,1,0,2123.9,23994.48
503691504,1,80,4,2,1,1,0,2,0,1,0,22970.06,104169.55
503691505,2,85,3,2,1,1,1,1,1,2,1,6829.82,28713.08
503691506,1,48,10,3,1,2,3,0,1,3,1,36843.33,36270.56
503692002,1,66,6,2,1,1,0,2,0,2,0,25028.1,58002.62
503692003,1,38,10,4,1,3,2,0,2,2,2,53041.91,58616.75
503692004,1,75,6,2,1,1,1,1,0,1,0,36126.67,47347.04
503695701,2,48,6,3,1,2,3,0,3,3,3,37898.12,43332.49
503695702,2,59,6,6,1,5,4,0,4,6,4,23265.69,29925.05
503695703,1,55,4,2,1,1,2,0,2,2,2,19110.18,37401.53
503695704,1,76,3,8,3,5,1,2,0,7,0,9168.37,26925.35
503695705,1,61,5,1,1,0,1,0,0,1,0,10493.900000000001,11443.17
503695706,1,68,4,2,1,1,0,2,0,2,0,11201.82,14132.27
503703901,2,61,6,4,1,3,1,1,1,4,1,24727.62,36300.65
503703902,1,55,4,4,1,3,3,0,2,3,2,10335.48,40031.91
503703903,2,67,4,5,3,2,2,1,2,4,2,22096.05,54320.119999999995
503703904,1,34,8,3,2,1,2,0,2,2,2,67514.44,78498.26000000001
503703905,1,60,6,3,2,1,3,0,1,3,1,20896.58,50415.700000000004
503703906,1,40,6,3,2,1,2,0,2,2,2,16837.94,48241.39
503704603,2,77,6,1,0,1,0,1,0,1,0,5866.73,17818.030000000002
503704604,2,62,4,4,1,3,3,0,1,1,1,15897.11,31133.16
503704605,1,52,5,3,2,1,3,0,1,3,1,42334.86,57477.69
503710801,1,64,4,2,1,1,2,0,0,2,0,38478.97,38444.94
503710803,1,60,10,6,3,3,5,0,5,5,5,42482.2,73770.45
503710805,1,62,5,3,2,1,3,0,1,3,1,11837.15,39891.5
503710806,1,54,9,5,3,2,5,0,3,4,3,64150.48,109376.98999999999
503713401,1,42,10,5,4,1,4,0,2,2,2,144242.12,97827.62000000001
503713403,2,59,10,4,1,3,3,0,2,2,1,81660.52,115276.98
503713404,1,59,10,3,2,1,2,1,2,3,2,143482.22,107513.99
503713405,2,40,8,3,1,2,3,0,1,3,1,36046.329999999994,70750.26000000001
503713406,1,52,10,5,1,4,4,0,1,1,1,97924.29,99859.23000000001
503733302,1,40,10,5,1,4,3,0,1,1,1,50575.36,82959.59
503733303,1,33,7,2,1,1,2,0,1,2,1,40670.89,21521.71
503733304,1,45,9,4,3,1,3,0,2,4,2,19085.760000000002,17119.54
503733306,1,28,10,1,1,0,1,0,1,1,1,50217.270000000004,42080.74
503751201,2,48,8,3,2,1,2,0,2,3,2,37134.08,43137.780000000006
503751202,1,62,10,4,1,3,3,0,0,2,0,37303.68,63742.63
503751205,1,38,10,2,1,1,2,0,2,1,1,39578.64,23626.79
503816501,1,71,4,1,1,0,0,1,1,1,1,7912.12,26040.6
503816503,1,57,10,1,1,0,1,0,1,1,1,75330.92,37433.34
503816505,1,64,9,2,1,1,2,0,1,1,1,20508.95,32994.63
503816506,1,60,4,2,1,1,2,0,2,2,2,50945.780000000006,540663.92
503818001,2,77,4,2,0,2,1,1,1,2,1,11362.57,23708.61
503818002,1,53,10,2,1,1,2,0,1,1,1,9584.65,16209.14
503818005,1,40,8,5,3,2,4,0,1,1,1,26489.91,27572.739999999998
503818006,1,63,8,3,2,1,2,1,1,2,1,9268.099999999999,19942.3
503834702,1,41,6,5,1,4,3,0,2,2,2,19346.32,43455.18
503834704,2,76,4,2,1,1,1,1,1,2,1,8107.76,23217.05
503834705,1,59,4,2,1,1,2,0,2,2,2,11239.630000000001,28726.84
503834706,1,33,7,4,2,2,3,0,2,3,2,22203.65,36340.7
503841901,1,56,7,4,2,2,4,0,1,1,1,13209.97,22269.92
503841902,1,46,10,5,2,3,4,0,1,2,1,11268.8,26545.57
503841903,2,36,8,1,0,1,1,0,1,1,1,41489.33,63806.979999999996
503841904,1,62,6,4,1,3,4,0,2,3,2,28421.17,29373.82
503841905,2,58,4,2,1,1,2,0,0,2,0,8210.53,12606.15
503841906,1,74,6,3,3,0,2,1,3,3,3,10114.61,34091.58
503857601,2,70,4,1,0,1,0,1,0,1,0,13021.630000000001,28061.5
503857603,1,38,10,4,2,2,2,0,1,2,1,235424.91999999998,95803.24
503857605,2,59,10,5,2,3,3,0,1,2,1,95758.05,173606.54
503857606,1,54,10,1,1,0,1,0,1,1,1,21449.52,17487.11
503862802,2,72,3,6,1,5,4,1,2,3,2,9054.810000000001,29436.38
503862804,2,55,8,2,1,1,2,0,2,2,2,18066.31,27285.22
503862805,1,35,7,5,3,2,2,1,1,1,1,9656.93,28359.48
503862806,1,70,4,6,4,2,2,2,1,4,1,22247.97,39932.98
503867402,1,59,6,10,3,7,5,0,4,4,4,30862.97,27620.07
503867404,1,29,6,1,1,0,1,0,1,1,1,21270.260000000002,27164.07
503867406,1,36,10,4,3,1,2,0,2,2,2,35021.5,38104.81
503868301,1,53,9,2,1,1,2,0,1,2,1,19339.190000000002,26070.629999999997
503868302,1,37,6,7,5,2,2,1,1,3,1,21412.49,18359.75
503868303,1,34,10,4,2,2,2,1,2,3,2,58570.43,86770.07
503868304,2,62,6,2,0,2,2,0,1,2,1,22460.26,42316.06
503868305,1,28,10,4,3,1,2,0,2,2,2,20521.61,52337.51
503884201,1,59,5,3,2,1,3,0,2,3,2,28073.35,41048.19
503884202,1,73,6,6,4,2,4,1,3,4,3,27671.91,59679.78
503884203,1,75,3,3,2,1,1,2,1,3,1,12210.919999999998,76200.34
503884204,1,51,10,1,1,0,1,0,1,1,1,16275.27,16124.599999999999
503884205,2,74,3,1,0,1,0,1,0,1,0,6569.1,20897.5
503884206,2,65,4,1,0,1,0,1,0,1,0,1702.8,12067.4
503901501,1,58,3,4,3,1,4,0,3,4,3,34704.740000000005,48645.52
503901502,1,39,5,2,1,1,2,0,2,2,2,17704.47,21472.82
503901503,2,70,4,1,0,1,0,1,0,1,0,13408.61,21602.43
503901504,1,52,3,2,1,1,2,0,1,2,1,3937.34,9127.77
503901505,1,21,6,3,1,2,2,0,1,1,1,9676.2,13910.82
503901506,1,42,7,6,4,2,4,0,1,1,1,43037.0,24516.85
503910001,1,67,3,8,5,3,3,1,3,3,3,11468.21,23552.86
503910002,1,52,6,2,1,1,2,0,1,1,1,9898.73,15109.640000000001
503910004,1,48,4,6,3,3,6,0,3,5,3,23196.19,76664.0
503910005,1,70,4,2,1,1,0,2,0,2,0,9375.65,24059.33
503910006,2,79,3,2,0,2,1,1,0,1,0,1546.92,21682.25
503915704,2,66,10,3,2,1,2,1,3,3,3,21796.24,74655.68000000001
503915705,1,73,10,2,1,1,0,2,1,1,1,43378.899999999994,105122.94
503932901,2,71,4,1,0,1,0,1,0,1,0,12948.47,16078.259999999998
503932902,1,58,4,4,2,2,4,0,1,3,1,16567.08,18213.23
503932903,1,84,1,2,1,1,0,2,0,2,0,15537.01,25616.739999999998
503932904,1,70,4,5,2,3,3,2,0,3,0,14827.78,17078.18
503932905,1,65,4,1,1,0,0,1,1,1,1,11819.6,18433.199999999997
503932906,1,47,5,2,1,1,2,0,1,2,1,30197.219999999998,24734.09
503969602,1,57,6,3,2,1,3,0,1,1,1,46594.75,26852.43
503969603,2,84,3,1,0,1,0,1,0,1,0,16246.85,21863.82
503969604,1,69,6,2,1,1,0,2,0,1,0,21946.99,42049.17
503969605,2,79,4,4,1,3,3,1,3,4,3,14515.82,57024.54
503999801,1,63,4,10,7,3,9,0,6,6,6,38200.649999999994,160069.23
503999802,1,52,10,3,3,0,3,0,2,2,2,55966.36,34612.38
503999804,1,33,6,4,2,2,3,0,2,2,2,55289.18,95630.36
503999805,1,52,7,4,3,1,4,0,2,2,2,44871.35,33811.45
503999806,1,65,6,13,5,8,9,1,5,7,5,36053.93,80888.9
504010401,2,65,4,2,1,1,1,1,1,2,1,18234.75,22526.5
504010402,1,51,6,7,5,2,4,1,3,6,3,48252.34,47651.5
504010404,1,40,9,2,1,1,1,1,1,1,1,24997.93,38172.34
504010405,2,38,9,2,0,2,2,0,1,2,1,9914.04,13829.75
504010406,1,47,8,1,1,0,1,0,1,1,1,17411.25,34207.54
504017301,2,48,8,3,1,2,2,1,2,3,2,26724.42,54383.94
504017302,2,34,6,5,3,2,4,0,1,5,1,70574.12,31522.43
504017304,2,77,10,1,0,1,0,1,0,1,0,49200.92,75846.29
504017305,1,68,3,3,2,1,2,1,1,3,1,18641.64,10661.96
504050201,1,44,6,5,3,2,5,0,2,4,2,24710.75,45351.22
504050202,1,59,1,3,2,1,3,0,3,3,3,8262.58,26307.05
504050204,1,32,8,5,3,2,2,0,1,3,1,34831.84,45425.83
504050205,1,60,8,5,4,1,4,0,3,3,3,19508.42,51861.2
504050206,1,27,6,4,1,3,3,0,2,3,2,11933.52,39008.259999999995
504060501,2,84,3,3,2,1,1,2,1,2,1,8473.06,22767.43
504060502,1,42,3,3,1,2,3,0,1,2,1,9012.98,18670.61
504060503,2,64,1,3,2,1,2,0,1,1,1,8344.98,10689.05
504060504,2,66,4,4,1,3,3,1,0,2,0,17638.1,29316.26
504065001,2,76,6,4,1,3,3,1,1,4,1,19437.350000000002,36621.630000000005
504065002,2,90,8,2,0,2,0,2,0,2,0,59814.93,96948.76999999999
504065003,1,73,4,4,2,2,3,1,2,2,1,22445.25,27890.68
504065004,2,61,1,8,4,4,8,0,3,4,3,6310.17,5603.929999999999
504065005,1,53,6,2,1,1,2,0,2,2,2,12656.46,34485.08
504081701,1,52,8,4,3,1,4,0,3,3,3,28754.87,70643.97
504081702,2,30,10,1,0,1,1,0,0,1,0,25449.21,17204.649999999998
504081703,2,48,6,1,0,1,1,0,1,1,1,18595.12,21150.72
504081705,1,26,6,2,1,1,2,0,2,2,2,41585.66,42736.24
504097902,1,72,3,1,1,0,0,1,1,1,1,8551.04,14086.95
504097903,1,48,6,4,2,2,4,0,3,4,3,27582.39,39776.52
504097904,1,23,6,5,3,2,3,0,1,3,1,11640.63,26318.97
504097905,2,54,4,2,0,2,2,0,1,1,1,4908.14,12491.42
504127602,1,54,10,3,1,2,3,0,1,1,1,51354.68,83852.44
504127603,1,60,11,3,1,2,1,2,2,3,2,65343.67,172327.83
504127604,2,57,6,2,1,1,2,0,1,2,1,129592.87,718829.29
504134801,1,27,6,4,2,2,3,0,1,1,1,14878.86,30621.62
504134802,2,52,4,5,1,4,3,0,2,2,2,13498.48,29188.5
504134803,1,80,3,2,2,0,1,1,1,2,1,10504.74,7593.91
504134804,1,45,10,5,1,4,5,0,2,2,2,38801.01,37770.46
504134805,2,70,3,1,0,1,0,1,0,1,0,3751.14,18678.98
504140402,2,21,9,3,1,2,2,0,2,3,2,22140.99,31584.65
504140403,1,60,3,2,1,1,2,0,1,1,1,14455.52,17776.55
504140404,2,35,4,6,0,6,3,0,0,2,0,7535.75,10951.49
504140405,1,60,8,5,4,1,5,0,1,2,1,34045.52,38089.05
504151301,1,85,6,2,1,1,0,2,0,2,0,7209.01,11116.9
504151302,1,65,4,5,2,3,4,1,2,4,2,14440.93,22646.0
504151303,1,40,3,5,2,3,4,1,2,3,2,24042.08,41987.69
504151305,1,67,3,3,2,1,1,2,2,3,2,27243.75,93557.51
504151306,2,41,6,4,2,2,3,0,2,4,2,12816.41,13454.25
504159201,2,46,6,1,0,1,1,0,1,1,1,15708.62,19853.08
504159203,2,89,4,3,2,1,2,1,1,3,1,11749.18,43627.19
504159204,1,34,6,4,1,3,3,0,2,2,2,41394.03,77470.02
504159205,1,72,6,6,2,4,3,1,3,4,3,26728.079999999998,56863.509999999995
504165501,2,31,6,4,3,1,4,0,1,1,1,11682.14,14061.71
504165502,2,45,6,1,0,1,1,0,0,1,0,3146.71,11132.7
504165503,1,37,4,2,1,1,2,0,2,2,2,12664.69,21717.37
504165504,2,81,3,3,1,2,2,1,1,1,1,3871.31,8268.44
504165505,1,41,6,4,2,2,4,0,1,1,1,9956.62,16969.5
504165506,1,36,8,3,1,2,2,0,2,2,2,13011.03,30496.48
504172001,1,44,4,3,2,1,3,0,3,3,3,31585.33,24284.93
504172002,2,74,3,1,0,1,0,1,0,1,0,5843.85,13965.92
504172004,1,60,6,6,1,5,4,0,2,5,2,17565.829999999998,14415.1
504172005,1,76,3,1,1,0,0,1,0,1,0,5595.64,7871.36
504172006,2,87,3,1,0,1,0,1,0,1,0,7097.29,11204.19
504185701,2,85,3,1,0,1,0,1,0,1,0,2113.27,13348.9
504185702,2,48,6,2,1,1,2,0,2,2,2,18449.53,31484.28
504185703,1,33,9,4,2,2,2,0,1,2,1,26172.07,20896.69
504185704,1,34,5,4,2,2,2,0,2,2,2,25416.36,38990.079999999994
504185705,2,56,6,2,0,2,1,1,1,2,1,29527.82,33067.41
504185706,1,54,4,1,1,0,1,0,1,1,1,4385.83,11719.87
504202902,1,74,3,2,2,0,1,1,2,2,2,19516.92,40679.84
504202903,1,23,6,4,2,2,2,0,2,4,2,20129.34,53823.73
504202904,1,35,6,5,3,2,4,0,1,4,1,16317.46,15947.02
504202905,1,58,4,2,1,1,2,0,1,1,1,5183.32,18768.579999999998
504202906,2,18,8,2,0,2,1,1,1,2,1,22803.93,37805.13
504209601,1,32,3,5,4,1,2,0,2,2,2,11554.97,20980.58
504209602,1,28,9,4,3,1,2,0,1,1,1,26631.1,25789.43
504209603,1,50,6,1,1,0,1,0,0,1,0,74434.85,47900.11
504209604,2,64,6,4,1,3,3,0,2,3,2,71940.35,84118.81
504209605,1,53,6,5,1,4,4,1,2,3,2,30040.71,44893.08
504209606,1,57,10,1,1,0,1,0,1,1,1,9382.65,21089.16
504210801,2,56,6,2,0,2,2,0,0,1,0,9001.82,19085.47
504210802,1,74,3,2,1,1,1,1,0,1,0,7236.58,15378.68
504210803,2,32,6,3,2,1,2,0,0,3,0,14162.11,9786.86
504210804,2,32,8,3,1,2,2,0,2,2,2,20255.7,21274.39
504210805,1,51,6,5,3,2,4,0,2,2,2,10116.85,21663.21
504210806,1,63,4,2,1,1,2,0,1,1,1,10659.779999999999,13457.05
504216401,1,47,8,4,2,2,4,0,1,3,1,32236.24,36125.4
504216402,1,31,6,4,2,2,2,0,2,4,2,34114.98,36162.64000000001
504216403,2,36,8,4,3,1,2,0,0,1,0,20033.68,27539.6
504216405,2,81,3,1,0,1,0,1,0,1,0,9137.28,16291.89
504216406,1,72,6,2,1,1,0,2,2,2,2,33782.98,54850.729999999996
504238301,1,48,6,3,2,1,3,0,3,3,3,10881.08,27233.95
504238303,2,63,3,3,2,1,3,0,3,3,3,4637.089999999999,20959.95
504238303,1,19,7,3,1,2,2,0,2,2,2,18494.57,14888.07
504238304,2,77,4,2,1,1,1,1,1,2,1,9194.630000000001,12895.04
504238305,2,61,3,5,2,3,3,0,2,3,2,8938.24,36531.6
504238305,1,34,4,5,2,3,3,0,1,2,1,25586.68,14708.13
504238306,1,33,8,4,1,3,2,0,2,2,2,56868.649999999994,87474.78
504243202,1,49,6,5,1,4,4,0,3,3,3,29198.82,39575.35
504243204,1,70,3,5,2,3,3,2,2,4,2,12831.94,52528.61
504243205,1,43,6,4,2,2,4,0,1,2,1,29278.48,13077.32
504243206,1,45,6,2,1,1,2,0,1,1,1,9536.46,26466.18
504250501,1,54,4,3,2,1,3,0,2,3,2,36230.46,32188.87
504250502,2,57,6,4,1,3,2,0,2,4,2,44772.83,65919.13
504250503,1,35,6,7,4,3,4,0,1,1,1,33833.3,30081.510000000002
504259003,1,24,7,4,3,1,2,0,2,2,2,41293.69,63627.31
504259004,1,28,8,4,3,1,2,0,1,1,1,23515.37,30066.03
504269701,1,48,6,4,3,1,4,0,2,2,2,19445.6,23852.45
504269702,1,58,6,3,1,2,2,0,1,1,1,75524.87,19097.41
504269703,1,35,6,4,3,1,3,0,2,2,2,33996.369999999995,44846.8
504269704,2,49,4,2,1,1,2,0,1,1,1,10469.59,12132.77
504269705,1,49,10,2,1,1,2,0,1,1,1,5600.92,7918.03
504269706,2,50,6,9,4,5,6,0,3,6,3,18565.26,63801.58
504280903,2,56,4,2,1,1,2,0,2,2,2,11891.01,28213.170000000002
504280905,1,57,3,5,3,2,4,0,2,3,2,8697.54,21872.79
504280905,1,23,4,4,3,1,2,0,1,1,1,9589.76,9391.3
504280906,1,50,3,3,2,1,3,0,2,3,2,8789.65,23780.7
504286601,2,63,3,3,2,1,2,1,1,3,1,11443.95,28376.68
504286602,1,43,1,2,1,1,2,0,2,2,2,10717.97,28991.73
504286603,1,72,3,2,1,1,0,2,0,2,0,6258.36,16843.18
504286604,1,51,8,2,2,0,2,0,1,2,1,9284.75,20040.98
504286605,1,51,6,5,4,1,5,0,3,3,3,21459.14,44521.52
504295802,1,62,10,2,1,1,1,1,1,2,1,57968.619999999995,107608.42
504295803,1,49,10,1,1,0,1,0,1,1,1,27246.8,65359.87
504295804,1,63,10,6,2,4,5,0,4,5,4,112927.34000000001,121363.0
504295805,1,71,6,9,5,4,5,2,4,5,4,32224.42,84262.70999999999
504295806,1,71,9,3,2,1,2,1,1,2,1,5289.21,25465.56
504313402,1,24,8,4,2,2,2,0,1,1,1,13231.22,23446.69
504313403,1,73,4,1,1,0,0,1,1,1,1,8074.31,10827.12
504313406,1,60,6,3,2,1,3,0,1,1,1,24345.65,29410.33
504326301,1,73,1,4,3,1,3,1,1,2,1,21144.19,32150.14
504326302,1,49,6,5,3,2,5,0,5,5,5,58100.770000000004,98105.79000000001
504326303,1,28,6,4,1,3,2,0,1,4,1,39602.85,38896.11
504332202,2,65,5,1,0,1,0,1,1,1,1,3481.89,19107.41
504332203,2,39,10,5,0,5,4,0,1,2,1,66649.77,109957.94
504332204,2,58,3,4,2,2,4,0,2,2,2,11220.13,18229.91
504365501,1,32,6,5,1,4,3,0,1,1,1,21317.29,12877.69
504365502,1,26,6,3,1,2,2,0,1,1,1,14540.92,17150.600000000002
504365504,1,40,6,2,2,0,2,0,2,2,2,19366.31,28444.170000000002
504365505,1,27,8,3,1,2,2,0,2,2,2,12523.92,28908.89
504365506,2,68,3,1,0,1,0,1,0,1,0,8294.84,16382.95
504367001,1,70,4,2,1,1,0,2,1,2,1,8655.48,14700.76
504367003,1,48,10,4,1,3,4,0,2,3,2,76133.31,91418.45
504367005,1,34,10,3,2,1,2,0,2,2,2,86468.29000000001,178680.24
504367006,2,47,6,2,1,1,2,0,0,2,0,46867.11,116803.19
504370705,1,56,10,1,1,0,1,0,1,1,1,90253.39,33078.68
504372902,1,53,3,7,5,2,5,0,2,4,2,26806.629999999997,34498.590000000004
504372903,1,35,5,4,3,1,4,0,2,4,2,31081.35,54699.31
504372904,1,38,6,5,3,2,3,0,2,5,2,22429.64,26930.33
504372905,1,43,8,7,3,4,5,0,3,5,3,27706.63,50446.299999999996
504372906,1,42,4,5,1,4,3,0,2,4,2,16300.87,39071.57
504377601,1,57,4,3,2,1,3,0,3,3,3,55283.229999999996,17060.62
504404801,2,58,6,5,1,4,2,0,2,5,2,82158.55,76593.1
504404802,1,52,6,3,1,2,3,0,1,2,1,35608.71,71099.13
504404803,1,38,9,4,2,2,3,0,3,3,3,28410.51,34856.35
504404804,2,31,10,3,2,1,1,0,1,3,1,36935.35,47399.31
504404805,1,47,6,5,2,3,4,0,1,3,1,47372.14,31067.86
504404806,1,41,6,5,3,2,3,0,2,3,2,8050.98,22897.27
504418401,1,36,5,4,1,3,3,0,1,3,1,16710.3,23506.18
504418402,2,48,6,3,2,1,3,0,3,1,1,34507.58,6763.14
504418403,1,45,5,3,2,1,3,0,3,3,3,21759.34,38987.02
504418404,2,57,4,2,1,1,2,0,2,2,2,9828.1,14399.15
504418405,1,60,3,3,2,1,3,0,3,2,2,11961.57,26430.38
504418406,2,69,3,1,0,1,0,1,1,1,1,5337.59,8886.619999999999
504440302,1,44,6,5,3,2,3,0,2,2,2,19364.05,21105.17
504440303,2,32,6,6,1,5,4,0,2,3,2,40943.56,25785.82
504440304,1,52,5,1,1,0,1,0,1,1,1,12683.42,17790.27
504440305,2,82,1,3,1,2,2,1,0,3,0,11362.34,13474.73
504440306,2,56,6,6,3,3,4,0,2,2,2,24158.66,35192.12
504466202,1,64,6,6,3,3,5,0,3,6,3,19775.65,44640.25
