folioviv,foliohog,huespedes,huesp_come,num_trab_d,trab_come,acc_alim1,acc_alim2,acc_alim3,acc_alim4,acc_alim5,acc_alim6,acc_alim7,acc_alim8,acc_alim9,acc_alim10,acc_alim11,acc_alim12,acc_alim13,acc_alim14,acc_alim15,acc_alim16,alim17_1,alim17_2,alim17_3,alim17_4,alim17_5,alim17_6,alim17_7,alim17_8,alim17_9,alim17_10,alim17_11,alim17_12,acc_alim18,telefono,celular,tv_paga,conex_inte,num_auto,anio_auto,num_van,anio_van,num_pickup,anio_picku,num_moto,anio_moto,num_bici,anio_bici,num_trici,anio_trici,num_carret,anio_carre,num_canoa,anio_canoa,num_otro,anio_otro,num_ester,anio_ester,num_grab,anio_grab,num_radio,anio_radio,num_tva,anio_tva,num_tvd,anio_tvd,num_dvd,anio_dvd,num_video,anio_video,num_licua,anio_licua,num_tosta,anio_tosta,num_micro,anio_micro,num_refri,anio_refri,num_estuf,anio_estuf,num_lavad,anio_lavad,num_planc,anio_planc,num_maqui,anio_maqui,num_venti,anio_venti,num_aspir,anio_aspir,num_compu,anio_compu,num_impre,anio_impre,num_juego,anio_juego,esc_radio,er_aparato,er_celular,er_compu,er_aplicac,er_tv,er_otro,recib_tvd,tsalud1_h,tsalud1_m,habito_1,habito_2,habito_3,habito_4,habito_5,habito_6,consumo,nr_viv,tarjeta,pagotarjet,regalotar,regalodado,autocons,regalos,remunera,transferen,parto_g,embarazo_g,negcua,est_alim,est_trans,bene_licon,cond_licon,lts_licon,otros_lts,diconsa,frec_dicon,cond_dicon,pago_dicon,otro_pago
2504550702,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,7,2,2,5,7,4,7,7,7,1,2,1,1,1,2,15,0,,1,11,0,,0,,0,,0,,0,,0,,1,10,0,,0,,0,,4,13,0,,0,,1,14,0,,1,14,1,14,1,16,1,10,1,15,0,,2,14,1,15,1,13,1,13,1,11,1,,2,,,,,,0,5,,,3,,,,2,,1,2,2,2,2,2,2,1,2,2,2,5800,0,2,,,0,2,,,,0
2504550703,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,4,5,3,7,7,7,7,7,1,2,1,1,1,5,16,1,16,0,,0,,4,15,0,,0,,0,,0,,3,13,0,,0,,0,,5,15,1,13,0,,2,15,0,,1,14,1,15,1,15,1,15,1,16,0,,4,14,1,16,1,12,0,,1,14,1,,,,,,6,2,0,5,,,3,,,,2,,1,2,2,2,2,1,2,1,2,2,2,11000,0,2,,,0,2,,,,0
2504550704,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,5,3,3,5,6,7,0,7,4,7,3,7,1,2,1,1,1,1,14,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,12,1,14,0,,0,,1,8,0,,1,12,1,5,1,0,1,11,1,15,0,,2,14,0,,0,,0,,0,,2,,,,,,,,0,5,,,3,,,,1,,1,2,2,2,2,2,2,2,2,2,2,2000,0,2,,,0,2,,,,0
2504550705,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,2,0,0,1,7,1,7,7,7,7,0,1,1,1,1,1,1,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,3,0,,0,,1,11,0,,1,11,1,5,1,5,1,9,1,9,0,,1,13,0,,0,,1,12,1,14,2,,,,,,,,0,5,,2,,,,,2,,2,2,2,2,2,2,2,1,2,2,2,5500,0,2,,,0,2,,,,0
2504550706,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,5,5,7,7,1,7,7,7,2,5,1,2,1,2,2,0,,0,,0,,0,,1,16,0,,0,,0,,0,,0,,0,,1,15,0,,2,15,1,12,0,,1,13,0,,0,,1,14,1,6,1,12,1,14,0,,3,15,0,,1,14,0,,1,15,2,,,,,,,1,0,10,,,3,,5,,2,,2,2,2,2,2,1,2,1,2,2,2,5390,1390,2,,,0,2,,,,0
2504550819,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,4,7,4,5,5,5,3,3,7,2,7,1,1,1,1,1,0,,2,14,0,,0,,0,,0,,0,,0,,0,,1,11,0,,0,,0,,1,15,1,15,0,,2,14,1,15,1,15,1,14,1,13,1,13,2,16,0,,3,16,0,,2,15,0,,0,,1,,,3,,,,2,0,9,,2,,,5,,2,,1,2,2,2,2,2,2,2,2,2,2,5000,0,2,,,0,2,,,,0
2504550820,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,7,7,7,7,5,1,7,7,7,7,0,1,2,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,10,0,,0,,0,,1,14,0,,0,,1,14,1,10,1,10,1,8,1,10,1,13,1,14,0,,1,14,1,10,0,,0,,0,,2,,,,,,,,0,10,1,,,,5,,2,,1,2,2,2,2,2,2,2,2,2,2,4000,200,2,,,0,2,,,,0
2504550821,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,6,7,2,7,7,7,7,7,1,1,1,1,2,1,13,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,14,0,,0,,1,13,0,,1,10,1,10,1,5,1,10,1,14,0,,2,13,0,,0,,0,,0,,1,,,,,,6,,0,5,1,,,,5,,2,,1,2,2,2,2,1,2,2,2,2,2,4000,0,2,,,0,2,,,,0
2504550822,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,5,3,2,4,5,7,1,4,7,7,7,0,1,1,1,1,1,1,14,0,,0,,0,,0,,0,,0,,0,,0,,1,14,0,,0,,0,,1,13,0,,0,,1,12,0,,1,13,1,10,1,10,1,12,1,14,0,,1,14,0,,1,15,0,,0,,1,1,,,,,,,0,10,,2,,,5,,2,,1,2,2,2,2,1,1,1,2,2,2,5000,1000,2,,,0,2,,,,0
2504550823,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,3,3,3,7,1,7,5,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,14,0,,0,,1,10,0,,1,11,1,5,1,0,0,,1,13,1,0,3,13,0,,1,10,1,10,0,,2,,,,,,,,0,15,1,,,,5,,2,,1,2,2,2,2,2,2,2,2,2,2,3500,200,2,,,0,2,,,,0
2504550824,1,0,0,0,0,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,7,3,2,1,2,7,1,7,4,7,7,0,1,2,1,1,2,0,,0,,0,,0,,0,,1,15,0,,0,,0,,0,,0,,0,,1,10,0,,0,,0,,1,14,0,,0,,1,5,1,5,0,,1,10,0,,2,12,0,,0,,0,,0,,2,,,,,,,,0,10,,2,,,5,,1,,2,2,2,2,1,2,2,2,2,2,1,2500,200,2,,,0,2,,,,0
2504550907,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,1,7,7,1,7,7,7,7,0,1,1,1,1,1,1,99,0,,0,,0,,0,,0,,0,,0,,0,,1,10,0,,0,,1,7,1,13,0,,0,,1,5,1,0,1,10,1,7,1,7,1,12,1,10,1,5,1,13,1,7,1,10,1,10,0,,2,,,,,,,,0,10,,,3,,,,1,,2,2,2,2,2,2,2,1,2,2,2,2200,1300,2,,,0,2,,,,0
2504550908,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,7,7,2,2,2,2,7,4,7,7,1,1,1,1,2,1,0,,0,,1,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,10,2,14,0,,0,,1,9,0,,1,7,1,5,1,3,1,12,1,14,1,11,1,12,1,3,1,11,1,11,0,,1,,,,,,6,,0,10,,,3,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2800,500,2,,,0,2,,,,0
2504550909,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,3,2,2,7,7,7,0,7,1,2,1,2,2,0,,0,,0,,0,,1,12,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,8,0,,1,7,1,3,1,0,1,5,1,0,0,,1,12,0,,0,,0,,0,,2,,,,,,,1,0,10,,,3,,5,,1,,2,2,2,2,2,1,2,1,2,2,2,4300,1120,2,,,0,2,,,,0
2504550911,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,7,7,2,7,1,7,7,7,7,1,1,2,1,2,2,1,8,1,10,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,14,0,,0,,0,,0,,1,7,1,9,1,3,1,10,1,7,1,0,3,12,0,,1,14,1,14,0,,2,,,,,,,,0,10,,,3,,,,1,,2,2,2,2,1,1,1,2,2,2,1,3000,1500,2,,,0,9,,,,0
2504972620,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,3,2,3,7,3,7,3,7,3,3,1,2,1,1,1,1,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,16,0,,0,,0,,1,6,0,,0,,1,6,1,96,0,,1,1,0,,1,96,0,,0,,0,,0,,2,,,,,,,,0,5,,,,,5,,,,2,2,2,2,1,2,2,2,2,2,1,1000,0,2,,,0,2,,,,0
2504972622,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,3,3,7,0,3,7,7,3,0,1,2,1,1,2,0,,0,,0,,1,16,0,,0,,0,,0,,0,,1,6,0,,0,,2,7,0,,0,,0,,1,5,0,,1,5,1,3,1,3,0,,1,14,0,,1,3,0,,0,,0,,0,,1,1,,,,,,,0,10,,,3,,,,2,,2,2,2,2,2,1,2,2,2,2,2,2300,0,2,,,0,1,3,,,0
2504972623,1,0,0,0,0,1,1,1,2,2,1,1,2,1,,,,,,,,7,2,7,7,2,3,2,3,7,7,7,0,1,2,1,2,2,1,8,0,,0,,1,13,0,,0,,0,,0,,0,,0,,1,13,0,,2,5,0,,0,,1,5,1,16,0,,0,,1,7,1,6,1,10,1,13,0,,1,11,0,,0,,0,,1,12,1,1,,,,,,,0,7,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,3500,0,2,,,0,9,,,,0
2504972624,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,7,0,7,0,0,7,7,3,7,7,7,7,1,2,1,2,2,0,,0,,0,,1,16,0,,0,,0,,1,16,0,,0,,0,,0,,0,,1,15,0,,0,,1,15,0,,0,,1,15,1,15,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,1,0,20,,,,,5,,,,1,2,2,2,2,1,2,1,2,2,2,800,0,2,,,0,1,2,2,2,0
2504972707,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,2,5,3,5,1,3,7,7,7,7,1,2,1,1,2,1,9,1,14,0,,1,9,1,11,0,,0,,0,,0,,1,6,0,,0,,1,1,1,9,0,,0,,1,6,0,,1,14,1,4,1,8,1,4,1,15,0,,1,13,0,,1,8,0,,0,,2,,,,,,,,0,5,,,3,,,,1,,1,2,2,2,2,1,1,2,2,2,2,4300,0,2,,,0,2,,,,0
2504972708,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,7,3,6,3,7,5,7,7,7,1,2,1,2,2,1,13,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,1,14,0,,0,,1,14,0,,0,,1,12,1,11,1,13,1,10,0,,2,11,0,,1,10,0,,0,,1,1,,,,,,,0,10,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,7000,0,2,,,0,2,,,,0
2504972710,1,0,0,0,0,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,7,2,1,1,1,7,2,7,7,7,1,0,1,2,1,2,2,1,10,0,,0,,0,,2,13,0,,0,,0,,0,,0,,0,,0,,2,6,1,15,0,,0,,1,10,0,,1,13,1,1,1,14,1,13,1,12,0,,2,15,0,,0,,0,,0,,2,,,,,,,1,0,10,,,,,5,,,,2,2,2,1,1,1,2,1,2,2,1,4000,0,2,,,0,9,,,,0
2504972711,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,7,1,1,1,0,7,0,7,1,1,1,1,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,20,,,,,5,,,,2,2,2,2,2,1,2,1,2,2,2,480,0,2,,,0,9,,,,0
2504972712,1,0,0,0,0,2,2,2,1,2,2,2,2,2,,,,,,,,7,2,2,3,3,7,5,7,5,7,7,7,1,2,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,0,,1,13,0,,0,,1,12,0,,1,11,1,11,1,5,1,13,1,8,0,,1,15,0,,0,,0,,0,,1,1,,,,,,,0,10,,2,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2000,0,2,,,0,9,,,,0
2504972913,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,3,3,0,2,7,7,1,7,7,7,1,2,1,2,2,1,14,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,9,0,,0,,1,11,1,14,0,,0,,0,,1,14,0,,0,,0,,0,,2,,,,,,,1,0,10,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,3500,0,2,,,0,2,,,,0
2504972914,1,0,0,0,0,1,2,1,2,2,2,2,2,2,,,,,,,,7,3,2,2,3,5,2,5,3,7,7,7,1,2,1,2,2,1,14,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,14,0,,0,,1,12,1,12,0,,1,10,2,10,1,8,0,,0,,0,,0,,2,,,,,,,1,0,15,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,5200,0,2,,,0,9,,,,0
2504972915,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,7,2,1,2,2,2,7,7,7,1,2,2,2,2,1,15,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,0,,0,,1,15,0,,0,,0,,0,,2,,,,,,,,0,15,,2,,,,,2,,2,2,2,2,2,1,1,2,2,2,2,1450,0,2,,,0,2,,,,0
2504972916,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,5,6,3,4,5,7,2,7,7,7,1,1,1,1,1,0,,0,,1,5,0,,0,,0,,0,,0,,0,,0,,1,14,0,,0,,1,14,0,,0,,1,14,1,16,1,12,1,14,1,8,1,7,1,8,1,16,1,10,0,,0,,0,,0,,2,,,,,,,,0,45,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,3500,0,2,,,0,2,,,,0
2504972918,1,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0,2,0,2,0,2,3,5,7,7,7,1,2,1,1,1,0,,1,15,0,,0,,0,,0,,0,,0,,0,,1,12,0,,0,,0,,1,15,0,,0,,1,13,0,,0,,1,6,1,6,0,,1,6,0,,2,15,0,,0,,0,,0,,2,,,,,,,2,0,15,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2650,0,2,,,0,2,,,,0
2505010007,1,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,,,,7,2,7,7,2,3,3,7,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,7,1,6,0,,0,,0,,1,14,0,,0,,0,,1,91,0,,1,13,1,94,2,15,0,,0,,0,,0,,1,,2,,,,,,0,25,,,,,5,,,,1,2,2,2,2,1,2,2,2,2,2,1200,0,2,,,0,2,,,,0
2505010008,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0,7,7,4,2,0,7,1,7,7,5,1,2,1,1,2,0,,1,16,0,,1,15,1,16,0,,0,,0,,0,,0,,0,,0,,1,5,1,15,1,6,0,,2,15,0,,0,,1,13,1,16,1,9,1,15,0,,1,11,0,,0,,0,,0,,2,,,,,,,2,2,0,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,5500,0,2,,,0,2,,,,0
2505010009,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,3,1,7,1,7,7,7,7,7,1,2,1,1,2,0,,0,,1,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,0,,0,,0,,1,13,0,,1,15,1,10,1,10,1,10,1,4,1,10,1,13,0,,0,,0,,0,,2,,,,,,,,0,45,,,,,5,,,,1,2,2,2,2,1,2,2,2,2,2,2800,0,2,,,0,9,,,,0
2505010010,1,0,0,0,0,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,7,3,4,3,2,3,1,7,3,7,2,2,1,1,1,1,1,0,,1,6,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,1,6,0,,0,,0,,1,13,0,,1,13,1,11,1,6,1,6,1,10,0,,0,,1,14,1,1,1,10,0,,2,,,,,,,,1,30,,,3,,5,,2,,2,2,2,2,2,2,2,2,2,2,2,3500,0,2,,,0,2,,,,0
2505010011,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,7,3,7,2,7,7,7,7,7,1,1,1,1,2,1,10,1,13,0,,0,,0,,0,,0,,0,,0,,1,15,1,11,0,,0,,3,13,1,13,0,,1,15,1,15,1,6,1,8,1,8,1,10,1,16,0,,5,15,0,,0,,0,,0,,1,1,,,,,,,1,0,,,3,,5,,2,,1,2,2,2,2,2,2,2,2,2,2,4000,0,2,,,0,9,,,,0
2505010012,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,7,7,2,2,7,7,7,7,1,1,1,1,1,1,7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,1,13,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,15,,2,,,5,,2,,2,2,2,2,2,1,2,2,2,2,2,2400,0,2,,,0,2,,,,0
2505010219,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,2,7,0,7,0,7,2,7,7,7,1,2,2,2,2,0,,0,,0,,0,,2,16,0,,0,,0,,0,,0,,1,15,0,,1,10,1,15,0,,0,,1,15,0,,0,,1,12,1,12,1,10,1,11,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,1,0,,,,,5,6,2,,2,2,2,2,2,1,2,2,2,2,2,1000,300,2,,,0,2,,,,0
2504096901,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,7,7,2,7,7,7,7,7,1,2,1,1,2,0,,0,,1,14,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,8,1,14,0,,0,,1,13,0,,1,12,1,7,1,4,1,6,1,10,0,,1,13,0,,0,,0,,0,,2,,,,,,,,0,5,,2,,,5,,2,,1,2,2,2,2,2,1,1,2,2,2,2600,0,2,,,0,2,,,,0
2504096902,1,0,0,0,0,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,7,5,6,2,4,7,0,7,7,7,4,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,7,0,,0,,0,,1,8,0,,0,,1,5,1,9,1,10,1,8,0,,1,13,0,,0,,0,,0,,2,,,,,,,,0,5,,,,,,6,2,,2,2,2,2,2,1,2,1,2,2,2,2000,0,2,,,0,2,,,,0
2504096903,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,4,5,7,2,7,7,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,1,13,0,,1,12,1,7,1,5,1,9,1,10,0,,1,14,0,,0,,0,,0,,2,,,,,,,,0,10,,2,,,5,,2,,2,2,2,2,2,1,2,2,2,2,2,3000,0,2,,,0,2,,,,0
2504096904,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,7,4,7,1,7,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,1,15,0,,0,,1,7,0,,0,,1,5,1,7,1,9,1,12,1,95,1,13,0,,0,,0,,0,,2,,,,,,,1,0,10,,2,,,5,,1,,2,2,2,2,2,2,2,1,2,2,2,2500,600,2,,,0,9,,,,0
2504096905,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,4,4,5,7,0,7,7,7,7,2,1,2,1,1,2,1,15,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,0,,1,14,0,,0,,1,13,0,,1,14,1,14,1,14,1,14,1,16,0,,1,15,0,,0,,0,,1,15,2,,,,,,,,0,10,,2,,,5,,1,,2,2,2,2,2,1,2,2,2,2,2,2200,200,2,,,0,2,,,,0
2504096906,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,7,4,7,1,7,7,7,7,7,1,2,1,1,1,0,,0,,1,7,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,5,0,,0,,0,,1,9,0,,1,11,1,7,1,9,1,11,1,14,0,,1,12,0,,1,15,0,,0,,2,,,,,,,,0,10,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2550,900,2,,,0,2,,,,0
2504106207,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,1,5,5,2,7,0,7,1,7,5,0,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,0,,0,,0,,1,15,1,97,1,13,0,,0,,1,99,0,,0,,0,,0,,2,,,,,,,2,0,30,,2,3,,,,2,,2,2,2,2,2,2,1,2,2,2,2,2500,0,2,,,0,1,3,,,0
2504106208,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,7,1,1,7,7,7,7,0,1,2,1,2,2,0,,1,15,0,,1,10,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,14,1,16,0,,1,14,0,,1,15,1,10,1,11,1,6,1,14,1,15,2,15,0,,0,,0,,0,,2,,,,,,,,0,10,,2,,,,,1,,1,2,2,2,2,1,2,2,2,2,2,3660,0,2,,,0,1,3,,,0
2504106209,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,4,4,1,5,2,7,7,5,2,1,1,2,1,1,1,3,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,14,1,14,0,,1,12,1,9,1,9,1,1,1,1,1,7,1,4,0,,3,2,0,,1,11,1,11,1,13,1,,,,,5,,,0,30,,,3,,,,1,,1,2,2,2,2,2,2,2,2,2,2,4350,0,2,,,0,1,2,1,1,0
2504106210,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,4,7,1,3,7,7,7,7,1,1,1,1,2,1,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,2,13,0,,0,,1,13,0,,1,13,1,10,1,10,1,10,1,10,0,,3,13,0,,0,,0,,0,,1,1,,,,,,,0,10,,2,,,,,2,,1,2,2,2,2,2,2,1,2,2,2,6200,0,2,,,0,1,2,2,1,0
2504106211,1,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,,,,7,4,4,5,2,7,1,7,7,7,7,0,1,1,1,1,1,1,14,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,9,0,,1,8,0,,0,,1,10,0,,1,10,0,,1,10,1,10,1,10,0,,1,11,0,,0,,0,,0,,1,1,,,,5,,,0,20,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2100,105,2,,,0,9,,,,0
2504106212,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,4,4,3,1,3,2,2,7,7,7,1,1,1,1,1,2,8,0,,0,,1,14,1,14,0,,0,,0,,0,,0,,0,,0,,0,,3,15,0,,0,,2,12,0,,1,5,1,10,1,15,1,13,2,14,1,10,3,13,1,11,2,14,1,14,0,,1,1,,,,,,2,0,5,,,3,,,,2,,1,2,2,2,1,2,2,2,2,2,1,3260,0,2,,,0,2,,,,0
2504106313,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,7,3,3,3,1,4,0,7,7,7,7,1,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,1,13,0,,0,,0,,1,11,0,,0,,1,11,1,1,1,13,1,13,0,,2,12,0,,0,,0,,0,,2,,,,,,,,1,0,,,3,,,,2,,2,2,2,2,2,1,2,2,2,2,2,2000,0,1,2,7,2,1,2,1,7,88
2504106314,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,4,7,4,7,3,3,7,7,5,4,1,2,1,1,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,1,14,1,12,0,,1,11,0,,1,15,1,11,1,11,1,11,1,16,0,,1,11,0,,0,,0,,0,,2,,,,,,,,1,30,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,3300,0,2,,,0,1,3,,,0
2504106315,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,4,7,7,4,4,1,7,4,7,7,0,1,1,1,1,1,1,7,1,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,14,0,,0,,1,11,1,10,1,15,1,14,1,14,1,10,1,13,0,,0,,1,9,1,14,1,15,0,,1,,,,,,6,,0,5,,2,,,,,2,,2,2,2,2,2,1,1,2,2,2,2,4000,0,2,,,0,2,,,,0
2504106316,1,0,0,0,0,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,7,3,2,1,1,7,0,7,0,7,3,4,1,2,1,1,2,1,13,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,10,0,,0,,1,13,0,,0,,1,11,0,,0,,1,11,1,11,0,,1,11,0,,1,16,0,,0,,0,,0,,1,1,,,,,,,0,20,,,,,,6,2,,2,2,2,2,2,2,2,1,2,2,2,3648,0,2,,,0,1,3,,,0
2504106317,1,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,7,3,7,2,0,1,2,1,1,2,1,3,0,,0,,2,16,1,16,0,,0,,0,,0,,1,10,1,15,1,15,2,9,1,16,0,,0,,1,13,0,,1,15,1,8,1,5,0,,1,15,0,,2,12,0,,0,,0,,0,,1,,2,,,,,1,0,20,,2,,,,,1,,2,2,2,2,2,2,2,1,2,2,2,8040,0,2,,,0,1,3,,,0
2504106318,1,0,0,0,0,1,2,1,1,2,1,2,2,2,,,,,,,,7,2,7,7,3,4,1,7,6,7,7,7,1,1,1,1,1,2,16,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,86,1,15,0,,0,,2,15,0,,2,11,1,93,1,16,1,10,1,13,1,90,2,13,0,,1,13,0,,0,,1,,,,,,6,1,0,10,,,3,4,,,1,,1,2,2,2,2,2,2,2,2,2,2,3500,0,2,,,0,1,3,,,0
2504106401,1,0,0,0,0,1,1,1,1,2,1,2,2,2,,,,,,,,7,3,2,1,1,7,1,7,2,7,5,1,1,2,1,2,2,0,,0,,0,,0,,1,10,0,,0,,0,,0,,0,,0,,0,,1,9,0,,0,,0,,1,12,0,,0,,1,5,1,5,0,,1,12,0,,2,10,0,,0,,0,,0,,2,,,,,,,,0,15,,,3,,5,,1,,2,2,2,2,2,1,2,1,2,2,2,2200,300,2,,,0,2,,,,0
2504106402,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,2,1,2,7,1,7,6,7,1,7,1,1,1,1,2,0,,0,,0,,0,,0,,1,13,0,,0,,0,,0,,0,,0,,1,10,0,,0,,0,,1,8,0,,0,,1,2,1,1,1,10,1,14,0,,2,14,0,,0,,0,,0,,2,,,,,,,,0,20,1,,,,5,,2,,1,2,2,2,2,1,2,1,2,2,2,2000,100,2,,,0,2,,,,0
