Número de registro o fila,Nombre de campo,Dato publicado,Dato nuevo,Estatus del cambio,Fecha de modificación,Observaciones del cambio
16354,factor,837,777,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16355,factor,837,777,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16356,factor,837,777,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16357,factor,837,777,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16358,factor,837,777,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16359,factor,837,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16360,factor,837,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16361,factor,837,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16362,factor,837,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16363,factor,837,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16364,factor,837,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16365,factor,837,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16366,factor,837,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16367,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16368,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16369,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16370,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16371,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16372,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16373,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16374,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16375,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16376,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16377,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16378,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16379,factor,564,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16380,factor,572,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16381,factor,572,726,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16382,factor,572,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16383,factor,572,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16384,factor,591,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16385,factor,1129,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16386,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16387,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16388,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16389,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16390,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16391,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16392,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16393,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16394,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16395,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16396,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16397,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16398,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16399,factor,710,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16400,factor,837,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16401,factor,837,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16402,factor,837,750,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16403,factor,837,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16404,factor,837,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16405,factor,837,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16406,factor,837,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16407,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16408,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16409,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16410,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16411,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16412,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16413,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16414,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16415,factor,865,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16416,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16417,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16418,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16419,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16420,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16421,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16422,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16423,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16424,factor,572,690,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16425,factor,572,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16426,factor,572,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16427,factor,572,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16428,factor,572,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16429,factor,572,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16430,factor,572,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16431,factor,676,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16432,factor,676,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16433,factor,591,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16434,factor,591,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16435,factor,591,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16436,factor,591,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16437,factor,591,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16438,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16439,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16440,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16441,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16442,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16443,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16444,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16445,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16446,factor,602,632,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16447,factor,602,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16448,factor,602,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16449,factor,602,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16450,factor,602,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16451,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16452,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16453,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16454,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16455,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16456,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16457,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16458,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16459,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16460,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16461,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16462,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16463,factor,865,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16464,factor,747,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16465,factor,747,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16466,factor,747,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16467,factor,747,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16468,factor,676,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16469,factor,676,652,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16470,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16471,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16472,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16473,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16474,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16475,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16476,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16477,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16478,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
16479,factor,676,812,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
