folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,procampo,mesproc,progan,mesprogan,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
1360999801,1,2,1,5,1,1,2,,,,,,,,,6,1,0,1,0,0,0,1,0,1,0,0,0,640,290,2,0,0,0,0,0,0,0,0,0,,0,,2,4,240,210,0,1680,59.01,51.63,0,413.11,0,302.45
1360999802,1,2,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,1310,0,0,0,322.13,0,0,322.13,0
1360999802,1,2,2,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,210,420,2,0,0,0,0,0,0,0,0,0,,0,,2,4,140,384,0,200,34.42,94.42,0,49.18,79.67,0
1360999803,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,3120,0,0,0,767.21,0,0,767.21,0
1360999804,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5150,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,6270,0,0,0,1541.8,0,0,1541.8,0
1360999804,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,3372,0,180,0,829.18,0,44.26,784.91,0
1360999805,1,1,2,4,1,,2,,,,,,,,,6,10,10,0,10,10,0,0,0,0,0,0,0,0,1250,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,10630,0,1045,0,2613.93,0,256.96,2356.96,0
1360999805,1,2,1,4,1,,2,,,,,,,,,6,1,1,0,0,0,0,1,1,0,0,0,0,0,1000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,5470,0,0,0,1345.08,0,0,1345.08,0
1360999805,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,375,120,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,640,0,400,0,157.37,0,98.36,59.01,0
1360999918,1,1,1,5,1,1,2,,,,,,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,32000,44000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,10752,0,8000,0,2629.56,0,1956.52,673.04,0
1360999920,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,8000,32000,0,1400,1956.52,7826.08,0,342.39,9440.21,0
1361062202,1,1,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,190950,0,2,0,0,0,0,0,0,0,0,0,,3200,6,2,4,55950,9000,0,2400,13910.22,2237.56,0,596.68,15551.1,0
1361062203,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1300,5,0,,2,4,0,1000,0,700,0,248.61,0,174.03,74.58,0
1361062206,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,2,0,0,0,0,0,0,0,0,900,3,0,,2,4,12800,0,0,2100,3182.32,0,0,522.09,2660.22,0
1361062206,1,1,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,44000,38000,2,0,0,0,0,0,0,0,0,0,,1900,7,2,4,0,0,0,2040,0,0,0,507.18,0,507.18
1361062206,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,320,1880,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1928,2576,0,6720,479.33,640.44,0,1670.71,0,550.93
1361062207,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,520,0,0,0,129.28,0,129.28
1361062207,1,2,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,990,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,500,0,0,0,124.3,0,124.3
1361062208,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2,0,0,0,0,0,0,0,0,1200,7,0,,2,4,360,8000,0,50,89.5,1988.95,0,12.43,2066.02,0
1361062208,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,730,250,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,2016,0,0,0,501.21,0,0,501.21,0
1361062209,1,1,2,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,235500,90000,2,0,0,0,0,0,0,0,0,0,,2000,6,2,4,29000,0,0,7509,7209.94,0,0,1866.87,5343.06,0
1361062209,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,1670,190,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1760,2078,0,2000,437.56,516.62,0,497.23,456.96,0
1361062316,1,2,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,510,0,0,0,124.72,0,0,124.72,0
1361062316,1,2,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,800,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,200,0,0,0,48.91,0,48.91
1361062317,1,1,1,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0,0,0,0,0,0,250,1800,2,0,0,0,0,0,0,0,0,1250,5,0,,2,4,0,1590,0,375,0,388.85,0,91.71,297.14,0
1361062318,1,1,1,4,1,,2,,,,,,,,,6,3,3,0,3,3,0,0,0,0,0,0,0,1000,2500,2,0,0,0,0,0,0,0,0,2300,5,0,,2,4,0,4450,0,900,0,1088.31,0,220.1,868.2,0
1361062318,1,4,1,5,1,1,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,2160,1200,2,0,0,0,0,0,0,0,0,0,,0,,2,4,912,432,0,200,223.04,105.65,0,48.91,279.78,0
1361062320,1,1,1,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0,0,0,0,0,0,2250,3500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,2250,5280,0,700,550.27,1291.3,0,171.19,1670.38,0
1361062320,1,1,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,9000,46000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,200,0,0,0,48.91,0,48.91
1361062411,1,1,2,4,1,,2,,,,,,,,,6,1,0,1,0,0,0,1,0,1,0,0,0,0,2060,2,0,0,0,0,0,0,0,0,2000,5,0,,2,4,75,2255,0,0,18.34,551.49,0,0,569.83,0
1361062411,1,1,2,5,1,2,2,,,,,,,,,6,1,0,1,0,0,0,1,0,1,0,0,0,42000,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,1010,0,0,0,247.01,0,247.01
1361062412,1,2,1,5,1,2,2,,,,,,,,,6,1,1,0,0,0,0,1,1,0,0,0,0,7000,4000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,20,0,0,0,4.89,0,4.89
1361062412,1,3,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,380,0,0,0,92.93,0,0,92.93,0
1361062414,1,1,1,4,1,,2,,,,,,,,,6,2,2,0,0,0,0,2,2,0,0,0,0,0,3446,2,0,0,0,0,0,0,0,0,2400,5,0,,2,4,0,4302,0,2300,0,1052.11,0,562.49,489.61,0
1361062414,1,1,1,5,1,2,2,,,,,,,,,6,2,2,0,0,0,0,2,2,0,0,0,0,28000,9000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,5400,0,60,0,1320.65,0,14.67,1305.97,0
1361062414,1,2,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3250,2,0,0,0,0,0,0,0,0,0,,0,,2,4,50,1424,0,0,12.22,348.26,0,0,360.48,0
1361062414,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,560,260,2,0,0,0,0,0,0,0,0,0,,0,,2,4,96,1954,0,160,23.47,477.88,0,39.13,462.22,0
1361074516,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,50,200,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1695,795,0,295,414.53,194.42,0,72.14,536.82,0
860263024,1,1,1,5,1,2,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,48000,15000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,16000,0,0,2500,3913.04,0,0,611.41,3301.63,0
860263025,1,1,1,4,1,,2,,,,,,,,,5,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5500,4,0,,2,4,12000,6600,0,2300,2934.78,1614.13,0,562.49,3986.41,0
860263025,1,1,1,5,1,2,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,100000,6000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,30000,0,0,0,7336.95,0,0,0,7336.95,0
860263026,1,1,1,4,1,,2,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4500,4,0,,2,4,0,3300,0,800,0,807.06,0,195.65,611.41,0
860263026,1,1,1,5,1,2,2,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,16000,7500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,39000,0,0,900,9538.04,0,0,220.1,9317.93,0
860263027,1,1,1,4,1,,2,,,,,,,,,5,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,45000,0,0,0,11005.43,0,11005.43
860263027,1,1,1,5,1,2,2,,,,,,,,,5,2,2,0,2,2,0,0,0,0,0,0,0,552500,496000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,196000,0,0,68000,47934.78,0,0,16630.43,31304.34,0
860263201,1,1,1,4,1,,2,,,,,,,,,1,2,2,0,0,0,0,1,1,0,1,1,0,0,12000,2,0,0,0,0,0,0,0,0,4500,4,0,,2,4,12000,960,0,6000,2983.42,238.67,0,1491.71,1730.38,0
860263201,1,1,1,5,1,2,2,,,,,,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,30000,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,0,0,0,0,0,0,0
860263205,1,1,1,4,1,,2,,,,,,,,,5,1,1,0,0,0,0,1,1,0,0,0,0,0,15000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,27000,0,0,3000,6712.7,0,0,745.85,5966.85,0
860263205,1,1,1,5,1,2,2,,,,,,,,,7,1,1,0,0,0,0,1,1,0,0,0,0,0,8000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,0,0,0,0,0,0,0
860263216,1,2,1,4,1,,2,,,,,,,,,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,350,0,1000,0,87.01,0,248.61,0,161.6
860263216,1,2,1,5,1,2,2,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,69460,3040,2,0,0,0,0,0,0,0,0,0,,0,,2,4,12560,70,0,1000,3122.65,17.4,0,248.61,2891.43,0
860263217,1,1,2,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,100,0,0,0,24.86,0,0,24.86,0
860263217,1,1,2,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,1050,600,2,0,0,0,0,0,0,0,0,0,,0,,2,4,2500,1650,0,0,621.54,410.22,0,0,1031.76,0
860263218,1,1,2,5,1,1,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,4000,2800,0,0,994.47,696.13,0,0,1690.6,0
860263220,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,1500,0,0,0,372.92,0,372.92
860263220,1,1,1,5,1,2,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,20000,0,0,2500,4972.37,0,0,621.54,4350.82,0
860263306,1,1,1,4,1,,1,,,,,5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,0,0,0,1500,0,0,0,0,5000,4,0,,2,3,27000,800,0,39000,6603.26,195.65,0,9538.04,0,2739.13
860263306,1,1,1,5,1,2,1,,,,,5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,50000,0,0,47000,12228.26,0,0,11494.56,733.69,0
860263413,1,1,1,5,1,2,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,59200,32800,2,0,0,0,0,0,0,0,0,6200,6,2400,5,2,3,57400,0,0,35000,14038.04,0,0,8559.78,5478.26,0
860293518,1,1,1,4,1,,1,,,,,,,,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,59900,0,0,0,14649.45,0,14649.45
860293520,1,1,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,2,0,0,0,0,0,0,0,0,2500,4,0,,2,4,7500,0,0,19000,1834.23,0,0,4646.73,0,2812.49
860293520,1,1,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,12000,8000,2,0,0,0,0,0,0,0,0,2500,4,0,,2,4,40000,0,0,15000,9782.6,0,0,3668.47,6114.13,0
860293711,1,1,2,5,1,2,2,,,,,,,,,5,5,3,2,0,0,0,5,3,2,0,0,0,10000,30000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,149900,15000,0,21200,36860.65,3688.52,0,5213.11,35336.06,0
860293712,1,1,1,5,1,2,1,,,,,5,,,,,1,1,0,1,1,0,0,0,0,0,0,0,90400,4000,1,0,0,0,0,0,0,0,3380,0,,0,,2,4,75000,0,0,53550,18442.62,0,0,13168.03,5274.59,0
860293824,1,1,1,4,1,,1,,,,,5,,,,,1,0,1,0,0,0,0,0,0,1,0,1,0,180000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,270000,0,0,23700,66393.44,0,0,5827.86,60565.57,0
860304216,1,2,1,5,1,1,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,19500,1000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,25050,32450,0,34300,6227.9,8067.67,0,8527.62,5767.95,0
860304217,1,1,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,34150,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,32002,298,0,33710,7956.29,74.08,0,8380.93,0,350.55
860304903,1,2,2,5,1,1,2,,,,,,,,,1,2,1,1,0,0,0,2,1,1,0,0,0,500,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,4490,0,7800,0,1098.09,0,1907.6,0,809.51
860309213,1,1,2,4,1,,1,,2,,,5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,73200,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,79300,0,0,33000,19715.46,0,0,8204.41,11511.04,0
860309306,1,1,1,4,1,,2,,,,,,,,,7,1,1,0,1,1,0,0,0,0,0,0,0,6000,50000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,47000,0,0,0,11494.56,0,11494.56
860309306,1,1,1,5,1,1,1,,,,,5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,165000,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,216000,0,0,2200,52826.08,0,0,538.04,52288.04,0
860309916,1,1,2,5,1,1,2,,,,,,,,,6,3,1,2,0,0,0,3,1,2,0,0,0,8200,2000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,3295,3208,0,32400,805.84,784.56,0,7923.91,0,6333.5
860309918,1,1,2,5,1,2,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,8700,0,0,0,2127.71,0,2127.71
860320410,1,1,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0,0,0,0,0,0,0,3000000,1,0,0,0,400000,0,0,0,0,15000,8,0,,2,3,3525000,0,0,2364000,862092.39,0,0,578152.17,283940.21,0
860320421,1,1,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,200000,14000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,441187,2263,0,299400,107898.99,553.45,0,73222.82,35229.61,0
860320423,1,1,1,5,1,1,1,,,,,5,,,,,2,0,2,0,0,0,2,0,2,0,0,0,750000,157500,2,0,0,0,0,0,0,0,0,0,,7000,3,2,3,602250,19272,0,462352,147289.4,4713.26,0,113075.21,38927.44,0
860320424,1,1,1,5,1,1,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,300000,27000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,280650,4166,0,101000,68637.22,1018.85,0,24701.08,44954.99,0
860320716,1,1,2,4,1,,2,,,,,,,,,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,29575,0,0,0,7272.54,0,7272.54
860320716,1,1,2,5,1,2,2,,,,,,,,,6,1,1,0,0,0,0,0,0,0,1,1,0,0,20000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,238000,0,0,52060,58524.59,0,0,12801.63,45722.95,0
860320719,1,1,2,4,1,,2,,,,,,,,,7,3,1,2,0,0,0,3,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,61000,0,0,0,14999.99,0,14999.99
860320719,1,1,2,5,1,1,1,,,,,5,,,,,3,2,1,0,0,0,3,2,1,0,0,0,55000,55000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,720000,14648,0,291300,177049.18,3601.96,0,71631.14,109019.99,0
860337017,1,1,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17000,10,0,,2,4,0,0,0,30000,0,0,0,7336.95,0,7336.95
860337017,1,1,1,5,1,1,1,,,,,5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,72954,4536,0,30100,17842.01,1109.34,0,7361.41,11589.94,0
860337801,1,1,1,4,1,,1,,,,,5,,,,,1,0,1,0,0,0,1,0,1,0,0,0,0,200000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,70000,0,0,35000,17213.11,0,0,8606.55,8606.55,0
860337801,1,1,1,5,1,1,1,,,,,5,,,,,1,0,1,0,0,0,1,0,1,0,0,0,330000,90000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,284762,19198,0,207000,70023.44,4720.81,0,50901.63,23842.62,0
860337803,1,1,1,4,1,,1,,,,,5,,,,,2,1,1,0,0,0,2,1,1,0,0,0,0,35000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,52000,1100,0,32000,12786.88,270.49,0,7868.85,5188.52,0
860337803,1,1,1,5,1,1,1,,,,,5,,,,,3,1,2,0,0,0,3,1,2,0,0,0,216000,117000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,170478,24498,0,146000,41920.81,6024.09,0,35901.63,12043.27,0
1160461314,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,20,1200,1,0,0,0,0,0,0,0,100,0,,0,,2,4,0,100,0,875,0,24.45,0,213.99,0,189.53
1160461314,1,1,2,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,600,15,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,2660,0,400,0,650.54,0,97.82,552.71,0
1160461321,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,10000,4000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,14600,3285,0,3400,3570.65,803.39,0,831.52,3542.52,0
1160461322,1,1,1,5,1,1,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,60000,12000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,77745,0,0,39000,19013.72,0,0,9538.04,9475.67,0
1160461323,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,20000,16000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,35770,0,0,9500,8748.09,0,0,2323.36,6424.72,0
1160461325,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,20000,4000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,22630,3285,0,6600,5534.51,803.39,0,1614.13,4723.77,0
1160461407,1,1,2,4,1,,2,,,,,,,,,7,1,1,0,0,0,0,1,1,0,0,0,0,600,2000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,26020,0,0,0,6363.58,0,6363.58
1160461407,1,1,2,5,1,1,2,,,,,,,,,6,1,1,0,0,0,0,1,1,0,0,0,0,5600,28000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,24209,1663,0,22915,5920.67,406.71,0,5604.21,723.17,0
1160461408,1,1,1,4,1,,2,,,,,,,,,7,3,2,1,0,0,0,3,2,1,0,0,0,1500,4500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,30600,0,0,0,7483.69,0,7483.69
1160461408,1,1,1,5,1,1,2,,,,,,,,,5,3,2,1,2,2,0,1,0,1,0,0,0,52500,16000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,116528,2672,0,64860,28498.69,653.47,0,15862.49,13289.67,0
1160461409,1,1,1,5,1,1,2,,,,,,,,,1,1,0,1,0,0,0,1,0,1,0,0,0,126000,2500,2,0,0,0,0,0,0,0,0,0,,0,,2,3,110176,0,0,45320,26945.21,0,0,11083.69,15861.52,0
1160461410,1,1,1,4,1,,1,,,,,5,,,,,1,1,0,0,0,0,1,1,0,0,0,0,0,5000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,20400,0,0,12250,4989.13,0,0,2995.92,1993.2,0
1160461410,1,1,1,5,1,1,2,,,,,,,,,1,1,0,1,0,0,0,1,0,1,0,0,0,154000,18000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,246984,5147,0,144200,60403.69,1258.77,0,35266.3,26396.16,0
1160461501,1,1,1,4,1,,1,,,,,,,,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,150000,0,0,171600,36684.78,0,0,41967.39,0,5282.6
1160461501,1,1,1,5,1,1,1,,,,,,,,8,,3,3,0,3,3,0,0,0,0,0,0,0,327000,170000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,904000,9400,0,633600,221086.95,2298.91,0,154956.52,68429.34,0
1160461503,1,1,2,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,66500,200,0,30800,16263.58,48.91,0,7532.6,8779.89,0
1160461504,1,1,2,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2680,1,0,0,0,0,0,0,0,160,0,,0,,2,4,0,1248,0,100,0,305.21,0,24.45,280.76,0
1160461504,1,2,1,4,1,,2,,,,,,,,,6,3,2,1,0,0,0,3,2,1,0,0,0,0,35000,1,400000,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,237800,0,0,0,58157.6,0,58157.6
1160461504,1,2,1,5,1,2,1,,2,,,,,,,,4,3,1,1,1,0,3,2,1,0,0,0,940000,235000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1555640,7200,0,1193300,380455.43,1760.86,0,291839.67,90376.63,0
1160461505,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,300,0,122500,0,73.36,0,29959.23,0,29885.86
1160461505,1,1,1,5,1,1,2,,,,,,,,,6,2,2,0,1,1,0,1,1,0,0,0,0,305400,150200,2,0,0,0,0,0,0,0,0,0,,0,,2,4,523952,5892,0,208900,128140.43,1440.97,0,51089.67,78491.73,0
1160461617,1,1,1,5,1,1,2,,,,,,,,,5,1,0,1,0,0,0,1,0,1,0,0,0,224000,60800,2,0,0,0,0,0,0,0,0,0,,0,,2,4,176496,2304,0,39600,43400.65,566.55,0,9737.7,34229.5,0
1160461618,1,1,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,12000,7500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,16425,0,0,3000,4038.93,0,0,737.7,3301.22,0
1160461620,1,1,2,5,1,1,2,,,,,,,,,4,1,0,1,0,0,0,1,0,1,0,0,0,20000,4000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,8220,0,0,13750,2021.31,0,0,3381.14,0,1359.83
1160483021,1,1,1,4,1,,2,,,,,,,,,1,2,2,0,0,0,0,2,2,0,0,0,0,0,12000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,6000,0,4900,0,1467.39,0,1198.36,269.02,0
1160483021,1,1,1,5,1,1,2,,,,,,,,,1,2,2,0,0,0,0,2,2,0,0,0,0,45000,7500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,20000,3520,0,13000,4891.3,860.86,0,3179.34,2572.82,0
1160483022,1,2,1,4,1,,2,,,,,,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,7000,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,4950,0,2800,0,1210.59,0,684.78,525.81,0
1160483022,1,2,1,5,1,1,2,,,,,,,,,5,1,1,0,0,0,0,1,1,0,0,0,0,11700,150,2,0,0,0,0,0,0,0,0,0,,0,,2,3,1120,19460,0,11100,273.91,4759.23,0,2714.67,2318.47,0
1160483023,1,1,1,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,3000,14400,2,0,0,0,0,0,0,0,0,0,,0,,2,3,0,10250,0,2400,0,2506.79,0,586.95,1919.83,0
1160483023,1,1,1,5,1,1,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,30700,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,15220,770,0,1000,3722.28,188.31,0,244.56,3666.03,0
1160483023,1,1,1,9,1,,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,3,9000,900,0,480,2201.08,220.1,0,117.39,2303.8,0
