folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,procampo,mesproc,progan,mesprogan,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
2061820217,1,1,1,4,1,,2,,,,,,,,,6,3,3,0,3,3,0,0,0,0,0,0,0,300,4000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,5400,3300,50,900,1342.54,820.44,12.43,223.75,1951.65,0
2061820218,1,1,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0,0,0,0,0,0,0,2000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,690,0,1150,0,171.54,0,285.91,0,114.36
2061820801,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,980,0,0,0,240.98,0,0,240.98,0
2061820801,1,1,2,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,8100,900,0,5660,1991.8,221.31,0,1391.8,821.31,0
2061820802,1,1,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,2450,0,200,0,602.45,0,49.18,553.27,0
2061820803,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,2,0,0,0,0,0,0,0,0,1500,5,0,,2,4,0,2800,0,0,0,688.52,0,0,688.52,0
2061820803,2,1,1,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0,0,0,0,0,0,0,4000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,2450,0,1000,0,602.45,0,245.9,356.55,0
2061820804,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,2,0,0,0,0,0,0,0,0,1500,6,0,,2,4,0,2732,0,0,0,671.8,0,0,671.8,0
2061820805,1,1,2,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0,0,0,0,0,0,0,6000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,825,0,0,0,202.86,0,0,202.86,0
2061820921,1,1,1,4,1,,2,,,,,,,,,6,2,2,0,1,1,0,1,1,0,0,0,0,0,6000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,100,0,1000,0,24.45,0,244.56,0,220.1
2061848316,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,2500,0,430,0,611.41,0,105.16,506.24,0
1604802423,1,3,1,5,1,1,2,,,,,,,,,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,5392,272,0,3000,1318.69,66.52,0,733.69,651.52,0
1604802704,1,2,2,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,400,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,300,265,0,300,73.77,65.16,0,73.77,65.16,0
1604823219,1,2,2,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,2875,402,2,0,0,0,0,0,0,0,0,0,,0,,2,4,2175,1048,0,2161,540.74,260.55,0,537.26,264.03,0
1604823222,1,1,2,7,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,0,0,0,0,0,0,0
1604823222,1,2,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,600,100,2,0,0,0,0,0,0,0,0,0,,0,,2,4,660,770,0,0,164.08,191.43,0,0,355.52,0
1604823222,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,500,1760,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,240,0,600,0,59.66,0,149.17,0,89.5
1604823223,1,2,2,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,0,0,0,0,0,0,0
1604823610,1,1,1,5,1,2,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,30000,560,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,2830,0,0,0,695.9,0,695.9
1604823611,1,2,2,5,1,2,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,0,0,0,0,0,0,0
1604823801,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5750,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,2510,0,0,0,617.21,0,617.21
1604823801,1,1,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,0,0,0,0,0,0,0
1604823801,1,2,2,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,180,478,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,350,0,1000,0,86.06,0,245.9,0,159.83
1604823802,1,1,2,4,1,,2,,,,,,,,,1,4,3,1,0,0,0,3,2,1,1,1,0,0,1470,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,2000,0,380,0,491.8,0,93.44,398.36,0
1604823802,1,1,2,5,1,2,2,,,,,,,,,1,2,2,0,0,0,0,2,2,0,0,0,0,3300,500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1100,0,0,330,270.49,0,0,81.14,189.34,0
1604823803,1,1,1,4,1,,2,,,,,,,,,1,3,1,2,0,0,0,2,0,2,1,1,0,0,6900,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,1950,0,0,0,479.5,0,479.5
1604823803,1,1,1,5,1,1,2,,,,,,,,,1,1,0,1,0,0,0,1,0,1,0,0,0,4800,480,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,8754,0,295,0,2152.62,0,72.54,2080.08,0
1604823806,1,2,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,4740,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,1200,0,3425,0,295.08,0,842.21,0,547.13
1604823916,1,2,2,4,1,,2,,,,,,,,,7,2,2,0,0,0,0,2,2,0,0,0,0,0,2925,2,0,0,0,0,0,0,0,0,0,,0,,2,4,300,2340,0,2500,73.36,572.28,0,611.41,34.23,0
1604864014,1,1,1,4,1,,2,,,,,,,,,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2800,6,0,,2,4,29600,40,0,6100,7239.13,9.78,0,1491.84,5757.06,0
1605039402,1,1,2,5,1,2,2,,,,,,,,,6,1,0,1,0,0,0,1,0,1,0,0,0,7500,48000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,78500,0,0,103600,19198.36,0,0,25336.95,0,6138.58
1605088804,1,1,1,4,1,,2,,,,,,,,,6,3,3,0,3,3,0,0,0,0,0,0,0,0,15000,1,0,0,0,0,0,0,20000,0,0,,0,,2,4,0,0,0,21000,0,0,0,5163.93,0,5163.93
1605088804,1,1,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,3410,0,0,0,838.52,0,838.52
1605088804,1,2,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,100,90,2,0,0,0,0,0,0,0,0,0,,0,,2,4,100,0,0,343,24.59,0,0,84.34,0,59.75
1605537313,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,600,0,6450,0,146.73,0,1577.44,0,1430.7
1605599222,1,1,1,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,1000,1500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,3600,0,4250,0,895.02,0,1056.62,0,161.6
1605599222,1,1,1,5,1,2,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,1200,26600,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,0,0,0,0,0,0,0
1605599223,1,1,1,4,1,,1,,,,,5,,,,,1,1,0,0,0,0,1,1,0,0,0,0,0,9000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,15300,0,0,29400,3803.86,0,0,7309.39,0,3505.52
1605599223,1,1,1,5,1,2,1,,,,,5,,,,,1,1,0,0,0,0,1,1,0,0,0,0,80000,5000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,1300,0,0,0,323.2,0,323.2
1605599607,1,1,1,5,1,1,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,320,165,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,560,0,1300,0,137.7,0,319.67,0,181.96
1605599607,1,2,1,4,1,,2,,,,,,,,,6,3,3,0,3,3,0,0,0,0,0,0,0,0,46000,1,0,0,0,1500,0,0,0,0,2500,11,0,,2,3,57340,0,0,44960,14099.99,0,0,11055.73,3044.26,0
1605599611,1,1,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0,0,0,0,0,0,0,49000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,49500,0,0,28400,12172.13,0,0,6983.6,5188.52,0
1605599806,1,1,1,4,1,,1,,,,4,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,73700,2,0,0,0,0,0,0,0,0,0,,0,,2,4,8710,90,0,7690,2141.8,22.13,0,1890.98,272.95,0
1605599915,1,4,1,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,50,200,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,982,0,0,0,240.16,0,0,240.16,0
1605599916,1,1,1,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0,0,0,0,0,0,300,4000,2,0,0,0,0,0,0,0,0,3000,6,0,,2,4,11460,1160,0,9500,2802.71,283.69,0,2323.36,763.04,0
1605599916,1,1,1,5,1,2,2,,,,,,,,,6,1,1,0,1,1,0,0,0,0,0,0,0,18000,17000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,12000,0,0,3000,2934.78,0,0,733.69,2201.08,0
1605673015,1,1,2,4,1,,1,,2,,,5,,,,,2,1,1,0,0,0,2,1,1,0,0,0,3600,43200,1,0,0,0,0,0,0,50000,0,600,4,0,,2,4,63300,2400,0,99000,15480.97,586.95,0,24211.95,0,8144.02
1605673015,1,1,2,5,1,1,2,,,,,,,,,6,2,1,1,0,0,0,2,1,1,0,0,0,15000,30000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,11700,2880,0,24600,2861.41,704.34,0,6016.3,0,2450.54
1605673015,1,2,2,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,20000,6300,2,0,0,0,0,0,0,0,0,0,,0,,2,4,6300,0,0,17595,1540.76,0,0,4303.12,0,2762.36
1605673708,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,95260,490,0,45000,23424.59,120.49,0,11065.57,12479.5,0
1605673709,1,1,1,4,1,,2,,,,,,,,,3,5,5,0,4,4,0,1,1,0,0,0,0,0,150000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1089809,191,0,987900,267985.81,46.96,0,242926.22,25106.55,0
1605673710,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34100,2,0,0,0,0,0,0,0,0,900,5,0,,2,4,70875,0,0,24300,17428.27,0,0,5975.4,11452.86,0
1605684402,1,4,2,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0,0,0,0,0,0,0,20000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,56250,7500,0,41450,13756.79,1834.23,0,10137.22,5453.8,0
1605684406,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,6000,3900,0,4640,1467.39,953.8,0,1134.78,1286.41,0
1605684919,1,1,1,4,1,,1,,,,,5,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,126000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,126000,0,0,100680,30815.21,0,0,24622.82,6192.39,0
1605910801,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,7500,0,0,3700,1844.26,0,0,909.83,934.42,0
1605931013,1,2,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,,0,,2,4,299,189,0,0,73.12,46.22,0,0,119.34,0
1605931016,1,1,1,4,1,,2,,,,,,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,5000,2,0,0,0,0,0,0,0,0,6000,10,0,,2,4,3500,7500,0,9360,855.97,1834.23,0,2289.13,401.08,0
1605931321,1,1,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,395,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,60,60,0,75,14.67,14.67,0,18.34,11,0
1605931503,2,2,1,5,1,1,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,500,200,1,0,0,0,1600,0,0,0,0,0,,0,,2,4,0,210,0,0,0,51.35,0,0,51.35,0
1605931504,1,2,1,5,1,1,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,400,180,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,336,0,0,0,82.17,0,0,82.17,0
1760364705,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,1350,0,285,0,331.96,0,70.08,261.88,0
1760364821,1,1,1,4,1,,2,,,,,,,,,1,4,4,0,0,0,0,0,0,0,4,4,0,0,13605,1,0,0,0,0,0,4200,0,0,4100,6,0,,2,4,0,3150,0,6760,0,774.59,0,1662.29,0,887.7
1760364821,1,1,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,81000,37500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,21500,0,0,7050,5286.88,0,0,1733.6,3553.27,0
1760364821,1,1,2,7,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,800,640,0,420,196.72,157.37,0,103.27,250.81,0
1760364824,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,2,0,0,0,0,0,0,0,0,2000,7,0,,2,4,0,0,0,3600,0,0,0,885.24,0,885.24
1760385001,1,1,1,4,1,,2,,,,,,,,,5,14,7,7,10,5,5,4,2,2,0,0,0,3000,10000,2,0,0,0,0,0,0,0,0,1250,7,0,,2,4,17240,13990,2000,30700,4216.3,3421.46,489.13,7508.15,618.74,0
1760385001,1,1,1,5,1,1,2,,,,,,,,,5,1,1,0,0,0,0,1,1,0,0,0,0,15000,4000,2,0,0,0,0,0,0,0,0,0,,8500,6,2,4,15000,18560,0,1500,3668.47,4539.13,0,366.84,7840.76,0
1760385003,1,1,1,4,1,,2,,,,,,,,,5,2,2,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,50000,300,0,55000,12228.26,73.36,0,13451.08,0,1149.45
1760385209,1,1,1,4,1,,2,,,,,,,,,6,10,7,3,10,7,3,0,0,0,0,0,0,300000,100000,1,0,0,0,0,0,0,500000,0,0,,0,,2,3,846480,3480,0,956000,210450.82,865.19,0,237679.55,0,26363.53
1760385209,1,4,1,4,1,,2,,,,,,,,,5,5,5,0,5,5,0,0,0,0,0,0,0,0,150000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,58250,250,0,155000,14482.04,62.15,0,38535.91,0,23991.71
1760385210,1,1,1,4,1,,2,,,,,,,,,5,10,10,0,10,10,0,0,0,0,0,0,0,800000,0,1,0,0,0,0,0,0,100000,0,0,,0,,2,3,2523500,19500,0,1020000,627389.5,4848.06,0,253591.16,378646.4,0
1760385913,1,1,1,4,1,,2,,,,,,,,,5,3,3,0,3,3,0,0,0,0,0,0,0,0,60000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,0,0,0,44000,0,0,0,10760.86,0,10760.86
1760385914,1,1,1,4,1,,2,,,,,,,,,5,1,1,0,1,1,0,0,0,0,0,0,0,0,15000,2,0,0,0,0,0,0,0,0,5000,6,0,,2,4,16400,2760,0,19500,4010.86,674.99,0,4769.02,0,83.15
1760385914,1,3,1,4,1,,2,,,,,,,,,5,3,3,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,156500,3575,0,42000,38274.45,874.32,0,10271.73,28877.03,0
1760431722,1,1,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,48000,0,0,10740,11803.27,0,0,2640.98,9162.29,0
1760431815,1,1,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,3000,7000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,12000,0,7000,15300,2950.81,0,1721.31,3762.29,909.83,0
1800085405,1,1,1,4,1,,1,,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,2,0,0,0,0,0,0,0,0,0,,0,,2,3,209400,300,0,116200,51211.95,73.36,0,28418.47,22866.84,0
1800085405,1,1,1,5,1,2,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,2,0,0,0,0,0,0,0,0,0,,0,,2,3,100000,2000,0,70950,24456.52,489.13,0,17351.9,7593.74,0
1800148905,1,1,2,9,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,34200,2850,0,10309,8364.13,697.01,0,2521.22,6539.91,0
1800167501,1,1,1,4,1,,2,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,0,,0,,2,4,0,0,0,10000,0,0,0,2445.65,0,2445.65
1800332403,1,1,2,4,1,,2,,,,,,,,,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,3,9000,0,0,146400,2201.08,0,0,35804.34,0,33603.26
1800340801,1,1,2,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,500,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,50,1710,0,1740,12.29,420.49,0,427.86,4.91,0
1800373206,1,2,1,5,1,1,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,355,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,774,0,516,0,192.43,0,128.28,64.14,0
1800379601,1,1,1,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,3080,900,0,600,757.37,221.31,0,147.54,831.14,0
1800509203,1,2,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,100,0,15,0,24.86,0,3.72,21.13,0
1800534406,1,1,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,9900,2309,0,2808,2421.19,564.7,0,686.73,2299.15,0
1800696703,1,2,1,4,1,,2,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,43500,0,0,0,10696.72,0,10696.72
1800793903,1,2,2,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,250,0,0,0,61.14,0,0,61.14,0
1800980006,1,1,1,4,1,,2,,,,,,,,,1,1,0,1,0,0,0,1,0,1,0,0,0,0,900,2,0,0,0,0,0,0,0,0,0,,0,,2,4,14400,0,0,10300,3521.73,0,0,2519.02,1002.71,0
1801052315,1,1,1,4,1,,1,,,,,5,,,,,7,7,0,7,7,0,0,0,0,0,0,0,0,312000,2,0,0,0,0,0,0,0,0,6300,4,0,,2,4,0,0,0,119500,0,0,0,29225.54,0,29225.54
1801052317,1,3,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,200000,88000,2,0,0,0,0,0,0,0,0,4000,5,0,,2,4,0,20075,0,16800,0,4909.64,0,4108.69,800.95,0
1801052606,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,300,22500,1,0,0,0,0,4500,0,0,0,0,,0,,2,4,25200,1000,0,25400,6196.72,245.9,0,6245.9,196.72,0
1801067722,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,600,0,2980,0,147.54,0,732.78,0,585.24
1801070320,1,1,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,8600,720,0,10190,2103.26,176.08,0,2492.11,0,212.77
1801070324,1,3,2,4,1,,2,,,,,,,,,2,1,1,0,0,0,0,0,0,0,1,1,0,0,600,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,550,0,0,0,134.51,0,134.51
1801070514,1,1,2,5,1,1,2,,,,,,,,,6,1,1,0,0,0,0,1,1,0,0,0,0,300,200,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,1050,0,0,0,256.79,0,256.79
1801070518,1,2,1,5,1,1,2,,,,,,,,,6,2,2,0,1,1,0,1,1,0,0,0,0,1500,600,2,0,0,0,0,0,0,0,0,0,,0,,2,4,250,2616,0,5916,61.14,639.78,0,1446.84,0,745.92
1801090921,1,1,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0,0,0,0,0,0,0,15000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,8130,0,0,0,1988.31,0,1988.31
1801090923,1,1,1,4,1,,1,,,,,5,,,,,12,12,0,12,12,0,0,0,0,0,0,0,0,60000,1,0,0,0,0,0,0,185000,0,35000,8,0,,2,4,30000,0,0,137400,7336.95,0,0,33603.26,0,26266.3
1801090923,1,1,1,5,1,2,1,,,,,5,,,,,1,1,0,1,1,0,0,0,0,0,0,0,705000,126000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,171000,0,0,50095,41820.65,0,0,12251.49,29569.15,0
1801101207,1,1,1,4,1,,1,,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,0,0,0,0,0,0,0,0,0,,0,,2,4,27600,40,0,1900,6861.87,9.94,0,472.37,6399.44,0
1801163905,1,1,1,4,1,,1,,,,,5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,0,0,0,4700,0,0,0,0,0,,0,,2,4,147000,450,0,110950,35951.08,110.05,0,27134.51,8926.63,0
1801163906,1,1,1,4,1,,1,,,,,5,,,,,3,3,0,3,3,0,0,0,0,0,0,0,0,483000,2,0,0,0,0,0,0,0,0,0,,0,,2,4,477030,0,0,240225,116664.94,0,0,58750.67,57914.26,0
1801167706,1,1,2,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,1600,0,485,0,393.44,0,119.26,274.18,0
1801176602,1,1,1,4,1,,1,,,,,5,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,264000,2,0,0,0,0,0,0,0,0,2200,2,0,,2,3,316800,0,0,257100,77901.63,0,0,63221.31,14680.32,0
1801176602,1,1,1,5,1,1,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,132000,15540,2,0,0,0,0,0,0,0,0,0,,0,,2,3,34475,0,0,11100,8477.45,0,0,2729.5,5747.95,0
1801179502,1,1,2,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,2,0,0,0,0,0,0,0,0,0,,0,,2,4,19313,1770,0,12200,4723.28,432.88,0,2983.69,2172.47,0
1801268001,1,1,2,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1083,465,0,30,264.86,113.72,0,7.33,371.24,0
1801268004,1,2,1,4,1,,2,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1235,920,0,0,302.03,224.99,0,0,527.03,0
1960252405,1,2,1,5,1,1,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,3990,20,2,0,0,0,0,0,0,0,0,0,,0,,2,4,900,7950,0,2400,220.1,1944.29,0,586.95,1577.44,0
1960252407,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,2,0,0,0,0,0,0,0,0,15000,5,0,,2,4,0,0,0,1400,0,0,0,342.39,0,342.39
1960252407,1,1,1,5,1,2,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,200000,21770,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,0,0,22470,0,0,0,5495.38,0,5495.38
1960252408,1,1,1,4,1,,2,,,,,,,,,6,1,1,0,0,0,0,1,1,0,0,0,0,0,1625,2,0,0,0,0,0,0,0,0,0,,0,,2,4,4500,600,0,16250,1100.54,146.73,0,3974.18,0,2726.9
1960252408,1,1,1,5,1,1,2,,,,,,,,,6,2,1,1,0,0,0,2,1,1,0,0,0,83500,0,2,0,0,0,0,0,0,0,0,12000,7,0,,2,4,4050,7850,0,47640,990.48,1919.83,0,11651.08,0,8740.76
1960252409,1,1,1,4,1,,2,,,,,,,,,6,6,6,0,6,6,0,0,0,0,0,0,0,0,14200,2,0,0,0,0,0,0,0,0,20000,5,0,,2,4,17050,0,0,16050,4169.83,0,0,3925.27,244.56,0
1960252511,1,1,1,4,1,,2,,,,,,,,,6,1,1,0,0,0,0,1,1,0,0,0,0,46000,7000,2,0,0,0,0,0,0,0,0,5200,5,0,,2,4,0,9680,0,17500,0,2367.39,0,4279.89,0,1912.49
1960252511,1,1,1,5,1,1,2,,,,,,,,,5,1,1,0,0,0,0,1,1,0,0,0,0,273680,4010,2,0,0,0,0,0,0,0,0,0,,7200,5,2,4,61240,11260,0,5800,14977.17,2753.8,0,1418.47,16312.49,0
1960252513,1,1,1,4,1,,2,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,500,0,2,0,0,0,0,0,0,0,0,0,,0,,2,4,0,2000,0,4400,0,489.13,0,1076.08,0,586.95
