ubica_geo,cve_ent,nom_ent,cve_mun,nom_mun,cve_loc,nom_loc 
10010000,1,Aguascalientes,1,Aguascalientes,0,Sin nombre de localidad
10020000,1,Aguascalientes,2,Asientos,0,Sin nombre de localidad
10030000,1,Aguascalientes,3,Calvillo,0,Sin nombre de localidad
10040000,1,Aguascalientes,4,Cosío,0,Sin nombre de localidad
10050000,1,Aguascalientes,5,Jesús María,0,Sin nombre de localidad
10060000,1,Aguascalientes,6,Pabellón de Arteaga,0,Sin nombre de localidad
10070000,1,Aguascalientes,7,Rincón de Romos,0,Sin nombre de localidad
10090000,1,Aguascalientes,9,Tepezalá,0,Sin nombre de localidad
10100000,1,Aguascalientes,10,El Llano,0,Sin nombre de localidad
10110000,1,Aguascalientes,11,San Francisco de los Romo,0,Sin nombre de localidad
20010000,2,Baja California,1,Ensenada,0,Sin nombre de localidad
20020000,2,Baja California,2,Mexicali,0,Sin nombre de localidad
20030000,2,Baja California,3,Tecate,0,Sin nombre de localidad
20040000,2,Baja California,4,Tijuana,0,Sin nombre de localidad
20050000,2,Baja California,5,Playas de Rosarito,0,Sin nombre de localidad
30010000,3,Baja California Sur,1,Comondú,0,Sin nombre de localidad
30020000,3,Baja California Sur,2,Mulegé,0,Sin nombre de localidad
30030000,3,Baja California Sur,3,La Paz,0,Sin nombre de localidad
30080000,3,Baja California Sur,8,Los Cabos,0,Sin nombre de localidad
30090000,3,Baja California Sur,9,Loreto,0,Sin nombre de localidad
40010000,4,Campeche,1,Calkiní,0,Sin nombre de localidad
40020000,4,Campeche,2,Campeche,0,Sin nombre de localidad
40030000,4,Campeche,3,Carmen,0,Sin nombre de localidad
40040000,4,Campeche,4,Champotón,0,Sin nombre de localidad
40050000,4,Campeche,5,Hecelchakán,0,Sin nombre de localidad
40060000,4,Campeche,6,Hopelchén,0,Sin nombre de localidad
40070000,4,Campeche,7,Palizada,0,Sin nombre de localidad
40080000,4,Campeche,8,Tenabo,0,Sin nombre de localidad
40090000,4,Campeche,9,Escárcega,0,Sin nombre de localidad
40100000,4,Campeche,10,Calakmul,0,Sin nombre de localidad
40110000,4,Campeche,11,Candelaria,0,Sin nombre de localidad
50020000,5,Coahuila de Zaragoza,2,Acuña,0,Sin nombre de localidad
50030000,5,Coahuila de Zaragoza,3,Allende,0,Sin nombre de localidad
50040000,5,Coahuila de Zaragoza,4,Arteaga,0,Sin nombre de localidad
50060000,5,Coahuila de Zaragoza,6,Castaños,0,Sin nombre de localidad
50070000,5,Coahuila de Zaragoza,7,Cuatro Ciénegas,0,Sin nombre de localidad
50090000,5,Coahuila de Zaragoza,9,Francisco I. Madero,0,Sin nombre de localidad
50100000,5,Coahuila de Zaragoza,10,Frontera,0,Sin nombre de localidad
50140000,5,Coahuila de Zaragoza,14,Jiménez,0,Sin nombre de localidad
50170000,5,Coahuila de Zaragoza,17,Matamoros,0,Sin nombre de localidad
50180000,5,Coahuila de Zaragoza,18,Monclova,0,Sin nombre de localidad
50190000,5,Coahuila de Zaragoza,19,Morelos,0,Sin nombre de localidad
50200000,5,Coahuila de Zaragoza,20,Múzquiz,0,Sin nombre de localidad
50210000,5,Coahuila de Zaragoza,21,Nadadores,0,Sin nombre de localidad
50220000,5,Coahuila de Zaragoza,22,Nava,0,Sin nombre de localidad
50230000,5,Coahuila de Zaragoza,23,Ocampo,0,Sin nombre de localidad
50240000,5,Coahuila de Zaragoza,24,Parras,0,Sin nombre de localidad
50250000,5,Coahuila de Zaragoza,25,Piedras Negras,0,Sin nombre de localidad
50260000,5,Coahuila de Zaragoza,26,Progreso,0,Sin nombre de localidad
50270000,5,Coahuila de Zaragoza,27,Ramos Arizpe,0,Sin nombre de localidad
50280000,5,Coahuila de Zaragoza,28,Sabinas,0,Sin nombre de localidad
50300000,5,Coahuila de Zaragoza,30,Saltillo,0,Sin nombre de localidad
50310000,5,Coahuila de Zaragoza,31,San Buenaventura,0,Sin nombre de localidad
50320000,5,Coahuila de Zaragoza,32,San Juan de Sabinas,0,Sin nombre de localidad
50330000,5,Coahuila de Zaragoza,33,San Pedro,0,Sin nombre de localidad
50350000,5,Coahuila de Zaragoza,35,Torreón,0,Sin nombre de localidad
50360000,5,Coahuila de Zaragoza,36,Viesca,0,Sin nombre de localidad
50370000,5,Coahuila de Zaragoza,37,Villa Unión,0,Sin nombre de localidad
50380000,5,Coahuila de Zaragoza,38,Zaragoza,0,Sin nombre de localidad
60010000,6,Colima,1,Armería,0,Sin nombre de localidad
60020000,6,Colima,2,Colima,0,Sin nombre de localidad
60030000,6,Colima,3,Comala,0,Sin nombre de localidad
60040000,6,Colima,4,Coquimatlán,0,Sin nombre de localidad
60050000,6,Colima,5,Cuauhtémoc,0,Sin nombre de localidad
60060000,6,Colima,6,Ixtlahuacán,0,Sin nombre de localidad
60070000,6,Colima,7,Manzanillo,0,Sin nombre de localidad
60080000,6,Colima,8,Minatitlán,0,Sin nombre de localidad
60090000,6,Colima,9,Tecomán,0,Sin nombre de localidad
60100000,6,Colima,10,Villa de Álvarez,0,Sin nombre de localidad
70010000,7,Chiapas,1,Acacoyagua,0,Sin nombre de localidad
70020000,7,Chiapas,2,Acala,0,Sin nombre de localidad
70030000,7,Chiapas,3,Acapetahua,0,Sin nombre de localidad
70040000,7,Chiapas,4,Altamirano,0,Sin nombre de localidad
70060000,7,Chiapas,6,Amatenango de la Frontera,0,Sin nombre de localidad
70090000,7,Chiapas,9,Arriaga,0,Sin nombre de localidad
70130000,7,Chiapas,13,Bochil,0,Sin nombre de localidad
70170000,7,Chiapas,17,Cintalapa,0,Sin nombre de localidad
70180000,7,Chiapas,18,Coapilla,0,Sin nombre de localidad
70190000,7,Chiapas,19,Comitán de Domínguez,0,Sin nombre de localidad
70210000,7,Chiapas,21,Copainalá,0,Sin nombre de localidad
70230000,7,Chiapas,23,Chamula,0,Sin nombre de localidad
70240000,7,Chiapas,24,Chanal,0,Sin nombre de localidad
70270000,7,Chiapas,27,Chiapa de Corzo,0,Sin nombre de localidad
70290000,7,Chiapas,29,Chicoasén,0,Sin nombre de localidad
70340000,7,Chiapas,34,Frontera Comalapa,0,Sin nombre de localidad
70370000,7,Chiapas,37,Huehuetán,0,Sin nombre de localidad
70410000,7,Chiapas,41,La Independencia,0,Sin nombre de localidad
70460000,7,Chiapas,46,Jiquipilas,0,Sin nombre de localidad
70470000,7,Chiapas,47,Jitotol,0,Sin nombre de localidad
70490000,7,Chiapas,49,Larráinzar,0,Sin nombre de localidad
70510000,7,Chiapas,51,Mapastepec,0,Sin nombre de localidad
70530000,7,Chiapas,53,Mazapa de Madero,0,Sin nombre de localidad
70610000,7,Chiapas,61,Ocozocoautla de Espinosa,0,Sin nombre de localidad
70640000,7,Chiapas,64,Oxchuc,0,Sin nombre de localidad
70650000,7,Chiapas,65,Palenque,0,Sin nombre de localidad
70660000,7,Chiapas,66,Pantelhó,0,Sin nombre de localidad
70690000,7,Chiapas,69,Pijijiapan,0,Sin nombre de localidad
70710000,7,Chiapas,71,Villa Comaltitlán,0,Sin nombre de localidad
70750000,7,Chiapas,75,Las Rosas,0,Sin nombre de localidad
70770000,7,Chiapas,77,Salto de Agua,0,Sin nombre de localidad
70780000,7,Chiapas,78,San Cristóbal de las Casas,0,Sin nombre de localidad
70790000,7,Chiapas,79,San Fernando,0,Sin nombre de localidad
70800000,7,Chiapas,80,Siltepec,0,Sin nombre de localidad
70830000,7,Chiapas,83,Socoltenango,0,Sin nombre de localidad
70890000,7,Chiapas,89,Tapachula,0,Sin nombre de localidad
70930000,7,Chiapas,93,Tenejapa,0,Sin nombre de localidad
70960000,7,Chiapas,96,Tila,0,Sin nombre de localidad
70970000,7,Chiapas,97,Tonalá,0,Sin nombre de localidad
70990000,7,Chiapas,99,La Trinitaria,0,Sin nombre de localidad
71010000,7,Chiapas,101,Tuxtla Gutiérrez,0,Sin nombre de localidad
71020000,7,Chiapas,102,Tuxtla Chico,0,Sin nombre de localidad
71030000,7,Chiapas,103,Tuzantán,0,Sin nombre de localidad
71060000,7,Chiapas,106,Venustiano Carranza,0,Sin nombre de localidad
71080000,7,Chiapas,108,Villaflores,0,Sin nombre de localidad
71110000,7,Chiapas,111,Zinacantán,0,Sin nombre de localidad
71120000,7,Chiapas,112,San Juan Cancuc,0,Sin nombre de localidad
71130000,7,Chiapas,113,Aldama,0,Sin nombre de localidad
80060000,8,Chihuahua,6,Bachíniva,0,Sin nombre de localidad
80070000,8,Chihuahua,7,Balleza,0,Sin nombre de localidad
80090000,8,Chihuahua,9,Bocoyna,0,Sin nombre de localidad
80100000,8,Chihuahua,10,Buenaventura,0,Sin nombre de localidad
80110000,8,Chihuahua,11,Camargo,0,Sin nombre de localidad
80120000,8,Chihuahua,12,Carichí,0,Sin nombre de localidad
80160000,8,Chihuahua,16,La Cruz,0,Sin nombre de localidad
80170000,8,Chihuahua,17,Cuauhtémoc,0,Sin nombre de localidad
80180000,8,Chihuahua,18,Cusihuiriachi,0,Sin nombre de localidad
80190000,8,Chihuahua,19,Chihuahua,0,Sin nombre de localidad
80200000,8,Chihuahua,20,Chínipas,0,Sin nombre de localidad
80210000,8,Chihuahua,21,Delicias,0,Sin nombre de localidad
80230000,8,Chihuahua,23,Galeana,0,Sin nombre de localidad
80270000,8,Chihuahua,27,Guachochi,0,Sin nombre de localidad
80280000,8,Chihuahua,28,Guadalupe,0,Sin nombre de localidad
80290000,8,Chihuahua,29,Guadalupe y Calvo,0,Sin nombre de localidad
80300000,8,Chihuahua,30,Guazapares,0,Sin nombre de localidad
80310000,8,Chihuahua,31,Guerrero,0,Sin nombre de localidad
80320000,8,Chihuahua,32,Hidalgo del Parral,0,Sin nombre de localidad
80340000,8,Chihuahua,34,Ignacio Zaragoza,0,Sin nombre de localidad
80350000,8,Chihuahua,35,Janos,0,Sin nombre de localidad
80360000,8,Chihuahua,36,Jiménez,0,Sin nombre de localidad
80370000,8,Chihuahua,37,Juárez,0,Sin nombre de localidad
80380000,8,Chihuahua,38,Julimes,0,Sin nombre de localidad
80400000,8,Chihuahua,40,Madera,0,Sin nombre de localidad
80430000,8,Chihuahua,43,Matachí,0,Sin nombre de localidad
80450000,8,Chihuahua,45,Meoqui,0,Sin nombre de localidad
80470000,8,Chihuahua,47,Moris,0,Sin nombre de localidad
80480000,8,Chihuahua,48,Namiquipa,0,Sin nombre de localidad
80500000,8,Chihuahua,50,Nuevo Casas Grandes,0,Sin nombre de localidad
80510000,8,Chihuahua,51,Ocampo,0,Sin nombre de localidad
80520000,8,Chihuahua,52,Ojinaga,0,Sin nombre de localidad
80530000,8,Chihuahua,53,Praxedis G. Guerrero,0,Sin nombre de localidad
80550000,8,Chihuahua,55,Rosales,0,Sin nombre de localidad
80560000,8,Chihuahua,56,Rosario,0,Sin nombre de localidad
80600000,8,Chihuahua,60,Santa Bárbara,0,Sin nombre de localidad
80620000,8,Chihuahua,62,Saucillo,0,Sin nombre de localidad
80640000,8,Chihuahua,64,El Tule,0,Sin nombre de localidad
90020000,9,Ciudad de México,2,Azcapotzalco,0,Sin nombre de localidad
90030000,9,Ciudad de México,3,Coyoacán,0,Sin nombre de localidad
90040000,9,Ciudad de México,4,Cuajimalpa de Morelos,0,Sin nombre de localidad
90050000,9,Ciudad de México,5,Gustavo A. Madero,0,Sin nombre de localidad
90060000,9,Ciudad de México,6,Iztacalco,0,Sin nombre de localidad
90070000,9,Ciudad de México,7,Iztapalapa,0,Sin nombre de localidad
90080000,9,Ciudad de México,8,La Magdalena Contreras,0,Sin nombre de localidad
90090000,9,Ciudad de México,9,Milpa Alta,0,Sin nombre de localidad
90100000,9,Ciudad de México,10,Álvaro Obregón,0,Sin nombre de localidad
90110000,9,Ciudad de México,11,Tláhuac,0,Sin nombre de localidad
90120000,9,Ciudad de México,12,Tlalpan,0,Sin nombre de localidad
90130000,9,Ciudad de México,13,Xochimilco,0,Sin nombre de localidad
90140000,9,Ciudad de México,14,Benito Juárez,0,Sin nombre de localidad
90150000,9,Ciudad de México,15,Cuauhtémoc,0,Sin nombre de localidad
90160000,9,Ciudad de México,16,Miguel Hidalgo,0,Sin nombre de localidad
90170000,9,Ciudad de México,17,Venustiano Carranza,0,Sin nombre de localidad
100010000,10,Durango,1,Canatlán,0,Sin nombre de localidad
100040000,10,Durango,4,Cuencamé,0,Sin nombre de localidad
100050000,10,Durango,5,Durango,0,Sin nombre de localidad
100060000,10,Durango,6,General Simón Bolívar,0,Sin nombre de localidad
100070000,10,Durango,7,Gómez Palacio,0,Sin nombre de localidad
100080000,10,Durango,8,Guadalupe Victoria,0,Sin nombre de localidad
100090000,10,Durango,9,Guanaceví,0,Sin nombre de localidad
100100000,10,Durango,10,Hidalgo,0,Sin nombre de localidad
100120000,10,Durango,12,Lerdo,0,Sin nombre de localidad
100130000,10,Durango,13,Mapimí,0,Sin nombre de localidad
100150000,10,Durango,15,Nazas,0,Sin nombre de localidad
100160000,10,Durango,16,Nombre de Dios,0,Sin nombre de localidad
100180000,10,Durango,18,El Oro,0,Sin nombre de localidad
100200000,10,Durango,20,Pánuco de Coronado,0,Sin nombre de localidad
100210000,10,Durango,21,Peñón Blanco,0,Sin nombre de localidad
100230000,10,Durango,23,Pueblo Nuevo,0,Sin nombre de localidad
100270000,10,Durango,27,San Juan de Guadalupe,0,Sin nombre de localidad
100280000,10,Durango,28,San Juan del Río,0,Sin nombre de localidad
100300000,10,Durango,30,San Pedro del Gallo,0,Sin nombre de localidad
100310000,10,Durango,31,Santa Clara,0,Sin nombre de localidad
100320000,10,Durango,32,Santiago Papasquiaro,0,Sin nombre de localidad
100390000,10,Durango,39,Nuevo Ideal,0,Sin nombre de localidad
110010000,11,Guanajuato,1,Abasolo,0,Sin nombre de localidad
110020000,11,Guanajuato,2,Acámbaro,0,Sin nombre de localidad
110030000,11,Guanajuato,3,San Miguel de Allende,0,Sin nombre de localidad
110040000,11,Guanajuato,4,Apaseo el Alto,0,Sin nombre de localidad
110050000,11,Guanajuato,5,Apaseo el Grande,0,Sin nombre de localidad
110070000,11,Guanajuato,7,Celaya,0,Sin nombre de localidad
110080000,11,Guanajuato,8,Manuel Doblado,0,Sin nombre de localidad
110090000,11,Guanajuato,9,Comonfort,0,Sin nombre de localidad
110140000,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,0,Sin nombre de localidad
110150000,11,Guanajuato,15,Guanajuato,0,Sin nombre de localidad
110170000,11,Guanajuato,17,Irapuato,0,Sin nombre de localidad
110180000,11,Guanajuato,18,Jaral del Progreso,0,Sin nombre de localidad
110190000,11,Guanajuato,19,Jerécuaro,0,Sin nombre de localidad
110200000,11,Guanajuato,20,León,0,Sin nombre de localidad
110230000,11,Guanajuato,23,Pénjamo,0,Sin nombre de localidad
110250000,11,Guanajuato,25,Purísima del Rincón,0,Sin nombre de localidad
110270000,11,Guanajuato,27,Salamanca,0,Sin nombre de localidad
110280000,11,Guanajuato,28,Salvatierra,0,Sin nombre de localidad
110300000,11,Guanajuato,30,San Felipe,0,Sin nombre de localidad
110310000,11,Guanajuato,31,San Francisco del Rincón,0,Sin nombre de localidad
110320000,11,Guanajuato,32,San José Iturbide,0,Sin nombre de localidad
110330000,11,Guanajuato,33,San Luis de la Paz,0,Sin nombre de localidad
110350000,11,Guanajuato,35,Santa Cruz de Juventino Rosas,0,Sin nombre de localidad
110370000,11,Guanajuato,37,Silao de la Victoria,0,Sin nombre de localidad
110410000,11,Guanajuato,41,Uriangato,0,Sin nombre de localidad
110420000,11,Guanajuato,42,Valle de Santiago,0,Sin nombre de localidad
110430000,11,Guanajuato,43,Victoria,0,Sin nombre de localidad
110440000,11,Guanajuato,44,Villagrán,0,Sin nombre de localidad
110460000,11,Guanajuato,46,Yuriria,0,Sin nombre de localidad
120010000,12,Guerrero,1,Acapulco de Juárez,0,Sin nombre de localidad
120020000,12,Guerrero,2,Ahuacuotzingo,0,Sin nombre de localidad
120070000,12,Guerrero,7,Arcelia,0,Sin nombre de localidad
