folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
1500348202,1,TB08,900,900,880.43
1500348202,1,TB04,2800,0,8129.03
1500348202,1,TB01,10000,0,29032.25
1500348203,1,TB05,400,0,1161.29
1500348204,1,TB08,1900,1900,1858.69
1500348204,1,TB03,360,0,1045.16
1500348204,1,TB02,433,0,1257.09
1500348204,1,TB10,1800,600,1760.86
1500691402,1,TB07,750,0,2177.41
1500691402,1,TR07,250,0,725.8
1500691402,1,TB04,129,0,374.51
1500739302,1,TB08,500,500,489.13
1500739302,1,TR08,1130,530,1105.43
1500739305,1,TB07,200,0,580.64
1500739305,1,TR08,250,250,244.56
1500739305,1,TB02,115,0,333.87
1500739305,1,TB13,500,0,244.56
1500739305,1,TB04,500,0,1451.61
1500739305,1,TB08,1600,1600,1565.21
1500739306,1,TB02,205,0,595.16
1500739306,1,TR04,2000,0,5806.45
1500739306,1,TB03,312,0,905.8
1500941002,1,TB08,1600,900,1565.21
1501482206,1,TB01,1000,0,2903.22
1501709303,1,TB02,47,0,136.45
1501709303,1,TB03,265,0,769.35
1501709304,1,TB11,17002,1700,8316.19
1501709305,1,TB03,2579,0,7487.41
1501709306,1,TB08,400,400,391.3
1501777004,1,TB02,306,0,888.38
1501777004,1,TB03,417,0,1210.64
1502132803,1,TB05,100,0,300
1502132803,1,TB02,270,0,810
1502132806,1,TB10,400,200,391.3
1502204203,1,TB08,1500,1500,1467.39
1502204204,1,TB01,600,0,1741.93
1502818301,1,TB11,2400,400,1173.91
1503486306,1,TB11,2700,0,1320.65
1503740602,1,TB01,2500,0,7500
1504079006,1,TB11,960,480,469.56
1504150806,1,TB11,6800,0,3344.26
1504414703,1,TB03,2078,0,6234
1504414703,1,TB08,400,400,391.3
1504414703,1,TB12,860,860,422.95
1504414703,1,TB01,4000,0,12000
1504414703,1,TB02,942,0,2826
1504727302,1,TB08,3121,0,3053.15
1504727302,1,TB11,1700,0,831.52
1505012205,1,TB08,862,431,843.26
1505223504,1,TB02,67,0,194.51
1505223504,1,TB03,188,0,545.8
1505223504,1,TB08,1050,1050,1027.17
1505223504,1,TB11,1400,0,684.78
1505223504,1,TB13,10000,0,4891.3
1505223506,1,TB11,1500,0,733.69
1505223506,1,TB08,3450,2200,3374.99
1505223506,1,TB03,210,0,609.67
1505223506,1,TB02,98,0,284.51
1505911204,1,TB08,1100,1100,1076.08
1506011202,1,TB03,550,0,1596.77
1506011202,1,TB08,800,0,782.6
1506011202,1,TB02,237,0,688.06
1506011202,1,TB01,436,0,1265.8
1508881605,1,TB01,3000,0,9000
1509480201,1,TB14,2800,400,1392.26
1510827706,1,TB09,120,0,117.39
1512683005,1,TB12,6500,0,3179.34
1512903202,1,TB11,6000,1000,2983.42
1513732501,1,TB02,1445,0,4195.16
1513732501,1,TB06,300,0,870.96
1513732501,1,TB12,3500,0,1711.95
1513732501,1,TB11,11400,0,5576.08
1513732501,1,TB10,1180,0,1154.34
1513732501,1,TB09,8800,8800,8608.69
1513732501,1,TB03,210,0,609.67
1513732501,1,TB05,3500,0,10161.29
1513912405,1,TB11,6000,900,2934.78
1513996006,1,TB09,1650,1650,1614.13
1513996006,1,TB08,9440,9440,9234.78
1513996006,1,TB11,2000,2000,978.26
1514080802,1,TB08,5479,0,5359.89
1514080802,1,TB03,520,0,1560
1514520601,1,TB13,54400,12800,26754.09
1514520601,1,TB08,8200,8200,8021.73
1514520603,1,TB07,800,0,2400
1514520603,1,TB08,8020,3280,7845.65
1514520603,1,TB13,3600,600,1770.49
1514546704,1,TB12,5800,5800,2852.45
1514546704,1,TB14,7500,1300,3688.52
1514546704,1,TB08,5900,3600,5771.73
1514546706,1,TB01,4700,0,14100
1514743401,1,TB08,1600,0,1565.21
1514743406,1,TR03,450,0,1306.45
1514743406,1,TR01,50,0,145.16
1514743406,1,TB08,3830,0,3746.73
1514743406,1,TB07,980,0,2845.16
1514743406,1,TB05,2000,0,5806.45
1514743406,1,TB04,110,0,319.35
1514743406,1,TB03,155,0,449.99
1514743406,1,TB01,2000,0,5806.45
1514743406,1,TB02,14,0,40.64
1514792003,1,TB08,8685,3495,8496.19
1514792003,1,TB03,687,0,1994.51
1514792003,1,TB04,150,0,435.48
1514792004,1,TB01,700,0,2032.25
1514855902,1,TB12,5300,0,2592.39
1514855905,1,TB14,19000,0,9293.47
1514855905,1,TB13,7920,0,3873.91
1514855905,1,TB08,1900,1900,1858.69
1514935806,1,TB01,200,0,600
1514935806,1,TB08,560,280,547.82
1516367605,1,TB04,3200,0,9600
1516367606,1,TB03,484,0,1452
1516367606,1,TB09,1200,400,1173.91
1516367606,1,TB11,2280,380,1121.31
1516515503,1,TB03,150,0,435.48
1516515503,1,TB07,1127,0,3271.93
1516515503,1,TB10,610,610,596.73
1516537404,1,TB02,330,0,958.06
1516537404,1,TB03,1954,0,5672.9
1516778002,1,TB08,600,600,586.95
1517550506,1,TB12,2750,0,1345.1
1517550506,1,TB08,2213,2213,2164.89
1517550506,1,TB02,663,0,1924.83
1517550506,1,TB03,791,0,2296.45
1517819806,1,TB11,2600,600,1278.68
1517819806,1,TB02,412,0,1236
1517819806,1,TB08,8430,4730,8246.73
1517819806,1,TB13,1490,0,732.78
1517819806,1,TB03,587,0,1761
1520971305,1,TB03,1040,0,3019.35
1520971305,1,TB08,10650,0,10418.47
1520971305,1,TB12,1200,0,586.95
1520971305,1,TB02,226,0,656.12
1521379306,1,TB08,700,233,684.78
1521421002,1,TB14,3028,3028,1481.08
1521421003,1,TB02,825,0,2395.16
1521421003,1,TB03,200,0,580.64
1521421003,1,TB07,1200,0,3483.87
1521421003,1,TB01,1000,0,2903.22
1523277701,1,TB07,1300,0,3900
1523277702,1,TB07,326,0,978
1523277703,1,TB07,189,0,567
1523277703,1,TB08,3300,600,3228.26
1523277706,1,TB07,100,0,300
1523277706,1,TB09,1000,0,978.26
1523277706,1,TB12,10000,0,4918.03
1524661602,1,TB12,950,950,467.21
1524677621,1,TB03,688,0,2064
1524677621,1,TB02,543,0,1629
1524677621,1,TB08,5504,3932,5384.34
1524677621,1,TB01,2600,0,7800
1525013520,1,TB02,219,0,635.8
1525013520,1,TB03,523,0,1518.38
1525013520,1,TB01,500,0,1451.61
1525013520,1,TB04,350,0,1016.12
1525686304,1,TB12,600,300,293.47
1560365409,1,TB05,3200,0,9290.32
1560365409,1,TB03,934,0,2711.61
1560365409,1,TB01,499,0,1448.7
1560365409,1,TB08,4320,4320,4226.08
1560365409,1,TB07,580,0,1683.87
1560365409,1,TB04,600,0,1741.93
1560365409,1,TB02,533,0,1547.41
1560368813,1,TB13,2000,400,983.6
1560508706,1,TB11,360,60,177.04
1560616317,1,TB08,420,140,410.86
1560719210,1,TB02,130,0,377.41
1561021711,1,TB08,2250,500,2201.08
1561118802,1,TB05,456,0,1368
1561118802,1,TB12,1536,512,755.4
1561118911,2,TB08,210,105,205.43
1561762423,1,TB02,396,0,1149.67
1561808515,1,TB04,6000,0,17419.35
1561808623,1,TB11,2800,200,1377.04
1561808624,1,TB08,3720,3720,3639.13
1561910311,1,TB13,21000,0,10271.73
1561910311,1,TB10,2600,2600,2543.47
1561910311,1,TB08,12400,5200,12130.43
1561910311,1,TB01,2000,0,5806.45
1561910313,1,TB08,1490,0,1457.6
1561910313,1,TB07,1500,0,4354.83
1561910314,1,TB02,480,0,1393.54
1561910314,1,TB11,1900,0,929.34
1561910314,1,TB12,350,350,171.19
1561910422,1,TB08,860,0,841.3
1561910422,1,TB11,21100,0,10320.65
1561910422,1,TB12,2500,0,1222.82
1561910422,1,TB09,2500,0,2445.65
1561910423,1,TB11,600,0,293.47
1561910425,1,TB11,900,0,440.21
1561910425,1,TB08,2880,0,2817.39
1561912708,1,TB11,2400,1200,1180.32
1562085224,1,TB04,1000,0,2903.22
1562085224,1,TB05,6000,0,17419.35
1562085801,1,TB08,250,83,244.56
1600047202,1,TR01,100,0,290.32
1600047202,1,TB01,300,0,870.96
1600047202,1,TB02,103,0,299.03
1600047202,1,TB03,172,0,499.35
1600047206,1,TB08,700,0,684.78
1600047206,1,TB11,380,0,188.95
1600070501,1,TB10,3230,3200,3159.78
1600070501,1,TB08,1200,400,1173.91
1600081705,1,TB13,3000,0,1475.4
1600081705,1,TR13,12000,0,5901.63
1600081706,1,TB08,400,400,391.3
1600101304,1,TB02,527,0,1529.99
1600101304,1,TB03,905,0,2627.41
1600101304,1,TB01,4000,0,11612.9
1600101304,2,TB14,19500,19500,9538.04
1600101304,2,TB13,1500,0,733.69
1600101304,2,TB12,4800,4800,2347.82
1600101304,2,TB08,2450,0,2396.73
1600101304,2,TB05,1000,0,2903.22
1600101304,2,TB03,140,0,406.45
1600101304,1,TB08,1300,1000,1271.73
1600101304,1,TB11,6100,4300,2983.69
1600101304,2,TB01,500,0,1451.61
1600101304,1,TB05,1800,0,5225.8
1600101304,2,TB02,110,0,319.35
1600189602,1,TB14,6000,6000,2950.81
1600189602,1,TB08,2000,2000,1956.52
1600361705,1,TB02,180,0,540
1600361705,1,TB03,280,0,840
1600361705,1,TB01,380,0,1140
1600796601,1,TB08,3000,2300,2934.78
1600796601,1,TR08,1165,0,1139.67
1600796602,1,TB12,8500,0,4180.32
1600796602,1,TB08,26750,13100,26168.47
1600796602,1,TB03,350,0,1050
1600822901,1,TB01,5000,0,14516.12
1600822901,1,TR01,600,0,1741.93
1600822904,1,TB02,444,0,1289.03
1600822904,1,TB03,276,0,801.29
1600885202,1,TB01,900,0,2612.9
1600885203,1,TB03,602,0,1747.74
1600885203,1,TB02,433,0,1257.09
1600885203,1,TB01,1200,0,3483.87
1600885205,1,TB05,2000,0,5806.45
1600995003,1,TB11,12200,0,5967.39
1601013403,1,TB08,928,928,907.82
1601013403,1,TB11,1800,600,880.43
1601044606,1,TB02,130,0,390
1601044606,1,TB03,190,0,570
1601044606,1,TB01,500,0,1500
1601054901,1,TB03,384,0,1114.83
1601054901,1,TB02,185,0,537.09
1601143001,1,TB01,2000,0,5806.45
1601143003,1,TB08,2290,0,2240.21
1601255402,1,TB12,200,200,97.82
1601255404,1,TB08,800,0,782.6
1601255404,1,TR08,1688,1688,1651.3
1601430206,1,TB02,132,0,383.22
1601430206,1,TB07,402,0,1167.09
1601430206,1,TB10,128,98,125.21
1601430206,1,TB09,540,0,528.26
1601430206,1,TB08,370,370,361.95
1601430206,1,TB03,118,0,342.58
1601430206,1,TB06,500,0,1451.61
1601430206,1,TB04,250,0,725.8
1601465702,1,TB08,600,600,586.95
1601465705,1,TB08,550,0,538.04
1601506002,1,TB11,4000,0,1956.52
1601506002,1,TB01,3000,0,8709.67
1601506002,1,TB03,340,0,987.09
1601580306,1,TB08,3780,1200,3697.82
1601580306,1,TB09,2000,0,1956.52
1601605403,1,TB01,3000,0,8709.67
1601605403,1,TB13,32000,32000,15652.17
1601605403,1,TB14,40000,40000,19565.21
1601605404,1,TB03,349,0,1013.22
1601605404,1,TB02,489,0,1419.67
1601691603,1,TB12,9000,0,4426.22
1601691603,1,TB07,589,0,1767
1601691603,1,TB04,800,0,2400
1601691603,1,TB03,783,0,2349
1601691603,1,TB02,648,0,1944
1601691603,1,TB11,9700,0,4770.49
1601865504,1,TB01,1000,0,2903.22
1601865504,1,TB02,494,0,1434.19
1601865504,1,TB03,690,0,2003.22
1601865504,1,TB04,1000,0,2903.22
1601865504,1,TB08,2480,2480,2426.08
1602046602,1,TB13,980,0,481.96
1602199805,1,TB08,6000,4700,5869.56
1602231202,2,TB08,760,0,743.47
1602437004,1,TB03,200,0,580.64
1602687906,1,TB13,4000,0,1956.52
1602936305,1,TB11,500,500,244.56
1602936619,1,TB02,146,0,438
1602936619,1,TB03,358,0,1074
1602936619,1,TB12,120,0,59.01
1602936622,1,TB08,600,0,586.95
1603120905,1,TB12,8000,8000,3913.04
1603120906,1,TB09,890,890,870.65
1603364420,1,TB13,6000,450,2934.78
1603457612,1,TB11,7500,0,3688.52
1603462319,1,TB05,840,0,2438.7
1603462319,1,TB08,200,200,195.65
1603631920,1,TB08,270,90,264.13
1603781202,1,TB08,1300,0,1271.73
1603781204,1,TB01,500,0,1451.61
1603781204,1,TB09,139,139,135.97
1603781204,1,TB11,700,100,348.06
1603781509,2,TB12,11700,0,5722.82
1603781511,1,TB02,832,0,2415.48
1603781511,1,TB10,2920,1920,2856.52
1603781511,1,TB03,597,0,1733.22
1603944213,1,TB07,628,0,1823.22
1603944213,1,TB08,2450,0,2396.73
1603944213,1,TB10,170,170,166.3
1603944213,1,TB11,1200,1200,596.68
1603944213,1,TB13,24000,24000,11933.7
1603944213,1,TB05,1600,0,4645.16
1603944213,1,TB03,656,0,1904.51
1603944213,1,TB02,672,0,1950.96
1603944213,1,TB01,700,0,2032.25
1603944213,1,TB04,125,0,362.9
1603944603,1,TB02,934,0,2802
1603944603,1,TB03,518,0,1554
1603944604,1,TB02,236,0,708
1603944606,1,TB05,3400,0,10200
1604005324,1,TB11,300,100,146.73
1604005324,1,TB08,600,100,586.95
1604005505,1,TB08,350,0,342.39
1604087921,1,TB08,309,309,302.28
1604268408,1,TB13,17600,17600,8608.69
1604540515,1,TB12,500,500,244.56
1605138519,1,TB12,8000,500,3913.04
1605138519,1,TB09,1200,108,1173.91
1605138519,1,TB05,400,0,1161.29
1605138522,1,TB06,500,0,1451.61
1605138522,1,TB05,1600,0,4645.16
1605138522,1,TB08,1740,900,1702.17
1605138522,1,TB12,500,0,244.56
1605138522,1,TB14,2000,2000,978.26
1605537315,1,TB07,800,0,2322.58
1605537317,1,TB12,9000,500,4402.17
1605599224,1,TB08,820,0,802.17
1605599804,1,TB02,307,0,921
1605599804,1,TB03,331,0,993
1605599804,1,TB08,1250,430,1222.82
1605599804,1,TB10,50,50,48.91
1606000019,1,TB08,2294,1097,2244.13
1606000019,1,TB12,1200,1200,586.95
1606000024,1,TB08,4080,2680,3991.3
1606000024,1,TB09,8000,0,7826.08
1606000024,1,TB12,9000,0,4402.17
1606032407,1,TB01,1395,0,4049.99
1606059906,1,TB08,850,110,831.52
1606071003,1,TB08,1599,1599,1564.23
1606128704,1,TB05,1000,0,3000
1606128704,1,TB08,400,400,391.3
1606128706,1,TR08,600,600,586.95
1606128706,1,TB13,3900,0,1918.03
1606128706,1,TB08,1050,250,1027.17
1606128706,1,TB03,111,0,333
1606128706,1,TB01,500,0,1500
1606128706,1,TB11,5600,0,2754.09
1606140002,1,TB08,1450,1450,1418.47
1660138315,1,TB08,1000,1000,978.26
1660176012,1,TB05,6000,0,17419.35
1660176216,1,TB12,5000,0,2486.18
1660176901,1,TB12,300,0,146.73
1660188402,1,TB12,15000,0,7336.95
1660188404,1,TB11,1400,0,684.78
1660451409,3,TB08,700,0,684.78
1661348303,1,TB13,24000,5000,11739.13
1661485806,1,TB11,3800,0,1868.85
1661539706,1,TB11,3840,0,1888.52
1661539710,1,TB12,3950,0,1942.62
1661586404,1,TB02,170,0,493.54
1661586404,1,TB03,548,0,1590.96
1661626520,1,TB08,380,0,371.73
1661626523,1,TB08,1200,1200,1173.91
1661626523,1,TB09,2560,0,2504.34
1661626615,1,TB11,7405,0,3641.8
1661626615,1,TB08,1505,0,1472.28
1661626615,1,TB03,440,0,1320
1661626615,1,TB02,1366,0,4098
1661626615,1,TB01,2500,0,7500
1661675319,1,TB08,390,150,381.52
1700059703,1,TB14,4500,4500,2213.11
1700059703,1,TB12,8000,0,3934.42
1700059703,1,TB13,1125,1125,553.27
1700237405,1,TB08,8600,4300,8413.04
1700237405,1,TB01,3000,0,8709.67
1700261605,1,TB08,1500,300,1467.39
1700311506,1,TB12,1200,0,586.95
1700325703,1,TB07,285,0,855
1700344805,1,TB08,1400,0,1369.56
1700347205,1,TB14,10280,880,5111.6
1700347205,1,TB05,6400,0,18580.64
1700347205,1,TB07,500,0,1451.61
1700347205,1,TB04,5160,0,14980.64
1700347205,1,TB03,522,0,1515.48
1700347205,1,TB02,414,0,1201.93
1700347205,1,TB01,5000,0,14516.12
1700378504,1,TB08,800,800,782.6
1700470206,1,TB07,838,0,2432.9
1700478604,1,TB10,34300,13300,33554.34
1700478604,1,TB03,1520,0,4560
1700478604,1,TB02,914,0,2742
1700478604,1,TB13,8200,2700,4032.78
1700478604,1,TR01,1000,0,3000
1700478604,1,TB08,5570,1500,5448.91
1700478604,1,TB06,1500,0,4500
1700478604,1,TB04,7500,0,22500
1700478604,1,TB01,9000,0,27000
1700478605,1,TB07,882,0,2646
1700478605,1,TB10,1200,1200,1173.91
1700478605,1,TB13,7500,0,3688.52
1700478605,1,TB01,4000,0,12000
1700478605,1,TB04,4600,0,13800
1700478606,1,TB04,7500,0,22500
1700489501,1,TB14,12000,0,5869.56
1700489501,1,TB12,11000,11000,5380.43
1700489501,1,TB11,850,850,415.76
1700489501,1,TB08,1600,0,1565.21
1700489501,1,TB04,200,0,580.64
1700489501,1,TB13,10000,0,4891.3
1700489502,1,TB15,600,100,293.47
1700518402,1,TB10,1800,600,1760.86
1700518402,1,TB08,800,800,782.6
1700518402,1,TB03,320,0,929.03
1700518402,1,TB01,2000,0,5806.45
1700518402,1,TB11,5600,0,2739.13
1700518405,1,TB02,580,0,1683.87
1700518405,1,TB01,3750,0,10887.09
1700518405,1,TB08,400,0,391.3
1700518405,1,TB09,600,0,586.95
1700536303,1,TB15,3558,1068,1740.32
1700536303,1,TB08,1530,700,1496.73
1700536303,1,TB09,1600,0,1565.21
1700536303,1,TB02,248,0,719.99
1700536305,1,TB01,750,0,2177.41
1700537802,1,TB09,700,700,684.78
1700537802,1,TB11,2282,1700,1122.29
1700555602,1,TB01,300,0,900
1700555602,1,TB08,300,300,293.47
1700562002,1,TB13,10000,0,4891.3
1700596504,1,TB08,2870,1670,2807.6
1700596504,1,TB04,250,0,725.8
1700596504,1,TB03,280,0,812.9
1700596504,1,TB05,800,0,2322.58
1700607701,1,TB02,426,0,1278
1700607701,1,TB01,7600,0,22800
1700607701,1,TB03,808,0,2424
1700607701,1,TR01,400,0,1200
1700607701,1,TB04,2000,0,6000
1700607701,1,TB12,280,0,137.7
1700607701,1,TB11,1200,0,590.16
1700607701,1,TB10,6940,800,6789.13
1700607701,1,TB08,11517,820,11266.63
1700607701,1,TB14,4900,650,2409.83
1700607702,1,TB05,2100,0,6300
1700607702,1,TB03,720,0,2160
1700607702,1,TB01,6000,0,18000
1700607702,1,TB02,305,0,915
1700607704,1,TB07,719,0,2157
1700607704,1,TB04,750,0,2250
1700607704,1,TB08,480,0,469.56
1700607706,1,TB03,500,0,1500
1700607706,1,TB05,3000,0,9000
1700607706,1,TB02,1500,0,4500
1700610401,1,TB05,900,0,2612.9
1700610401,1,TB06,40,0,116.12
1700610401,1,TB07,1592,0,4621.93
1700610401,1,TB10,1700,1700,1663.04
1700610401,1,TB13,20000,0,9782.6
1700610401,1,TB03,934,0,2711.61
1700610401,1,TB14,200000,0,97826.08
1700610401,1,TB02,35,0,101.61
1700610401,1,TB01,5200,0,15096.77
1700610401,1,TB04,10900,0,31645.16
1700634301,1,TB14,1000,1000,489.13
1700634302,1,TB11,4899,408,2396.24
1700634302,1,TB08,5797,0,5670.97
1700634303,1,TB08,700,400,684.78
1700634304,1,TB14,5800,600,2836.95
1700634304,1,TB11,360,360,176.08
1700634304,1,TB04,2000,0,5806.45
1700634305,1,TB04,660,0,1916.12
1700634305,1,TB05,1100,0,3193.54
1700634305,1,TB13,8000,1000,3913.04
1700648202,1,TB01,5000,0,14516.12
1700648202,1,TB07,358,0,1039.35
1700648202,1,TB05,2400,0,6967.74
1700648202,1,TB10,8712,0,8522.6
1700648202,1,TB14,358,0,178.01
1700648202,1,TB13,10000,0,4972.37
701108304,1,TB02,731,0,2122.25
701108304,1,TB03,759,0,2203.54
701108304,1,TB08,6160,0,6026.08
701108304,1,TB09,500,200,489.13
701295605,1,TR04,1500,0,4500
701295605,1,TR08,3000,0,2934.78
701295605,1,TR10,270,150,264.13
701295605,1,TB07,449,0,1347
701295605,1,TB12,8000,0,3934.42
701295605,1,TR01,300,0,900
701295605,1,TB08,10950,5050,10711.95
701295605,1,TB04,2180,0,6540
701295605,1,TB01,1820,0,5460
701439506,1,TB04,2100,0,6096.77
701439506,1,TB10,7880,7880,7708.69
701439506,1,TB09,1200,1200,1173.91
701439506,1,TB08,3540,0,3463.04
701439506,1,TB01,800,0,2322.58
701448205,1,TB11,37000,0,18397.79
701448205,1,TR09,264,0,258.26
701449001,1,TB08,12930,3400,12648.91
701449001,1,TB11,5000,0,2445.65
701449004,1,TB08,4900,800,4793.47
701449005,1,TB12,5700,0,2788.04
701449005,1,TB09,4000,0,3913.04
701774703,1,TB08,400,400,391.3
701774706,1,TB08,5375,5375,5258.15
701900202,1,TB05,6000,0,17419.35
701978002,1,TB03,479,0,1390.64
701978002,1,TB02,312,0,905.8
702022906,1,TB01,2800,0,8129.03
702046804,1,TB02,105,0,315
702046804,2,TB11,400,0,196.72
702136405,1,TB08,3650,3650,3570.65
702136405,1,TB04,8800,0,25548.38
702166201,1,TB05,900,0,2612.9
702166204,1,TB01,100,0,290.32
702239906,1,TB02,242,0,702.58
702239906,1,TB03,521,0,1512.58
702258702,1,TR08,300,0,293.47
702258702,1,TB04,1200,0,3600
702648208,1,TB02,606,0,1759.35
702648208,1,TB03,3195,0,9275.8
702648208,1,TB05,1500,0,4354.83
702648208,1,TB06,700,0,2032.25
702648208,1,TB08,10516,0,10287.39
702648208,1,TB10,1600,0,1565.21
702648208,1,TB13,4300,0,2138.12
702648208,1,TR03,1400,0,4064.51
702648209,1,TB08,6200,0,6065.21
702648209,1,TB03,611,0,1773.87
702648209,1,TB02,755,0,2191.93
702648209,1,TB09,200,0,195.65
702648209,1,TB04,7600,0,22064.51
702648209,1,TB01,300,0,870.96
702648209,1,TR02,500,0,1451.61
702648211,1,TB02,158,0,458.7
702648211,1,TB01,2500,0,7258.06
702648211,1,TB03,1135,0,3295.16
702648319,1,TB11,1600,0,782.6
702648319,1,TB08,1400,870,1369.56
702809806,1,TB08,760,760,743.47
703073721,1,TB13,201500,201500,99098.36
703073721,1,TB11,7000,7000,3442.62
703126415,1,TB03,577,0,1675.16
703126415,1,TB02,229,0,664.83
703126611,1,TB01,1000,0,3000
703167811,1,TB13,24000,1200,11803.27
703171014,1,TB11,1800,300,880.43
703408404,1,TB05,500,0,1451.61
703408404,1,TB13,1200,0,586.95
703409716,1,TB11,375,315,184.42
703481309,1,TR01,50,0,145.16
704042404,1,TB01,2000,0,5806.45
704096907,1,TR11,11000,0,5380.43
704215602,1,TB08,350,0,342.39
704215602,1,TB11,360,60,177.04
704388019,1,TB11,6000,0,2934.78
704621601,1,TB02,757,0,2271
704621601,1,TB03,3081,0,9243
704621601,1,TB07,1700,0,5100
704621601,1,TB13,3500,0,1721.31
704621601,1,TB08,4200,0,4108.69
760020814,1,TB03,224,0,672
760300618,1,TB01,300,0,900
760649212,1,TB09,1130,1130,1105.43
762049606,1,TB08,140,0,136.95
762049611,1,TB08,300,100,293.47
762049611,1,TB05,120,0,360
762420016,1,TB08,2550,0,2494.56
762555603,1,TB01,5600,0,16800
800063201,1,TB01,2500,0,7258.06
800063205,1,TB02,247,0,717.09
800063205,1,TB04,2470,0,7170.96
800063205,1,TB03,250,0,725.8
800063205,1,TB07,1800,0,5225.8
800063205,1,TB05,300,0,870.96
800063205,1,TB01,5000,0,14516.12
800063205,1,TB08,1200,1200,1173.91
800115601,1,TB08,4830,900,4724.99
800115601,1,TB05,1250,0,3750
800115601,1,TB04,1500,0,4500
800115601,1,TB03,1540,0,4620
800115601,1,TB02,412,0,1236
800115601,1,TB09,600,600,586.95
800115601,1,TB10,2700,0,2641.3
800187704,1,TB13,2140,1070,1052.45
800263601,1,TB01,600,0,1800
800590001,1,TB11,10060,0,4920.65
800590001,1,TB14,3000,500,1467.39
800590001,1,TB01,1800,0,5225.8
800590001,1,TB02,247,0,717.09
800590001,1,TB03,1007,0,2923.54
800602206,1,TB08,1500,1500,1467.39
800952206,1,TB08,3780,0,3697.82
800952206,1,TB13,2800,400,1392.26
800952206,1,TB09,2029,0,1984.89
800959402,1,TB14,900,0,440.21
800959402,1,TB13,3500,3500,1711.95
800959402,1,TB11,12000,0,5869.56
800959402,1,TB07,750,0,2177.41
800959402,1,TB01,1000,0,2903.22
800988604,1,TB13,5000,0,2459.01
800988604,1,TR13,1700,0,836.06
801192205,1,TB14,900,150,447.51
801208401,1,TB08,300,0,293.47
801208401,1,TB10,33000,33000,32282.6
801208403,1,TB13,5000,0,2445.65
801208403,1,TB10,4750,4750,4646.73
801208405,1,TB08,1550,0,1516.3
801208406,1,TB07,3350,0,9725.8
801208406,1,TB04,9500,0,27580.64
801208406,1,TB03,2000,0,5806.45
801208406,1,TB10,2400,0,2347.82
801208406,1,TB08,3300,3300,3228.26
801208406,1,TB01,4000,0,11612.9
801208406,1,TB14,18000,3000,8804.34
801296702,1,TB01,800,0,2400
801337004,1,TB11,24000,0,11739.13
801337004,1,TR08,500,500,489.13
801337004,1,TB01,3000,0,8709.67
801337004,1,TB02,200,0,580.64
801337004,1,TB03,1000,0,2903.22
801337004,1,TB05,1400,0,4064.51
801337004,1,TB08,1000,1000,978.26
801348202,1,TB10,1500,500,1467.39
801348202,1,TB08,4130,1780,4040.21
801348202,1,TB05,2500,0,7258.06
801507301,1,TB13,1000,0,489.13
801507304,1,TB14,6000,6000,2934.78
801507304,1,TB13,6000,6000,2934.78
801507304,1,TB10,10200,5950,9978.26
801544706,1,TB13,2400,2400,1180.32
801544706,1,TR01,1000,0,3000
801544706,1,TB10,60000,60000,58695.65
801544706,1,TB07,896,0,2688
801544706,1,TB05,4400,0,13200
801544706,1,TB04,40,0,120
801544706,1,TB03,120,0,360
801544706,1,TB01,3000,0,9000
801567003,1,TB13,3000,3000,1467.39
801567003,1,TB05,2000,0,5806.45
801597504,1,TB12,160,0,78.26
801597504,1,TB08,2427,1748,2374.23
801597504,1,TB10,2330,2330,2279.34
801597504,1,TB13,31300,1300,15309.78
801597504,1,TB01,300,0,870.96
801597504,1,TB02,23,0,66.77
801597504,1,TB03,525,0,1524.19
801603602,1,TB01,2500,0,7500
801605904,1,TB08,6000,2000,5869.56
801614301,1,TB01,800,0,2322.58
801614301,1,TB02,193,0,560.32
801614301,1,TB03,147,0,426.77
801614301,1,TB08,248,0,242.6
801614301,1,TB09,89,0,87.06
801641705,1,TB05,1200,0,3600
801641705,1,TB08,2100,2100,2054.34
801641706,1,TB11,28200,0,13868.85
801641706,1,TB01,2800,0,8400
801641706,1,TB02,561,0,1683
801641706,1,TB03,506,0,1518
801641706,1,TB04,4500,0,13500
801641706,1,TB08,3150,0,3081.52
801804405,1,TB08,1200,1200,1173.91
801943305,1,TB08,4900,4900,4793.47
802202604,1,TB01,4000,0,12000
802316002,1,TB03,80,0,232.25
802316002,1,TB01,2800,0,8129.03
802316002,1,TB02,107,0,310.64
802316002,1,TB07,135,0,391.93
802324204,1,TB08,3300,2300,3228.26
802324204,1,TB14,3000,3000,1491.71
802363604,1,TB07,2635,0,7905
802363604,1,TB10,180,180,176.08
802363604,1,TB08,3200,3200,3130.43
802363604,1,TB13,10700,0,5262.29
802363604,1,TB04,600,0,1800
802627803,1,TB14,12400,0,6098.36
802632006,1,TB02,168,0,487.74
802632006,1,TB01,5000,0,14516.12
802632006,1,TB03,192,0,557.41
802651202,1,TB05,4000,0,11612.9
802651202,1,TB06,2000,0,5806.45
802651203,1,TB07,2450,0,7112.9
802861003,1,TB12,3000,0,1467.39
802861003,1,TB08,1800,700,1760.86
802861003,1,TB11,5000,0,2445.65
803170202,1,TB01,3500,0,10161.29
803170202,1,TB05,1500,0,4354.83
803213602,1,TB05,4500,0,13500
803353004,1,TB01,3600,0,10451.61
803391206,1,TB08,360,0,352.17
803391206,1,TB04,820,0,2380.64
