folioviv,foliohog,numren,id_trabajo,trapais,subor,indep,personal,pago,contrato,tipocontr,pres_1,pres_2,pres_3,pres_4,pres_5,pres_6,pres_7,pres_8,pres_9,pres_10,pres_11,pres_12,pres_13,pres_14,pres_15,pres_16,pres_17,pres_18,pres_19,pres_20,pres_21,pres_22,pres_23,pres_24,pres_25,pres_26,htrab,sinco,scian,clas_emp,tam_emp,no_ing,tiene_suel,tipoact,socios,soc_nr1,soc_nr2,soc_resp,otra_act,tipoact2,tipoact3,tipoact4,lugar,conf_pers
300371005,1,2,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,,,14,15,16,17,,19,,,,,,,,40,1223,6112,3,1,,,,,,,,,,,,,
300371006,1,1,1,1,2,1,1,,,,1,,,,,,7,8,9,10,,,,14,,,17,,,,,,23,24,,,40,7201,3320,,2,,1,1,,,,,,,,,,
300371006,1,2,1,1,1,,,1,2,,1,,,,,,7,8,9,10,11,12,,14,,,17,,,20,,,,,,,10,9722,3320,1,2,,,,,,,,,,,,,
300371006,1,3,1,1,1,,,1,2,,1,,,,,,7,8,9,10,11,,,14,,,17,18,,20,,,23,,,,10,9722,3320,1,2,,,,,,,,,,,,,
300371006,1,5,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7999,3380,,1,,2,1,2,,,,2,,,,,
300373201,1,1,1,1,1,,,1,2,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,50,9621,5613,1,2,,,,,,,,,,,,,
300373201,2,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,9661,5620,,2,,2,3,1,2,,1,2,,,,,
300373201,2,2,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9661,5620,1,2,,,,,,,,,,,,,
300373202,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7222,8112,,2,,2,3,,,,,,,,,,
300373202,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5211,8121,,1,,2,3,2,,,,2,,,,,
300373202,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4224,4690,,1,,2,2,2,,,,2,,,,,
300373202,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,72,7222,2382,1,2,,,,,,,,,,,,,
300373202,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,68,9621,3230,2,6,,,,,,,,,,,,,
300373204,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,2643,4661,2,2,,,,,,,,,,,,,
300373204,1,2,1,1,1,,,1,1,2,1,,,,,,,8,,10,,,,,,,,,,,,,,,,,48,7513,3110,2,4,,,,,,,,,,,,,
300373205,1,1,1,1,1,,,1,2,,1,,,,,,,8,,10,11,,,,,16,,,,20,,,,,,,48,4221,8121,2,3,,,,,,,,,,,,,
300373205,1,3,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,48,7517,3120,1,3,,,,,,,,,,,,,
300373206,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,70,9221,2370,1,2,,,,,,,,,,,,,
300373206,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6,9611,8140,,1,,,,,,,,,,,,,
300373206,1,2,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6,9611,8140,,1,,,,,,,,,,,,,
300375401,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,5242,5613,,1,,1,3,2,,,,2,,,,,
300375401,1,2,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,36,5211,8121,1,3,,,,,,,,,,,,,
300375402,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,13,14,,16,17,,19,,,,,,,,48,5101,7221,1,3,,,,,,,,,,,,,
300375403,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,9611,8140,,1,,,,,,,,,,,,,
300375403,1,2,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,9611,8140,,1,,,,,,,,,,,,,
300375404,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,,14,15,,17,,19,,,,,24,,,48,5313,5614,1,3,,,,,,,,,,,,,
300375405,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5112,7221,,1,,2,3,2,,,,2,,,,,
300375405,1,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4111,4611,,2,,2,2,2,,,,2,,,,,
300376701,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,9651,5613,,2,,,,,,,,,,,,,
300376702,1,1,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,,,14,,,,,,20,,,,,,,48,9601,5613,2,4,,,,,,,,,,,,,
300376704,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9521,7222,,1,,2,3,2,,,,2,,,,,
300376704,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,46,9221,2382,,3,,,,,,,,,,,,,
300376705,1,3,1,1,1,,,1,2,,,2,,,,,7,,9,10,11,12,,,15,,,18,,20,,,,,,,36,2332,6112,3,4,,,,,,,,,,,,,
300378802,1,2,1,1,1,,,1,1,2,1,,,,,,7,,9,10,,,,,,,,,,,,,,,,,48,9411,7221,2,3,,,,,,,,,,,,,
300378803,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4111,4611,,2,,2,2,,,,,,,,,,
300378803,1,2,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4211,4611,1,2,,,,,,,,,,,,,
300378803,1,4,1,1,1,,,1,2,,1,,,,,,,8,9,10,11,,,,,,,,,20,,,,,,,48,8351,2381,2,4,,,,,,,,,,,,,
300378804,1,1,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,,,,,,,,,20,,,,,,,48,3132,4340,2,7,,,,,,,,,,,,,
300534204,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,16,17,18,,20,21,,,,,,40,9621,9312,3,8,,,,,,,,,,,,,
300534204,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,9231,3320,1,2,,,,,,,,,,,,,
300534204,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9231,3320,1,2,,,,,,,,,,,,,
300534204,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,7121,2361,1,2,,,,,,,,,,,,,
300534205,1,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,,11,,,14,,16,17,,,,21,,,,,,56,2632,8111,1,2,,,,,,,,,,,,,
300534205,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,59,6112,1150,1,8,,,,,,,,,,,,,
300534206,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,13,14,15,16,17,,,,,,23,24,,,48,3211,7210,2,8,,,,,,,,,,,,,
300534206,1,2,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,33,9611,8140,1,1,,,,,,,,,,,,,
300534206,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6,2651,8112,,2,,1,3,1,4,,3,2,,,,,
300534206,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,2651,8112,1,2,,,,,,,,,,,,,
300540401,1,1,1,1,1,,,1,2,,1,,,,,,,8,9,,11,,,14,,,17,,,,,,,,,,72,9111,1110,2,9,,,,,,,,,,,,,
300540402,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7513,3110,,2,,2,1,2,,,,2,,,,,
300540402,1,2,1,1,1,,,1,2,,1,,,,,,7,8,,,11,,13,14,,,17,,,,,,23,,,,48,7513,3110,1,2,,,,,,,,,,,,,
300540404,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,13,14,,16,17,,,,21,,23,24,,,70,1211,4340,1,2,,,,,,,,,,,,,
300540404,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,,14,,,17,,,,,,23,,,,48,3121,4651,1,2,,,,,,,,,,,,,
300540406,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,,14,15,16,,,,,,,23,24,,,60,2121,9312,3,9,,,,,,,,,,,,,
300540406,1,3,1,1,1,,,1,1,1,1,,,,,,,8,,10,11,,,,,,,,,,,,,,,,45,7134,2363,1,8,,,,,,,,,,,,,
300547701,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,66,4214,3120,2,2,,,,,,,,,,,,,
300547701,1,4,1,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5114,7221,1,1,,,,,,,,,,,,,
300547702,1,1,1,1,1,,,1,1,2,,,,,5,,7,8,9,,11,,,14,15,16,17,18,,20,21,,23,,,,20,2321,6132,2,7,,,,,,,,,,,,,
300547702,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,2714,6141,,2,,1,3,,,,,,,,,,
300547703,1,1,1,1,1,,,1,2,,,2,,,,,7,8,9,,,12,,14,15,16,17,,,20,,,,24,,,35,9621,6112,3,4,,,,,,,,,,,,,
300547703,1,2,1,1,1,,,1,2,,,2,,,,,7,8,9,,,12,,14,15,16,17,,,20,,,,24,,,35,5313,6112,3,12,,,,,,,,,,,,,
300547706,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,,14,15,16,17,,,,,,,,,,40,4221,3350,2,2,,,,,,,,,,,,,
300572801,1,1,1,1,1,,,1,1,2,,2,,,,,,8,9,10,11,,,14,15,16,,,,,,,,,,,30,1621,9312,3,3,,,,,,,,,,,,,
300572801,1,2,1,1,1,,,1,1,2,,2,,,,,,8,9,,11,,,14,15,16,,,,,,,,,,,25,2335,6112,3,3,,,,,,,,,,,,,
300572802,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,2653,6132,3,3,,,,,,,,,,,,,
300572802,1,1,2,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,2312,9312,3,3,,,,,,,,,,,,,
300572805,1,1,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,,,14,15,16,,,,20,21,,,,,,60,3101,3110,1,2,,,,,,,,,,,,,
300572806,1,1,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,12,,14,15,16,,,,20,,,,,,,72,2112,4620,1,5,,,,,,,,,,,,,
300577601,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,,14,15,16,17,18,19,20,21,,23,24,,,60,8111,2123,2,9,,,,,,,,,,,,,
300577602,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,13,14,,16,17,18,19,20,21,,,,,,48,8163,3120,2,11,,,,,,,,,,,,,
300577603,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,,14,15,16,17,,19,20,21,,,24,,,48,1511,5322,2,2,,,,,,,,,,,,,
300577603,1,2,1,1,1,,,1,1,1,,2,,,,,,8,9,,11,12,13,14,15,16,17,,19,20,21,,23,24,,,32,3111,9312,3,7,,,,,,,,,,,,,
300577604,1,1,1,1,1,,,1,2,,1,,,,,,7,8,9,10,11,,,14,,16,17,,19,,,,,,,,60,2632,8111,2,3,,,,,,,,,,,,,
300577604,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,8101,3360,2,2,,,,,,,,,,,,,
300577605,1,1,1,1,1,,,1,1,1,1,,,,5,,,8,9,,11,,13,14,15,16,17,,,,21,22,23,,,,48,5313,5614,3,11,,,,,,,,,,,,,
300581502,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,16,17,18,,,,,,,,,30,2322,6112,3,7,,,,,,,,,,,,,
300581503,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,9611,8140,,1,,,,,,,,,,,,,
300581504,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,,,,14,,16,17,,,,,,,,,,144,2634,3120,2,5,,,,,,,,,,,,,
300581504,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,7517,3120,2,2,,,,,,,,,,,,,
300581505,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,13,14,15,16,17,,,,,,,,,,144,8342,4850,2,9,,,,,,,,,,,,,
300581505,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4224,4690,,1,,2,2,2,,,,2,,,,,
300581505,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,20,9231,8111,1,2,,,,,,,,,,,,,
300745211,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8,9611,8140,,1,,,,,,,,,,,,,
300745211,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,46,9221,2382,,3,,,,,,,,,,,,,
300745212,1,1,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,77,8342,4850,1,3,,,,,,,,,,,,,
300745413,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,,17,,,,,,23,24,,,40,9621,6222,3,9,,,,,,,,,,,,,
300745413,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,9611,8140,,1,,,,,,,,,,,,,
300745414,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,13,14,15,16,17,18,,,,,23,24,,,54,4211,4671,2,4,,,,,,,,,,,,,
300745414,1,2,1,1,1,,,1,1,1,,2,,,,,,,9,10,11,,13,14,,16,,,,,21,,23,24,,,44,3111,9313,3,8,,,,,,,,,,,,,
300745414,1,2,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,19,3111,5310,2,2,,,,,,,,,,,,,
300745415,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7513,3110,,1,,2,1,2,,,,2,,,,,
300745415,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,13,14,15,16,17,,,20,,,23,24,,,48,4221,4661,1,3,,,,,,,,,,,,,
300745416,1,1,1,1,1,,,1,2,,1,,,,,,7,8,9,10,11,,,14,15,,17,,,,,,23,24,,,60,6211,1141,1,2,,,,,,,,,,,,,
300745418,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,16,17,18,,20,21,,23,24,,,48,5253,8121,3,4,,,,,,,,,,,,,
300745719,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,8341,4840,,2,,,,,,,,,,,,,
300745719,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,5114,7221,,1,,2,3,,,,,,,,,,
300745720,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6211,1141,,1,,2,9,2,,,,2,,,,,
300745720,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,6211,1141,1,2,,,,,,,,,,,,,
300745721,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,112,7351,8112,,1,,1,3,2,,,,2,,,,,
300745722,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,35,9611,8140,,2,,,,,,,,,,,,,
300745722,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,21,9521,4612,,2,,,,,,,,,,,,,
300745723,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,35,5112,7221,1,2,,,,,,,,,,,,,
300745723,1,2,1,1,1,,,1,2,,1,,,,,,7,8,9,10,11,,,,,16,,,,,,,,,,,54,9231,4681,2,4,,,,,,,,,,,,,
300745724,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,13,,,16,17,,,,21,,,,,,60,3111,2361,2,3,,,,,,,,,,,,,
300745724,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4111,4631,,1,,2,2,2,,,,1,1,,,1,1
300748513,1,1,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,84,5313,2123,1,2,,,,,,,,,,,,,
300748513,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,6112,1110,2,8,,,,,,,,,,,,,
300748514,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,47,6112,1110,2,6,,,,,,,,,,,,,
300748514,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4111,4611,,1,,2,2,2,,,,2,,,,,
300748515,1,1,1,1,1,,,1,2,,1,,,,,,,,9,,11,12,13,14,,,17,,,,,,,,,,48,5114,7221,1,3,,,,,,,,,,,,,
300748516,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,21,6121,1121,1,2,,,,,,,,,,,,,
300748516,1,2,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,12,9611,8140,,1,,,,,,,,,,,,,
300748517,1,1,1,1,1,,,1,2,,,,,,,,,8,9,,,,,,,,,,,,,,,,,,30,9611,8140,,1,,,,,,,,,,,,,
300748517,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,72,4211,4631,1,2,,,,,,,,,,,,,
300748517,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,4211,4631,1,2,,,,,,,,,,,,,
300748517,1,4,1,1,1,,,1,2,,,,,,,,,8,9,,,,,,,,,,,,,,,,,,44,3111,5310,1,2,,,,,,,,,,,,,
300748517,1,5,1,1,1,,,1,1,2,,,,4,,,7,8,9,10,11,12,,14,15,16,17,18,19,,,,23,24,,,60,5413,9312,3,4,,,,,,,,,,,,,
300748518,1,1,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,48,6114,1110,2,2,,,,,,,,,,,,,
300748518,1,2,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,42,9611,8140,,2,,,,,,,,,,,,,
300748607,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,,,15,16,17,,,,,,23,,,,48,7211,4340,2,8,,,,,,,,,,,,,
300748607,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,7211,8112,1,2,,,,,,,,,,,,,
300748607,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,7213,3320,2,2,,,,,,,,,,,,,
300748608,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9221,2361,1,2,,,,,,,,,,,,,
300748608,1,3,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,2335,6112,3,6,,,,,,,,,,,,,
300748609,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,13,14,,16,17,,,,,,23,,,,48,4211,4681,2,3,,,,,,,,,,,,,
300748609,1,3,1,1,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,3113,6132,3,9,,,,,,,,,,,,,
300281901,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,,14,15,16,17,18,19,20,,,,,,,48,2811,6222,3,7,,,,,,,,,,,,,
300281903,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,54,7513,3110,1,4,,,,,,,,,,,,,
300281905,1,2,1,1,1,,,1,1,2,,2,,,,6,7,8,9,10,11,12,13,14,15,16,17,,19,,,,,24,,,30,2331,6112,3,5,,,,,,,,,,,,,
300281906,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,5112,7221,1,2,,,,,,,,,,,,,
300286301,1,2,1,1,1,,,1,2,,1,,,,,,,8,9,,11,,,14,15,,17,,,,,,,,,,77,1211,2221,1,2,,,,,,,,,,,,,
300286302,1,1,1,1,1,,,1,1,2,,2,,,,,,8,9,,11,12,13,14,15,,17,18,,20,,,23,24,,,48,5312,9313,3,6,,,,,,,,,,,,,
300286302,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,2311,9312,3,4,,,,,,,,,,,,,
300286303,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,35,9235,3150,1,2,,,,,,,,,,,,,
300286304,1,1,1,1,1,,,1,2,,1,,,,,,,8,9,,,,,,,16,,,,,,,,,,,48,7121,2361,2,3,,,,,,,,,,,,,
300286304,1,2,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,12,9611,8140,,1,,,,,,,,,,,,,
300286304,1,4,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7341,3150,,1,,2,1,2,,,,2,,,,,
300286306,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,,,14,,16,17,18,19,20,,,,,,,48,5312,9314,3,5,,,,,,,,,,,,,
300286306,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,54,4211,4631,1,1,,,,,,,,,,,,,
300290001,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,,,,,14,,16,17,,,20,,,,,,,48,5116,7221,1,5,,,,,,,,,,,,,
300290002,1,5,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,,,14,15,16,17,,,,,,,,,,48,9221,8125,3,2,,,,,,,,,,,,,
300290003,1,1,1,1,1,,,1,1,1,1,,,,,,,8,9,,11,,,14,,,17,,,20,,,,,,,36,7341,3150,2,2,,,,,,,,,,,,,
300290003,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9221,2382,1,3,,,,,,,,,,,,,
300290005,1,1,1,1,1,,,1,1,2,1,,,,,,,8,,,11,,,14,,,,,,,,,,,,,147,8342,4850,2,5,,,,,,,,,,,,,
300290005,1,3,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,11,,,14,,16,17,,,,,,,,,,30,2512,4651,1,1,,,,,,,,,,,,,
300290005,1,4,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,80,2811,6299,3,3,,,,,,,,,,,,,
300290006,1,1,1,1,1,,,1,2,,1,,,,,,7,8,9,,,,,14,15,16,17,18,,,21,,23,,,,40,9232,2210,4,8,,,,,,,,,,,,,
300290006,1,2,1,1,1,,,1,2,,1,,,,,,7,8,9,,11,12,,14,,16,17,,,,,,,,,,40,9621,5613,2,3,,,,,,,,,,,,,
300300201,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,9231,8111,1,2,,,,,,,,,,,,,
300300201,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,9611,8140,,1,,,,,,,,,,,,,
300300202,1,1,1,1,1,,,1,2,,1,,,,,,,8,9,,11,,,,,,17,,,20,,,,,,,48,4201,4620,2,2,,,,,,,,,,,,,
300300202,1,2,1,1,1,,,1,2,,1,,,,,,,8,9,,11,,,,,,,,,20,,,,,,,48,5313,7221,2,3,,,,,,,,,,,,,
300300202,1,3,1,1,1,,,1,2,,1,,,,,,,8,9,,11,,,,,,,,,,21,,,,,,48,3132,7210,2,3,,,,,,,,,,,,,
300300202,1,4,1,1,1,,,1,2,,1,,,,,,,8,9,10,11,,,,,,,,,,,,,,,,48,3121,4620,2,2,,,,,,,,,,,,,
300300202,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,9236,3120,2,3,,,,,,,,,,,,,
300300203,1,1,1,1,1,,,1,1,1,,2,,,,,,8,9,10,11,,,,,,,,,20,,,,,,,40,1613,2221,3,3,,,,,,,,,,,,,
300300203,1,2,1,1,1,,,1,2,,,2,,,,,,8,9,10,11,,,,,,,,,20,,,,,,,40,3111,9313,3,3,,,,,,,,,,,,,
300300203,1,4,1,1,1,,,1,1,1,,2,,,,,,8,9,10,11,,,,,,17,,,20,,,,,,,24,9731,2221,3,4,,,,,,,,,,,,,
300300203,1,4,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,7221,3320,,1,,2,1,2,,,,2,,,,,
300300204,1,1,1,1,1,,,1,2,,1,,,,,,,8,9,10,11,,,,,,,,,20,,,,,,,60,8111,2123,2,4,,,,,,,,,,,,,
300300205,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,7411,8111,2,2,,,,,,,,,,,,,
300300205,1,4,1,1,1,,,1,1,1,1,,,,,,,,9,10,11,,,,,,,,,,,,,,,,48,4211,4631,2,4,,,,,,,,,,,,,
300300205,1,5,1,1,1,,,1,2,,,2,,,,,,8,9,10,11,,,,,16,17,,,20,,,,,,,48,8342,9314,3,5,,,,,,,,,,,,,
300300206,1,1,1,1,1,,,1,1,1,1,,,,,,,8,9,10,11,,,,,,,,,,,,,,,,48,7613,3320,2,3,,,,,,,,,,,,,
300300206,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,9331,4310,2,2,,,,,,,,,,,,,
300301402,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,16,17,18,19,20,21,,,,,,54,3132,9313,3,8,,,,,,,,,,,,,
300301403,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,13,14,15,16,17,,19,20,21,,23,24,,,84,4201,4620,2,3,,,,,,,,,,,,,
300301403,1,3,1,1,1,,,1,1,2,,2,,,,,,8,9,,11,,,14,15,16,,,,20,,,,,,,30,2639,9313,4,9,,,,,,,,,,,,,
300301404,1,3,1,1,1,,,1,1,2,1,,,,,,7,,,,11,,,,,,,,,,,,,,,,63,7517,3120,2,2,,,,,,,,,,,,,
300301405,1,2,1,1,1,,,1,2,,1,,,,,,7,,,,,12,,,,,,,,,,,,,,,63,9411,7221,2,2,,,,,,,,,,,,,
300378805,1,1,1,1,1,,,1,2,,1,,,,,,,8,9,,11,,,,15,,,,,,,,,,,,30,8341,2221,2,3,,,,,,,,,,,,,
300378806,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9231,3320,,2,,,,,,,,,,,,,
300398601,1,1,1,1,1,,,1,1,2,1,,,,,,,8,9,,11,,,14,,,17,,,20,,,23,,,,48,3132,4340,2,5,,,,,,,,,,,,,
300398601,1,2,1,1,1,,,1,1,2,1,,,,,,,8,9,,11,12,,14,15,,17,,,20,,,,,,,47,3131,4671,2,6,,,,,,,,,,,,,
300398601,1,2,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,4211,4611,2,2,,,,,,,,,,,,,
300398601,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6,3121,4611,1,2,,,,,,,,,,,,,
300398602,1,1,1,1,1,,,1,2,,1,,,,,,7,8,9,10,11,,,14,15,16,17,,,,,,23,24,,,48,1511,4681,2,3,,,,,,,,,,,,,
