folioviv,foliohog,numren,id_trabajo,trapais,subor,indep,personal,pago,contrato,tipocontr,pres_1,pres_2,pres_3,pres_4,pres_5,pres_6,pres_7,pres_8,pres_9,pres_10,pres_11,pres_12,pres_13,pres_14,pres_15,pres_16,pres_17,pres_18,pres_19,pres_20,pres_21,pres_22,pres_23,pres_24,pres_25,pres_26,htrab,sinco,scian,clas_emp,tam_emp,no_ing,tiene_suel,tipoact,socios,soc_nr1,soc_nr2,soc_resp,otra_act,tipoact2,tipoact3,tipoact4,lugar,conf_pers
1700251806,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4111,4661,,1,,2,2,2,,,,2,,,,,
1700253201,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6116,1110,,1,,2,4,2,,,,2,,,,,
1700253205,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7135,2382,,2,,2,1,2,,,,2,,,,,
1700253205,1,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,9521,7221,,2,,2,3,2,,,,2,,,,,
1700253205,1,3,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9411,7221,1,2,,,,,,,,,,,,,
1700253205,1,4,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9411,7221,1,2,,,,,,,,,,,,,
1700253205,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,21,9611,8140,,2,,,,,,,,,,,,,
1700253206,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,,,,,15,16,17,,,20,,,23,,,,96,5312,9314,3,6,,,,,,,,,,,,,
1700261601,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,9111,1110,1,2,,,,,,,,,,,,,
1700261601,1,2,1,1,1,,,1,2,,1,,,,,,7,,,,11,,,14,,,,,,,,,,,,,48,9621,5613,2,12,,,,,,,,,,,,,
1700261601,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,84,7511,4611,1,2,,,,,,,,,,,,,
1700261602,1,3,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,4111,4651,,1,,2,2,,,,,,,,,,
1700261602,1,4,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,75,9622,7210,1,3,,,,,,,,,,,,,
1700261603,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,9521,4612,,1,,2,2,2,,,,2,,,,,
1700261606,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9236,4611,1,2,,,,,,,,,,,,,
1700261606,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,35,4211,4611,1,3,,,,,,,,,,,,,
1700261606,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9512,4652,,1,,2,2,2,,,,2,,,,,
1700261606,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9236,4611,1,2,,,,,,,,,,,,,
1700489501,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2142,6211,,1,,2,3,2,,,,2,,,,,
1700489502,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2412,6211,,1,,2,3,2,,,,2,,,,,
1700489503,1,1,1,1,1,,,1,1,1,1,,,,,,,8,,,,,,14,,,,,,,,,,,,,48,9631,8111,1,2,,,,,,,,,,,,,
1700489503,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,21,5242,5613,,2,,,,,,,,,,,,,
1700489503,1,2,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,12,9611,8140,,1,,,,,,,,,,,,,
1700489506,1,1,1,1,1,,,1,1,2,1,,,,,,,8,,,,,,,,,,,,,,,,,,,58,2411,6211,2,12,,,,,,,,,,,,,
1700489506,1,2,1,1,1,,,1,1,2,,2,,,,,,8,9,,11,12,,14,,,,,19,,,,,,,,50,2321,5412,3,12,,,,,,,,,,,,,
1700501702,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,16,,,,,,,,,,,36,2511,5310,1,1,,,,,,,,,,,,,
1700501703,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2715,6141,,1,,2,3,2,,,,2,,,,,
1700501704,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,7513,7222,,2,,2,3,2,,,,2,,,,,
1700501704,1,3,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,7513,7221,1,2,,,,,,,,,,,,,
1700501705,1,1,1,1,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,26,46,3141,4850,1,8,,,,,,,,,,,,,
1700501706,1,1,1,1,1,,,1,1,2,,2,,,,,,8,9,,11,,,14,,,17,,,,21,,,24,,,45,2121,9312,3,11,,,,,,,,,,,,,
1700501706,1,3,1,1,1,,,1,1,1,,2,,,,,7,8,9,,11,12,13,14,15,,17,,,,,,23,,,,20,2331,6112,3,7,,,,,,,,,,,,,
1700501706,1,3,2,1,1,,,1,1,1,1,,,,,,7,8,9,,11,12,13,14,15,,17,,,,,,23,,,,20,2321,6132,3,6,,,,,,,,,,,,,
1700514901,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,9611,8140,,1,,,,,,,,,,,,,
1700514902,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,13,14,15,16,17,18,,,,,23,24,,,65,9722,4920,2,7,,,,,,,,,,,,,
1700514904,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,65,9221,2361,1,2,,,,,,,,,,,,,
1700514905,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,8342,4850,1,1,,,,,,,,,,,,,
1700514905,1,2,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,11,12,13,14,,,17,,,,,,23,24,,,54,4231,4661,1,2,,,,,,,,,,,,,
1700518402,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2412,6211,,1,,2,3,2,,,,2,,,,,
1700518405,1,1,1,1,1,,,1,1,1,,2,,,,,7,8,,,11,,,14,15,,17,18,,,,,23,24,,,60,2321,6132,3,10,,,,,,,,,,,,,
1700518405,1,2,1,1,1,,,1,1,1,1,2,,,,,7,8,9,,11,,,14,15,,17,,,,21,,23,24,,,45,2321,6132,4,11,,,,,,,,,,,,,
1700518406,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,8342,4850,,1,,2,3,2,,,,2,,,,,
1700518406,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9521,7222,,1,,2,3,2,,,,2,,,,,
1700518406,1,3,1,1,1,,,1,1,1,1,,,,,,7,8,9,,11,,,14,,,17,,,,,,,,,,45,3111,5613,2,3,,,,,,,,,,,,,
1700536301,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7514,3110,,1,,2,1,2,,,,2,,,,,
1700536302,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7134,2382,,1,,2,1,2,,,,2,,,,,
1700536303,1,1,1,1,1,,,1,1,1,1,,,,,,,,9,,11,,,14,,,,,,,,,,,,,40,2322,6112,3,5,2,,,,,,,,,,,,
1700536303,1,2,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,2531,6141,1,2,,,,,,,,,,,,,
1700536304,1,2,1,1,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,48,9621,3110,1,5,,,,,,,,,,,,,
1700536305,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2162,5411,,1,,2,3,,,,,,,,,,
1700536305,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2142,6211,,1,,2,3,,,,,,,,,,
1700537801,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,,,11,12,,14,,,17,,,,,,,,,,72,4201,4620,2,2,,,,,,,,,,,,,
1700537802,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4111,4651,,1,,2,2,,,,,,,,,,
1700537803,1,1,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,66,4201,4631,1,2,,,,,,,,,,,,,
1700537804,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9512,4690,,1,,2,2,,,,,,,,,,
1700537805,1,2,1,1,1,,,1,1,1,1,,,,,,,8,9,,,,,,,,,,,,,,,,,,48,2512,6112,3,3,,,,,,,,,,,,,
1700537806,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,54,8342,4850,2,1,,,,,,,,,,,,,
1700537806,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5114,7221,,1,,2,3,2,,,,2,,,,,
1700537806,1,3,1,1,1,,,1,1,1,1,,,,,,7,8,9,,11,,,,,,,,,,,,,24,,,50,2512,2370,2,2,,,,,,,,,,,,,
1700548202,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,7135,2382,,1,,2,1,2,,,,2,,,,,
1700548202,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10,5116,7221,1,6,,,,,,,,,,,,,
1700548203,1,1,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,,13,14,15,16,17,,,20,21,,,24,,,48,3142,4850,2,8,,,,,,,,,,,,,
1700812703,2,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,,12,13,14,,,17,,,,,,23,,,,66,4211,4631,2,3,,,,,,,,,,,,,
1700812703,3,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,,11,12,13,14,,,,,,,,,23,24,,,40,4222,5221,2,4,,,,,,,,,,,,,
1700812704,1,1,1,1,1,,,1,1,2,,2,,,,,,8,9,,11,12,13,14,15,16,17,,,,21,,23,24,,,40,2271,9312,3,10,,,,,,,,,,,,,
1700812704,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,13,14,,16,17,18,19,,21,,23,24,,,40,2811,6299,3,10,,,,,,,,,,,,,
1700812704,1,3,1,1,1,,,1,1,2,1,2,,,,,,8,9,,11,12,,14,,16,17,,,,,,23,24,,,60,2135,9313,3,8,,,,,,,,,,,,,
1700812704,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,65,2135,5411,1,2,,,,,,,,,,,,,
1700812705,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,8342,4850,,1,,2,3,2,,,,2,,,,,
1700812705,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,,12,13,14,,16,17,,,,,,23,24,,,48,4201,4671,2,9,,,,,,,,,,,,,
1700830901,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,7513,3110,1,3,,,,,,,,,,,,,
1700830902,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,9521,7222,,1,,2,3,2,,,,2,,,,,
1700830902,1,2,1,1,1,,,1,2,,1,,,,,,7,,9,,,,,,,,,,,,,,,,,,56,9622,7210,2,3,,,,,,,,,,,,,
1700830903,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7311,3370,,1,,2,1,2,,,,2,,,,,
1700830904,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4111,4611,,1,,2,2,2,,,,2,,,,,
1700830904,1,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,5114,7221,,2,,2,3,2,,,,2,,,,,
1700830905,1,1,1,1,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,26,90,8342,4850,2,1,,,,,,,,,,,,,
1700830905,1,3,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,,17,,,,,,23,,,,40,9621,6112,3,3,,,,,,,,,,,,,
1700830906,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9521,7222,,2,,2,3,2,,,,2,,,,,
1700830906,1,2,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9521,7222,1,2,,,,,,,,,,,,,
1700830906,1,3,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9521,7222,1,2,,,,,,,,,,,,,
1700830906,1,4,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9521,7222,1,2,,,,,,,,,,,,,
1700830906,1,6,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9521,7222,1,2,,,,,,,,,,,,,
1700834403,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,102,5314,8140,,2,,,,,,,,,,,,,
1700834403,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,9611,8140,,2,,,,,,,,,,,,,
1700834404,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,9611,8140,,1,,,,,,,,,,,,,
1700856301,1,2,1,1,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,2512,2361,2,4,,,,,,,,,,,,,
1700856303,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2815,3380,,2,,2,1,,,,,,,,,,
1700856304,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,13,14,,16,17,,,,21,,23,24,,,40,2122,4641,2,9,,,,,,,,,,,,,
1700858801,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,2813,6222,4,11,,,,,,,,,,,,,
1700858802,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,9611,8140,,1,,,,,,,,,,,,,
1700858803,1,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,,11,,,,,,,,,,,,,,,,56,5313,8112,2,2,,,,,,,,,,,,,
1700858803,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9512,4632,,1,,2,2,2,,,,2,,,,,
1700858803,1,3,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,7611,3380,,1,,2,1,2,,,,2,,,,,
1700858804,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9221,2361,1,2,,,,,,,,,,,,,
1700858806,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,,,,,,,,20,,,,,,,42,3132,7131,2,6,,,,,,,,,,,,,
1700858806,1,3,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,,14,,,,,,,,,,,,,18,3121,7131,2,4,,,,,,,,,,,,,
1700920201,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,,10,11,,,14,15,,,,,,,,23,24,,,45,2512,5230,2,3,,,,,,,,,,,,,
1700920201,1,2,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,16,17,18,,,21,,23,24,,,40,2511,6112,3,7,,,,,,,,,,,,,
1700920202,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,1421,5150,2,7,,,,,,,,,,,,,
1700920202,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,1511,7223,2,5,,,,,,,,,,,,,
1700920204,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,,14,15,16,17,18,,20,,,23,24,,,35,3211,9313,3,7,,,,,,,,,,,,,
1700920204,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9521,4612,,1,,2,2,2,,,,2,,,,,
1700920204,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,4211,4661,1,2,,,,,,,,,,,,,
1700920205,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,8342,4850,,1,,2,3,2,,,,2,,,,,
1700920206,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,4111,4681,,1,,2,2,2,,,,2,,,,,
1701269001,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,,14,15,16,17,18,,,21,,23,24,,,96,1226,9312,3,12,,,,,,,,,,,,,
1701269001,1,2,1,1,1,,,1,2,,,,,,,,,8,9,,,,,,,,,,,,,,,,,,25,3111,6211,2,4,,,,,,,,,,,,,
1701269001,1,3,1,1,1,,,1,2,,,,,,,,7,8,,,,,,,,,,,,,,,,,,,40,5221,6251,2,3,,,,,,,,,,,,,
1701269004,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,7213,8111,,1,,2,3,2,,,,2,,,,,
1701269004,1,2,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,11,,,14,15,,17,,,,,,,,,,48,8133,3260,2,12,,,,,,,,,,,,,
1701269005,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4224,4690,,1,,2,2,2,,,,2,,,,,
1701269005,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,2637,8112,1,2,,,,,,,,,,,,,
1701269005,1,3,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,35,3113,9312,3,12,,,,,,,,,,,,,
1701269006,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,9231,8111,1,2,,,,,,,,,,,,,
1701269006,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9231,3320,1,2,,,,,,,,,,,,,
1701300501,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,3115,5310,1,2,,,,,,,,,,,,,
1701300501,1,2,1,1,1,,,1,1,2,1,,,,,6,7,8,9,10,11,,,14,15,16,17,,19,20,21,,23,24,25,,45,2252,3320,2,11,,,,,,,,,,,,,
1701300502,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2135,5411,,2,,2,3,2,,,,2,,,,,
1701300502,1,2,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,16,,18,,20,,,23,24,,,29,2331,6112,3,8,,,,,,,,,,,,,
1701300503,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,,14,,,17,,19,20,21,,23,24,,,48,1314,3380,2,9,,,,,,,,,,,,,
1701300504,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,20,9899,8121,1,2,,,,,,,,,,,,,
1701300504,1,2,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,60,8344,4611,1,2,,,,,,,,,,,,,
1701300506,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8,4211,4631,1,2,,,,,,,,,,,,,
1701300506,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7135,2382,,1,,2,1,2,,,,2,,,,,
1701300506,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,35,8154,3160,1,12,,,,,,,,,,,,,
1701317702,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,13,14,,16,17,18,,,,,,,,,40,2335,6111,2,6,,,,,,,,,,,,,
1701317703,1,1,1,1,1,,,1,1,2,,,,,,,7,8,9,,,,,,,16,17,18,,20,21,,,24,,,48,2642,9314,3,11,,,,,,,,,,,,,
1701317703,1,3,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,,13,14,15,16,17,18,19,20,21,,,24,,,48,2642,3320,2,11,,,,,,,,,,,,,
1701317703,1,6,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,84,4211,4671,2,3,,,,,,,,,,,,,
1701317703,1,7,1,1,1,,,1,1,2,1,,,,,,7,8,9,,,,,,,,,,,,,,,,,,60,2812,6211,2,5,,,,,,,,,,,,,
1701317704,1,1,1,1,1,,,1,1,2,1,,,,5,,7,8,9,,11,12,,14,15,16,17,,,20,21,,,,,,40,2322,6132,3,12,,,,,,,,,,,,,
1701317704,1,3,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,13,14,15,16,17,,,,,,,,,,60,3111,9313,3,9,,,,,,,,,,,,,
1701334901,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,13,,,,17,,,,,22,,24,,,30,1211,6141,2,2,,,,,,,,,,,,,
1701334901,1,2,1,1,1,,,1,2,,1,,,,,,,8,9,,,,,14,,,,,,,,,,,,,40,3115,5411,2,3,,,,,,,,,,,,,
1701334902,1,1,1,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4211,4651,1,1,,,,,,,,,,,,,
1701334904,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,55,9221,2361,1,2,,,,,,,,,,,,,
1701334905,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7121,2361,,1,,2,1,2,,,,2,,,,,
1701334906,1,2,1,1,1,,,1,1,2,,2,,,,6,7,8,,,11,,,14,,,,,,,,,,24,,,51,2262,5412,3,11,,,,,,,,,,,,,
1701334906,1,2,2,1,1,,,1,1,2,,,3,,,,,8,9,,,,,14,15,,,,,,,,,24,,,7,2321,6132,4,11,,,,,,,,,,,,,
1701339401,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,105,8342,4850,1,2,,,,,,,,,,,,,
1701339401,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,91,8342,4850,1,2,,,,,,,,,,,,,
1701339402,1,1,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,60,9221,2382,2,3,,,,,,,,,,,,,
1701339403,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,91,9221,2382,1,2,,,,,,,,,,,,,
1701339404,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9221,2361,1,2,,,,,,,,,,,,,
1701339405,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7121,2382,,1,,2,1,2,,,,2,,,,,
1701339406,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7121,2382,,2,,2,1,2,,,,2,,,,,
1701339406,1,2,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,12,,14,15,16,17,,,20,,,,,,,48,4211,4641,2,3,,,,,,,,,,,,,
1701356301,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,,14,15,,17,,,,,,,,,,40,9621,6132,4,9,,,,,,,,,,,,,
1701356302,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,54,7133,2382,1,2,,,,,,,,,,,,,
1700310001,1,1,1,1,1,,,1,2,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,70,4211,4651,2,2,,,,,,,,,,,,,
1701356304,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,9611,8140,,1,,,,,,,,,,,,,
1701360801,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2632,8111,,1,,2,3,2,,,,2,,,,,
1701360802,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,9521,7222,,2,,2,3,2,,,,2,,,,,
1701360802,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9512,4652,,1,,2,2,2,,,,2,,,,,
1701360802,1,3,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,66,5211,8121,2,2,,,,,,,,,,,,,
1701360803,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,7343,3140,2,2,,,,,,,,,,,,,
1701360803,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,3211,7210,2,2,,,,,,,,,,,,,
1701360803,1,2,1,1,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,38,4212,5611,2,12,,,,,,,,,,,,,
1701360803,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,20,3121,4611,2,12,,,,,,,,,,,,,
1701360805,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9521,4612,,1,,2,2,2,,,,2,,,,,
1701360806,1,1,1,1,1,,,1,1,1,1,,,,,6,7,8,9,,,,,14,15,16,17,,,,,,,,,,50,4222,5222,2,6,,,,,,,,,,,,,
1701360806,1,2,1,1,1,,,1,1,1,1,,,,,,7,8,,,,,,14,,,,,,,,,,,,,48,2813,6211,2,3,,,,,,,,,,,,,
1701362201,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,13,14,15,16,,,19,20,21,,23,,,,48,8151,3380,2,9,,,,,,,,,,,,,
1701362201,1,2,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,12,13,14,15,16,17,,19,20,21,,23,24,,,48,8123,3360,2,10,,,,,,,,,,,,,
1701362202,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4224,4690,,1,,2,2,2,,,,2,,,,,
1701362202,1,6,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,9231,3320,1,3,,,,,,,,,,,,,
1701362203,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9641,8121,,2,,2,3,1,4,,1,2,,,,,
1701362203,1,1,2,1,1,,,1,2,,,,,,,6,,8,,,,,,,,,,,,,,,,,,,31,9611,8140,,1,,,,,,,,,,,,,
1701362203,1,2,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9641,8121,1,2,,,,,,,,,,,,,
1701362203,1,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9641,8121,,2,,2,3,1,1,,1,,,,,,
1701362205,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,13,14,,,,,,,,,23,,,,66,2633,8112,2,8,,,,,,,,,,,,,
1701394601,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,,14,,16,17,,,20,,,,,,,56,1723,5613,2,11,,,,,,,,,,,,,
1701394602,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,16,,,,,,,,,,,50,8341,4340,2,3,,,,,,,,,,,,,
1701394603,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,9621,3110,3,5,,,,,,,,,,,,,
1701394603,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,4111,4611,,1,,2,2,2,,,,2,,,,,
1701394604,1,1,1,1,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,9621,6111,2,12,,,,,,,,,,,,,
